sid,pre accu,post accu
S100,,[0.53645833]
S91,,[0.47395833]
S92,,[0.984375]
S93,,[0.43229167]
S94,,[0.49479167]
S95,,[0.984375]
S96,,[0.55729167]
S97,,[0.44270833]
S98,,[0.90104167]
S99,,[0.5625]
