sid,pre accu,post accu
S100,,[0.6875     0.66666667 0.58333333 0.47916667]
S91,,[0.47916667 0.45833333 0.45833333 0.54166667]
S92,,[0.8125 1.     1.     1.    ]
S93,,[0.6875     0.64583333 0.45833333 0.70833333]
S94,,[0.45833333 0.58333333 0.47916667 0.4375    ]
S95,,[0.95833333 1.         1.         1.        ]
S96,,[0.72916667 0.64583333 0.83333333 0.70833333]
S97,,[0.47916667 0.54166667 0.41666667 0.4375    ]
S98,,[0.9375     0.83333333 0.9375     0.89583333]
S99,,[0.64583333 0.375      0.66666667 0.64583333]
