sid,pre accu,post accu
S100,,[0.75       0.60416667 0.54166667 0.4375    ]
S91,,[0.54166667 0.4375     0.5        0.45833333]
S92,,[0.89583333 1.         1.         1.        ]
S93,,[0.60416667 0.64583333 0.4375     0.66666667]
S94,,[0.5        0.54166667 0.52083333 0.41666667]
S95,,[0.95833333 1.         1.         1.        ]
S96,,[0.75       0.64583333 0.83333333 0.75      ]
S97,,[0.45833333 0.41666667 0.39583333 0.45833333]
S98,,[0.9375     0.8125     0.9375     0.91666667]
S99,,[0.625      0.54166667 0.66666667 0.64583333]
