,0,1,2,id,block
0,0.06248129,0.579686,0.35783273,S100,0
1,0.21880017,0.037249032,0.74395084,S100,0
2,0.17510644,0.49822557,0.32666793,S100,0
3,0.41085896,0.58345926,0.005681745,S100,0
4,0.019108592,0.50203955,0.4788518,S100,0
5,0.50868183,0.152559,0.33875912,S100,0
6,0.39650446,0.596289,0.007206549,S100,0
7,0.06030257,0.34339887,0.5962986,S100,0
8,0.64562917,0.33496714,0.019403702,S100,0
9,0.64245373,0.32735398,0.030192375,S100,0
10,0.028846037,0.47599876,0.4951552,S100,0
11,0.02140743,0.47766942,0.50092316,S100,0
12,0.46049795,0.0035687003,0.5359334,S100,0
13,0.049375303,0.47997853,0.47064614,S100,0
14,0.028553426,0.39318025,0.5782663,S100,0
15,0.68391263,0.29909635,0.016990973,S100,0
16,0.6202099,0.36007544,0.019714655,S100,0
17,0.64302784,0.07805708,0.27891508,S100,0
18,0.59281963,0.39614576,0.011034538,S100,0
19,0.62268114,0.3494291,0.027889656,S100,0
20,0.34321293,0.0039109965,0.65287614,S100,0
21,0.014326961,0.40291297,0.5827601,S100,0
22,0.42441332,0.005649691,0.56993705,S100,0
23,0.634447,0.11016754,0.2553855,S100,0
24,0.048235588,0.4947945,0.45696992,S100,0
25,0.42196286,0.57044715,0.007590067,S100,0
26,0.52935505,0.0036686342,0.46697628,S100,0
27,0.45402366,0.536363,0.009613272,S100,0
28,0.29625487,0.0041063097,0.69963884,S100,0
29,0.5408064,0.007570674,0.45162296,S100,0
30,0.55446213,0.41526714,0.030270698,S100,0
31,0.08840668,0.28878334,0.62280995,S100,0
32,0.7906245,0.18701395,0.022361543,S100,0
33,0.40633604,0.0049272673,0.5887367,S100,0
34,0.5020613,0.47461367,0.02332503,S100,0
35,0.011216221,0.21730065,0.77148306,S100,0
36,0.5847616,0.3975117,0.01772669,S100,0
37,0.43635556,0.5414249,0.022219576,S100,0
38,0.015168701,0.42678663,0.5580447,S100,0
39,0.61594677,0.10679694,0.27725625,S100,0
40,0.03216236,0.43060046,0.53723717,S100,0
41,0.06992706,0.37879574,0.55127716,S100,0
42,0.4927037,0.12540498,0.3818913,S100,0
43,0.42940986,0.099925034,0.47066513,S100,0
44,0.0418553,0.37496588,0.58317876,S100,0
45,0.049940877,0.40072045,0.54933864,S100,0
46,0.55934775,0.4242111,0.01644112,S100,0
47,0.5137059,0.09959321,0.3867009,S100,0
48,0.51880413,0.47163996,0.009555969,S100,0
49,0.4726447,0.0035461697,0.52380913,S100,0
50,0.542399,0.009928564,0.44767246,S100,0
51,0.015618144,0.5569019,0.42748,S100,0
52,0.024275787,0.5308143,0.44490996,S100,0
53,0.023861649,0.5289829,0.44715554,S100,0
54,0.38302597,0.060477097,0.556497,S100,0
55,0.018479778,0.27188623,0.709634,S100,0
56,0.029722683,0.48012576,0.49015158,S100,0
57,0.5563955,0.39562944,0.047975104,S100,0
58,0.53428495,0.41588753,0.049827553,S100,0
59,0.36513072,0.006087267,0.6287821,S100,0
60,0.5490322,0.4431509,0.007816884,S100,0
61,0.4021024,0.58158994,0.016307682,S100,0
62,0.48178184,0.0049595525,0.51325864,S100,0
63,0.43359566,0.0040876763,0.56231666,S100,0
64,0.48598936,0.47740218,0.03660844,S100,0
65,0.344188,0.0055686245,0.65024334,S100,0
66,0.04002898,0.39706424,0.5629068,S100,0
67,0.022344321,0.53663516,0.4410205,S100,0
68,0.42663202,0.55623645,0.017131556,S100,0
69,0.34535542,0.056036357,0.5986083,S100,0
70,0.4634732,0.5157117,0.020815106,S100,0
71,0.0439227,0.31533667,0.6407406,S100,0
72,0.34673715,0.01151556,0.64174724,S100,0
73,0.45509878,0.0054279002,0.53947335,S100,0
74,0.015736409,0.34134075,0.6429229,S100,0
75,0.65523845,0.24608782,0.09867378,S100,0
76,0.43051526,0.5390444,0.030440297,S100,0
77,0.4275282,0.5632718,0.009200063,S100,0
78,0.43704093,0.004546353,0.55841273,S100,0
79,0.012880015,0.51758385,0.46953613,S100,0
80,0.014028116,0.21371987,0.772252,S100,0
81,0.31320474,0.044852197,0.6419431,S100,0
82,0.006428026,0.60155606,0.39201593,S100,0
83,0.4882381,0.5037667,0.007995188,S100,0
84,0.30306408,0.03361456,0.6633214,S100,0
85,0.5529297,0.3758442,0.071226105,S100,0
86,0.013987934,0.33708024,0.6489318,S100,0
87,0.4086493,0.03919006,0.55216056,S100,0
88,0.006776018,0.5970889,0.39613515,S100,0
89,0.48369858,0.50870943,0.007591963,S100,0
90,0.006007912,0.54547215,0.44851995,S100,0
91,0.43294173,0.051595442,0.5154629,S100,0
92,0.32266733,0.074993074,0.6023395,S100,0
93,0.026887799,0.51744646,0.45566574,S100,0
94,0.51664567,0.44589177,0.037462573,S100,0
95,0.5631669,0.40322864,0.03360443,S100,0
96,0.5693207,0.3976026,0.03307669,S100,0
97,0.4800843,0.052685525,0.46723014,S100,0
98,0.6205596,0.0924193,0.28702107,S100,0
99,0.014326926,0.5582844,0.4273887,S100,0
100,0.012464217,0.42211938,0.5654164,S100,0
101,0.010579709,0.3951209,0.5942994,S100,0
102,0.43267658,0.0044338475,0.5628896,S100,0
103,0.051429827,0.24348745,0.7050827,S100,0
104,0.015910706,0.3517364,0.6323528,S100,0
105,0.60316664,0.37908736,0.017746016,S100,0
106,0.46907112,0.49357355,0.03735531,S100,0
107,0.5789098,0.07795226,0.34313798,S100,0
108,0.5569019,0.4336661,0.009432004,S100,0
109,0.6811158,0.3075116,0.011372642,S100,0
110,0.49433845,0.07934535,0.4263162,S100,0
111,0.6110928,0.10286868,0.28603846,S100,0
112,0.44889423,0.53730965,0.013796134,S100,0
113,0.5728878,0.09506069,0.3320516,S100,0
114,0.01748889,0.4007931,0.581718,S100,0
115,0.01788311,0.43435934,0.54775757,S100,0
116,0.54464155,0.44336998,0.01198853,S100,0
117,0.41999492,0.0058854655,0.57411957,S100,0
118,0.4762072,0.51437527,0.009417518,S100,0
119,0.015100552,0.4150524,0.56984705,S100,0
120,0.5010639,0.103729494,0.39520663,S100,0
121,0.45218024,0.18545066,0.36236912,S100,0
122,0.042045377,0.38130486,0.5766498,S100,0
123,0.55299807,0.43313533,0.01386663,S100,0
124,0.6366695,0.34509206,0.018238416,S100,0
125,0.59349096,0.39628723,0.010221738,S100,0
126,0.5852855,0.08515811,0.3295564,S100,0
127,0.039275054,0.43787277,0.5228521,S100,0
128,0.041724794,0.4157361,0.54253906,S100,0
129,0.45429462,0.0051765195,0.5405289,S100,0
130,0.053352483,0.4550504,0.49159715,S100,0
131,0.38319665,0.61224717,0.004556191,S100,0
132,0.4677978,0.0042328197,0.5279694,S100,0
133,0.5337842,0.4456623,0.02055351,S100,0
134,0.037115823,0.31937596,0.6435082,S100,0
135,0.51956517,0.004557661,0.47587723,S100,0
136,0.059225406,0.4298032,0.5109714,S100,0
137,0.40326223,0.5904332,0.0063045966,S100,0
138,0.047733895,0.35852334,0.5937428,S100,0
139,0.6701298,0.009167522,0.32070273,S100,0
140,0.6102278,0.007065015,0.38270712,S100,0
141,0.010847791,0.532604,0.4565482,S100,0
142,0.49742594,0.48863935,0.013934689,S100,0
143,0.5958323,0.39291757,0.011250112,S100,0
144,0.021924129,0.19985314,0.7782228,S100,0
145,0.3958262,0.060930036,0.54324377,S100,0
146,0.30774552,0.012075453,0.68017906,S100,0
147,0.48515907,0.47992745,0.034913514,S100,0
148,0.024967195,0.5060703,0.46896252,S100,0
149,0.39204603,0.012559086,0.5953948,S100,0
150,0.46384722,0.52346855,0.012684187,S100,0
151,0.018269448,0.24925563,0.732475,S100,0
152,0.61059034,0.34098306,0.048426595,S100,0
153,0.6322142,0.23423293,0.13355286,S100,0
154,0.0076175313,0.5660604,0.42632204,S100,0
155,0.039236613,0.4337047,0.52705866,S100,0
156,0.32313126,0.052190173,0.62467855,S100,0
157,0.007551173,0.59281516,0.39963368,S100,0
158,0.04106556,0.418024,0.5409104,S100,0
159,0.598696,0.35050204,0.05080198,S100,0
160,0.558714,0.40766641,0.033619612,S100,0
161,0.6091241,0.005231085,0.38564482,S100,0
162,0.50227904,0.46720186,0.030518996,S100,0
163,0.658344,0.22254573,0.11911033,S100,0
164,0.33812094,0.054722685,0.60715634,S100,0
165,0.027461229,0.435304,0.5372347,S100,0
166,0.29462647,0.07572315,0.6296504,S100,0
167,0.4403282,0.012850226,0.54682153,S100,0
168,0.015413877,0.43285078,0.55173534,S100,0
169,0.5408961,0.41966465,0.039439205,S100,0
170,0.3115323,0.059845723,0.628622,S100,0
171,0.5516666,0.39537233,0.052961003,S100,0
172,0.32147002,0.050288156,0.6282418,S100,0
173,0.31029022,0.06109782,0.628612,S100,0
174,0.47178137,0.48576367,0.042454917,S100,0
175,0.009106216,0.5052375,0.48565623,S100,0
176,0.68984056,0.27578062,0.03437886,S100,0
177,0.25007734,0.048803113,0.70111954,S100,0
178,0.53981084,0.41818243,0.04200676,S100,0
179,0.032449733,0.38153526,0.586015,S100,0
180,0.5371543,0.41794583,0.044899866,S100,0
181,0.5189897,0.41725796,0.063752316,S100,0
182,0.02364474,0.5109987,0.4653566,S100,0
183,0.40129215,0.011122418,0.5875854,S100,0
184,0.01802916,0.41070315,0.5712677,S100,0
185,0.013435743,0.46537536,0.5211889,S100,0
186,0.44747543,0.0040991576,0.54842544,S100,0
187,0.33090785,0.0052575646,0.6638346,S100,0
188,0.013605223,0.39712647,0.5892683,S100,0
189,0.01337736,0.48921004,0.49741262,S100,0
190,0.5416915,0.41794193,0.040366568,S100,0
191,0.26697746,0.006527709,0.72649485,S100,0
0,0.17458142,0.24364279,0.5817758,S91,0
1,0.026339231,0.5880217,0.385639,S91,0
2,0.028324448,0.5004639,0.47121167,S91,0
3,0.75942844,0.20891128,0.03166021,S91,0
4,0.6334365,0.3304951,0.03606838,S91,0
5,0.4606232,0.0042320117,0.5351448,S91,0
6,0.60831124,0.37140197,0.02028678,S91,0
7,0.4900548,0.48658615,0.023359045,S91,0
8,0.08687404,0.27509302,0.638033,S91,0
9,0.4484931,0.0126900915,0.53881687,S91,0
10,0.012824865,0.5772698,0.40990534,S91,0
11,0.33974117,0.005597553,0.65466124,S91,0
12,0.00898232,0.5260718,0.46494594,S91,0
13,0.5748581,0.40599003,0.019151865,S91,0
14,0.4136558,0.0038044732,0.5825398,S91,0
15,0.634521,0.1014261,0.26405287,S91,0
16,0.51326066,0.4789203,0.007819002,S91,0
17,0.61695415,0.3755493,0.007496632,S91,0
18,0.6673696,0.31785053,0.014779867,S91,0
19,0.62218493,0.36495194,0.012863143,S91,0
20,0.3789451,0.0038571157,0.6171977,S91,0
21,0.52129394,0.0057200296,0.47298607,S91,0
22,0.5897984,0.38522568,0.024975957,S91,0
23,0.3632192,0.00385091,0.63293,S91,0
24,0.020090094,0.38492888,0.59498096,S91,0
25,0.06792297,0.3884224,0.5436546,S91,0
26,0.03833371,0.5021216,0.4595446,S91,0
27,0.056882113,0.4525943,0.49052355,S91,0
28,0.01807386,0.27953866,0.70238745,S91,0
29,0.5366253,0.4525899,0.010784685,S91,0
30,0.511596,0.11901341,0.36939058,S91,0
31,0.013789728,0.5630541,0.42315617,S91,0
32,0.509791,0.12007965,0.37012935,S91,0
33,0.5000838,0.18369539,0.31622082,S91,0
34,0.0150369145,0.5260809,0.45888224,S91,0
35,0.010012164,0.5593619,0.43062592,S91,0
36,0.48131663,0.5057337,0.012949678,S91,0
37,0.05889378,0.35736272,0.5837435,S91,0
38,0.4801459,0.50526106,0.014592994,S91,0
39,0.4920852,0.49391064,0.014004167,S91,0
40,0.43186855,0.113285154,0.45484632,S91,0
41,0.043435864,0.3838889,0.5726753,S91,0
42,0.5031428,0.12690344,0.36995372,S91,0
43,0.42832154,0.11926184,0.45241654,S91,0
44,0.045885652,0.35534194,0.59877235,S91,0
45,0.64158744,0.33953053,0.018882046,S91,0
46,0.343343,0.0035677191,0.6530893,S91,0
47,0.63586766,0.33226505,0.03186722,S91,0
48,0.057452567,0.37203166,0.57051575,S91,0
49,0.6844591,0.3025023,0.013038582,S91,0
50,0.68193597,0.2338292,0.08423483,S91,0
51,0.25290343,0.00864596,0.73845065,S91,0
52,0.5040408,0.0060628867,0.48989633,S91,0
53,0.26798186,0.070240244,0.6617779,S91,0
