id, varRNN, varRL
A10FTGEV1WR18H,-94.48494176,-84.85809279
A1171IQSWQS0K8,-89.43756286,-81.9958575
A19317A3X87NVM,-105.6938118,-71.77346326
A1CQ0A0GDCNWQM,-104.0089455,-92.9376911
A1NUO93OHZREC3,-106.0328247,-117.7969046
A1VFRCYMWGWWCZ,-117.5342718,-134.6637233
A23A5GN4EU95BU,-96.41451373,-93.62451766
A27KDTUI0H1KJV,-78.85647159,-74.0294113
A2AJA3UXBCKD9X,-117.1625263,-117.9847257
A2B8JGCVGBDTL5,-94.86558499,-81.37563965
A2CAMPAA7650H2,-76.96139266,-67.80266301
A2GXLM74C7BDI8,-106.126517,-83.33384517
A2HJDLSU95MH8Q,-84.64089606,-73.49060306
A2OLSZ6DD9I239,-85.65365924,-76.30530308
A2S6QOCFC3EAYH,-98.36251579,-81.59692585
A2WQPFE3ZGE5N8,-86.87594654,-70.75499907
A2WSVHUR3V9TTJ,-104.264151,-77.40143583
A2WZ71TT9AJPV,-114.5862288,-104.7608387
A34CPKFZXBX1PO,-92.69641388,-73.82378909
A36YITYE70JBQQ,-105.8177585,-85.76177507
A376DD71XY793G,-85.98258228,-80.38888123
A3CDWPBKYDDASL,-127.8301276,-122.3181367
A3DUAHX5VT0ZMY,-102.8589826,-92.84084756
A3KKY9HXZRRAIV,-74.27476876,-82.966312
A3MLNAZCS0Y2QP,-102.4075453,-64.69630949
A3N62A1YVDMKS5,-116.7941707,-113.9663938
A3NI2W5HH47HP6,-81.06889239,-73.10949119
A3O9J3V0K06IP2,-121.970908,-121.8866157
A3VPD34C23PQTQ,-123.8493072,-136.1396058
A3XU8C72O6LCD,-85.82143,-73.00000458
A7G6TFAYTV2FC,-85.3492447,-88.56842284
ADU7XJYUJLGNA,-96.70191946,-81.66275899
AEUTD1DUJTF2I,-122.6634432,-126.6788335
AH4KZU52G2WCN,-92.46651162,-80.00451805
AKMQH2MGTUWO9,-110.7136507,-108.943308
AQ9CUPOYWCR7F,-95.67339499,-87.29972225
AV8GCOTWEB6MP,-122.946117,-129.7259522
,-100.2662144,-92.16941402
