,0,1,2,id,block
0,0.01697137,0.7309505,0.25207806,S100,1
1,0.46519107,0.008109183,0.5266998,S100,1
2,0.44960457,0.009179771,0.54121566,S100,1
3,0.63743573,0.33687857,0.025685683,S100,1
4,0.00044655296,0.46763834,0.5319151,S100,1
5,0.49266383,0.0062407013,0.5010955,S100,1
6,0.5346499,0.45964822,0.0057019284,S100,1
7,0.00059869466,0.4674368,0.53196454,S100,1
8,0.58107364,0.4045325,0.014393884,S100,1
9,0.4659043,0.5336335,0.00046214,S100,1
10,0.0039369697,0.51117665,0.4848864,S100,1
11,0.0008522452,0.4629832,0.5361645,S100,1
12,0.51384413,5.417243e-05,0.48610178,S100,1
13,0.006766054,0.49047622,0.5027577,S100,1
14,0.0008178145,0.48165834,0.5175238,S100,1
15,0.60303617,0.39564863,0.0013152346,S100,1
16,0.49643758,0.5030308,0.0005316632,S100,1
17,0.40361413,0.0060133035,0.59037256,S100,1
18,0.46405566,0.5341835,0.0017608749,S100,1
19,0.45618275,0.5410873,0.0027299535,S100,1
20,0.3815028,0.0063730166,0.6121242,S100,1
21,0.00026261868,0.4559694,0.5437679,S100,1
22,0.43259352,0.00021427197,0.56719226,S100,1
23,0.6178559,0.0063801548,0.37576395,S100,1
24,0.0020498475,0.55748117,0.44046894,S100,1
25,0.5091885,0.481793,0.009018512,S100,1
26,0.43704292,0.007815105,0.555142,S100,1
27,0.42927414,0.5697784,0.0009474573,S100,1
28,0.37638536,0.010824361,0.6127902,S100,1
29,0.5315953,0.00022660672,0.4681781,S100,1
30,0.41573325,0.5772915,0.006975215,S100,1
31,0.008124411,0.4622608,0.52961475,S100,1
32,0.52652085,0.47152868,0.0019504722,S100,1
33,0.41619873,8.611395e-05,0.58371514,S100,1
34,0.46150193,0.5281052,0.010392935,S100,1
35,0.0015335798,0.4387459,0.55972046,S100,1
36,0.5911877,0.4030445,0.0057677403,S100,1
37,0.5982873,0.39559528,0.0061174757,S100,1
38,0.0018757697,0.5028769,0.4952473,S100,1
39,0.5025611,0.0063289837,0.49110994,S100,1
40,0.00069800793,0.48439264,0.5149093,S100,1
41,0.0052119526,0.4671087,0.5276793,S100,1
42,0.41299674,0.0001479867,0.5868552,S100,1
43,0.35756117,0.0015864251,0.6408524,S100,1
44,0.0060385573,0.48866194,0.5052995,S100,1
45,0.0031834266,0.5148807,0.48193586,S100,1
46,0.4766503,0.51856166,0.004788003,S100,1
47,0.4831565,5.9139362e-05,0.51678437,S100,1
0,0.01697137,0.7309505,0.25207806,S100,2
1,0.5822458,0.006167926,0.41158625,S100,2
2,0.42930695,0.0092278775,0.5614652,S100,2
3,0.75082326,0.21075235,0.038424462,S100,2
4,0.00046751756,0.3966583,0.60287416,S100,2
5,0.5547298,0.006151922,0.43911824,S100,2
6,0.5728938,0.41684413,0.010262112,S100,2
7,0.00013744012,0.39648637,0.6033762,S100,2
8,0.6719798,0.32346365,0.0045565334,S100,2
