sid,pre accu,post accu
S100,,[0.66666667 0.41666667 0.52083333 0.54166667]
S91,,[0.5625 0.4375 0.5    0.375 ]
S92,,[0.91666667 0.89583333 0.79166667 0.77083333]
S93,,[0.45833333 0.45833333 0.47916667 0.58333333]
S94,,[0.35416667 0.54166667 0.39583333 0.5625    ]
S95,,[0.875      0.8125     0.83333333 0.8125    ]
S96,,[0.77083333 0.5625     0.83333333 0.6875    ]
S97,,[0.58333333 0.45833333 0.45833333 0.41666667]
S98,,[0.9375     0.83333333 0.91666667 0.875     ]
S99,,[0.35416667 0.39583333 0.47916667 0.47916667]
