sid,pre accu,post accu
S100,,[0.47916667 0.41666667 0.41666667 0.5       ]
S91,,[0.52083333 0.47916667 0.4375     0.45833333]
S92,,[0.41666667 0.41666667 0.5        0.39583333]
S93,,[0.4375     0.4375     0.52083333 0.41666667]
S94,,[0.47916667 0.64583333 0.4375     0.5       ]
S95,,[0.375      0.45833333 0.39583333 0.39583333]
S96,,[0.5625     0.47916667 0.66666667 0.66666667]
S97,,[0.47916667 0.54166667 0.39583333 0.33333333]
S98,,[0.5625     0.39583333 0.58333333 0.5625    ]
S99,,[0.35416667 0.41666667 0.35416667 0.35416667]
