sid,pre accu,post accu
A104V8NZIQFN2F,,[0.46540881]
A10ZJQC7W1QHIO,,[0.51592357]
A116ZI03NFKZP2,,[0.61538462]
A1171IQSWQS0K8,,[0.49056604]
A11BMO1JWTJHSH,,[0.54375]
A11LSO6D7BMY99,,[0.4591195]
A120PN22KW0VPY,,[0.47798742]
A12H4QENEVBRSB,,[0.46540881]
A12MZ6U9W9REX8,,[0.58227848]
A12SGLXX6B9DKR,,[0.525]
A12YRP4B70IFU3,,[0.50632911]
A132MSWBBVTOES,,[0.4625]
A13324WUZPFTSU,,[0.58490566]
A1342JQPZWA0IZ,,[0.41875]
A136KE82OT60BI,,[0.44936709]
A142WDKXKIGZ2J,,[0.50314465]
A1505QWX68GHPU,,[0.5125]
A153HLAVH5FILS,,[0.50625]
A156I0UDVISMNE,,[0.57961783]
A15NB4T70DJF4A,,[0.4591195]
A15YUDP435G6GR,,[0.55414013]
A16644NV37L66P,,[0.48125]
A16MVQ4ZEI5T60,,[0.5125]
A177426A2F8DUY,,[0.55414013]
A17FGZ1I5P9RZA,,[0.45283019]
A182IHVF66SX19,,[0.51875]
A18QKM5Z69TLS,,[0.525]
A18R0AUVIN6WX,,[0.50625]
A19317A3X87NVM,,[0.51572327]
A197LCCJ6SC5RU,,[0.49056604]
A1983JLO9O8O3C,,[0.42405063]
A19AVIOBMJJFR,,[0.475]
A19IQ1X74EMI8R,,[0.5875]
A19TD2J8506A4Y,,[0.46153846]
A19WXHQSBB6P6O,,[0.6125]
A19YM9K2W233IM,,[0.5]
A1B14CS9DW7008,,[0.5443038]
A1B3GZ82DXB3FC,,[0.49681529]
A1B7GQTH9YG04X,,[0.54375]
A1BQRDDC1NZCST,,[0.48125]
A1BZ1VD8V8VJML,,[0.46153846]
A1C2T79XTDHE39,,[0.4875]
A1C5F4UVUBL1E6,,[0.5375]
A1CDDS7NQPDMTO,,[0.44375]
A1COS8FJCDM53I,,[0.49367089]
A1CQ0A0GDCNWQM,,[0.5375]
A1CR7O77ZW0QQU,,[0.55]
A1D81EKB5SHTMR,,[0.57594937]
A1DP4BJKMEF6LS,,[0.62893082]
A1E6CS5JV5MNGI,,[0.525]
A1E7IRBPHID9JC,,[0.51875]
A1F4TB5AD4LKLO,,[0.46496815]
A1G399CGVV8MYK,,[0.56603774]
A1GCLJLWQMWL0G,,[0.4]
A1GSEK9J872N9R,,[0.55063291]
A1HA5WALONI2FD,,[0.50625]
A1HFPDHBLO6KZW,,[0.5]
A1HKYY6XI2OHO1,,[0.54966887]
A1HP506HGINWSV,,[0.56875]
A1HYU54H5V004N,,[0.51875]
A1I90G6VKLPULO,,[0.55625]
A1J7N95EW8EGCX,,[0.525]
A1JM5XNB4NCZR6,,[0.40251572]
A1JSVBR3BE3FJP,,[0.54248366]
A1JVA6HGVN1D5N,,[0.40251572]
A1JX9ROLDPIVTX,,[0.525]
A1K581IY10MNC0,,[0.5]
A1KFV732TWXROL,,[0.65]
A1KIL2V6SMJBGX,,[0.43670886]
A1L69N4ECWU93U,,[0.5]
A1L7B0F8PVW1D0,,[0.43125]
A1LCCAV2FSJTR0,,[0.51265823]
A1LF01EM2Q2GHY,,[0.44516129]
A1LM1DDPWK7FFA,,[0.53125]
A1LQOCAT553X7G,,[0.49375]
A1LSFPPDGORPB0,,[0.475]
A1M1E62KXCDNL0,,[0.49358974]
A1MJVTR0PCKBWW,,[0.57861635]
A1MT52IO9GBZ1M,,[0.40625]
A1NUO93OHZREC3,,[0.47682119]
A1OEH7O06Z8J0M,,[0.46835443]
A1OZ1S22HC1MAC,,[0.58125]
A1PDF57SAMGMF0,,[0.50625]
A1PUIGT83JOHH6,,[0.50625]
A1QD1AI1FFZF35,,[0.47798742]
