sid,post accu,
A104V8NZIQFN2F,[0.79874214],0.79874214
A10ZJQC7W1QHIO,[0.76433121],0.76433121
A116ZI03NFKZP2,[0.55128205],0.55128205
A1171IQSWQS0K8,[0.71069182],0.71069182
A11BMO1JWTJHSH,[0.61875],0.61875
A11LSO6D7BMY99,[0.74842767],0.74842767
A120PN22KW0VPY,[0.66037736],0.66037736
A12H4QENEVBRSB,[0.61006289],0.61006289
A12MZ6U9W9REX8,[0.58227848],0.58227848
A12SGLXX6B9DKR,[0.75625],0.75625
A12YRP4B70IFU3,[0.60126582],0.60126582
A132MSWBBVTOES,[0.75],0.75
A13324WUZPFTSU,[0.62893082],0.62893082
A1342JQPZWA0IZ,[0.61875],0.61875
A136KE82OT60BI,[0.6835443],0.6835443
A142WDKXKIGZ2J,[0.64779874],0.64779874
A1505QWX68GHPU,[0.7],0.7
A153HLAVH5FILS,[0.63125],0.63125
A156I0UDVISMNE,[0.63694268],0.63694268
A15NB4T70DJF4A,[0.52830189],0.52830189
A15YUDP435G6GR,[0.59235669],0.59235669
A16644NV37L66P,[0.6625],0.6625
A16MVQ4ZEI5T60,[0.725],0.725
A177426A2F8DUY,[0.68789809],0.68789809
A17FGZ1I5P9RZA,[0.72327044],0.72327044
A182IHVF66SX19,[0.60625],0.60625
A18QKM5Z69TLS,[0.75],0.75
A18R0AUVIN6WX,[0.79375],0.79375
A19317A3X87NVM,[0.62893082],0.62893082
A197LCCJ6SC5RU,[0.7672956],0.7672956
A1983JLO9O8O3C,[0.52531646],0.52531646
A19AVIOBMJJFR,[0.51875],0.51875
A19IQ1X74EMI8R,[0.59375],0.59375
A19TD2J8506A4Y,[0.52307692],0.52307692
A19WXHQSBB6P6O,[0.55625],0.55625
A19YM9K2W233IM,[0.7],0.7
A1B14CS9DW7008,[0.72151899],0.72151899
A1B3GZ82DXB3FC,[0.74522293],0.74522293
A1B7GQTH9YG04X,[0.73125],0.73125
A1BQRDDC1NZCST,[0.71875],0.71875
A1BZ1VD8V8VJML,[0.68589744],0.68589744
A1C2T79XTDHE39,[0.71875],0.71875
A1C5F4UVUBL1E6,[0.65],0.65
A1CDDS7NQPDMTO,[0.5875],0.5875
A1COS8FJCDM53I,[0.55696203],0.55696203
A1CQ0A0GDCNWQM,[0.6125],0.6125
A1CR7O77ZW0QQU,[0.7625],0.7625
A1D81EKB5SHTMR,[0.72151899],0.72151899
A1DP4BJKMEF6LS,[0.7672956],0.7672956
A1E6CS5JV5MNGI,[0.54375],0.54375
A1E7IRBPHID9JC,[0.68125],0.68125
A1F4TB5AD4LKLO,[0.47770701],0.47770701
A1G399CGVV8MYK,[0.58490566],0.58490566
A1GCLJLWQMWL0G,[0.55],0.55
A1GSEK9J872N9R,[0.63924051],0.63924051
A1HA5WALONI2FD,[0.7625],0.7625
A1HFPDHBLO6KZW,[0.54375],0.54375
A1HKYY6XI2OHO1,[0.50993377],0.50993377
A1HP506HGINWSV,[0.68125],0.68125
A1HYU54H5V004N,[0.76875],0.76875
A1I90G6VKLPULO,[0.58125],0.58125
A1J7N95EW8EGCX,[0.74375],0.74375
A1JM5XNB4NCZR6,[0.82389937],0.82389937
A1JSVBR3BE3FJP,[0.50980392],0.50980392
A1JVA6HGVN1D5N,[0.72327044],0.72327044
A1JX9ROLDPIVTX,[0.66875],0.66875
A1K581IY10MNC0,[0.67721519],0.67721519
A1KFV732TWXROL,[0.65625],0.65625
A1KIL2V6SMJBGX,[0.58227848],0.58227848
A1L69N4ECWU93U,[0.75],0.75
A1L7B0F8PVW1D0,[0.49375],0.49375
A1LCCAV2FSJTR0,[0.56962025],0.56962025
A1LF01EM2Q2GHY,[0.72258065],0.72258065
A1LM1DDPWK7FFA,[0.7625],0.7625
A1LQOCAT553X7G,[0.75625],0.75625
A1LSFPPDGORPB0,[0.63125],0.63125
A1M1E62KXCDNL0,[0.60897436],0.60897436
A1MJVTR0PCKBWW,[0.63522013],0.63522013
A1MT52IO9GBZ1M,[0.50625],0.50625
A1NUO93OHZREC3,[0.64238411],0.64238411
A1OEH7O06Z8J0M,[0.6835443],0.6835443
A1OZ1S22HC1MAC,[0.53125],0.53125
A1PDF57SAMGMF0,[0.46875],0.46875
A1PUIGT83JOHH6,[0.675],0.675
A1QD1AI1FFZF35,[0.73584906],0.73584906
A1QEQ64E22TNUZ,[0.68125],0.68125
A1QONOC90I9YMI,[0.65],0.65
A1RMC2LZQUM9L6,[0.70625],0.70625
A1RS4KNXAF23WF,[0.74375],0.74375
A1S88VQY8G8CNC,[0.45625],0.45625
A1T429RLLFTG35,[0.625],0.625
A1T4HSFG9NPJ23,[0.56875],0.56875
A1TSJY4RCQHI4O,[0.72327044],0.72327044
A1U69QDM8UIXZ5,[0.7125],0.7125
A1UKZRDH1T231M,[0.7125],0.7125
A1V0HSH4Q63V5W,[0.775],0.775
A1V339VY5CNWLS,[0.73417722],0.73417722
A1VKHYT7FMVVYS,[0.575],0.575
A1VRBTDT3VJSIA,[0.49056604],0.49056604
A1W1QA5KGVZBLC,[0.66875],0.66875
A1X0H6VAK3AQE9,[0.7125],0.7125
A1XBXUIT5932A1,[0.63522013],0.63522013
A1XE5G7H6AO5HH,[0.6875],0.6875
A1XU9GFZAGFJ5B,[0.80625],0.80625
