sid,pre accu,post accu
A10FTGEV1WR18H,,[0.7]
A10KUKZO8X00FX,,[0.53246753]
A10UUNGRUJH6GH,,[0.59119497]
A1171IQSWQS0K8,,[0.67295597]
A11BMO1JWTJHSH,,[0.7]
A13RB1XEBC42IB,,[0.42580645]
A13WYZ8AXD6ODX,,[0.63522013]
A14Y8ML89H3XFL,,[0.60625]
A15NB4T70DJF4A,,[0.52830189]
A15YUDP435G6GR,,[0.58598726]
A16644NV37L66P,,[0.6]
A16MVQ4ZEI5T60,,[0.7]
A177426A2F8DUY,,[0.67515924]
A17FGZ1I5P9RZA,,[0.67924528]
A18R0AUVIN6WX,,[0.76875]
A18R8GG33EVI6C,,[0.62658228]
A18S266M02RWZU,,[0.55]
A19AVIOBMJJFR,,[0.5125]
A19JWJ0ACBROIQ,,[0.48125]
A1A8MBDIAQT43U,,[0.69620253]
A1BHS3P43IEM0C,,[0.50632911]
A1C2T79XTDHE39,,[0.6875]
A1C6FKYJT2GANX,,[0.59375]
A1CQ0A0GDCNWQM,,[0.6125]
A1CU00SW7F9TMB,,[0.46540881]
A1D9UUBPZPYKZS,,[0.6125]
A1DHGKBQOKC8CC,,[0.59748428]
A1DQQ0CHG7WW3E,,[0.98734177]
A1EMZIYF5ZO6JB,,[0.5625]
A1F8TOJICOEVLL,,[0.625]
A1HA5WALONI2FD,,[0.75]
A1HKYY6XI2OHO1,,[0.56291391]
A1HMUS6WQOT9MN,,[0.61875]
A1HYU54H5V004N,,[0.75]
A1J7N95EW8EGCX,,[0.675]
A1K93WBH35CIAZ,,[0.48837209]
A1LQQQ8MKXH4QD,,[0.68987342]
A1MBOVL1252O51,,[0.48125]
A1MH9ISP7UBIUO,,[0.6125]
A1MJ82C7YG7W89,,[0.6163522]
A1MOK8UVLG7FJK,,[0.76875]
A1O57XVTTB1PNZ,,[0.64375]
A1OZ1S22HC1MAC,,[0.50625]
A1PUIGT83JOHH6,,[0.675]
A1QCXSZJ3ZLCNY,,[0.7375]
A1QEQ64E22TNUZ,,[0.725]
A1QONOC90I9YMI,,[0.63125]
A1S88VQY8G8CNC,,[0.4875]
A1SX3P1H4IWKFQ,,[0.6]
A1TKDVMKM4VWQ8,,[0.49056604]
A1TSST60BO5K52,,[0.43076923]
A1U3OIZTWRI8JD,,[0.64150943]
A1UJ2M1AKWMNLC,,[0.63291139]
A1W1QA5KGVZBLC,,[0.63125]
A1W70CZDI8R80M,,[0.70625]
A1XH5P1RMV9GPQ,,[0.51408451]
A1XIVB0HPSFJHG,,[0.51875]
A1XS15LSN54FGW,,[0.74213836]
A1XUZFDVKP95VC,,[0.64375]
A1XWKA72Z23TGA,,[0.52830189]
A203M04929HFP4,,[0.71518987]
A208A2GT4OHJOG,,[0.58125]
A20VAAO3DYW5GL,,[0.48427673]
A222R4PNCF08OF,,[0.6]
A2259HGMTESQVX,,[0.65]
A22DVMN2Y3XHWA,,[0.63125]
A22ZZCICZDCSTY,,[0.63694268]
A237TMG0AIG9PX,,[0.59748428]
A23A5GN4EU95BU,,[0.64900662]
A24KZEEOBETVFU,,[0.5375]
A24Y2BHD6TDX4Z,,[0.475]
A2545UHAWSKDVH,,[0.52413793]
A25LHXY3SAOVBV,,[0.7125]
A261ZPN1DBO1GT,,[0.53548387]
A26Z8M2VSEWUU4,,[0.75]
A27YZB3G8P1DTE,,[0.74375]
A286W816CMIZL9,,[0.5125]
A28JXDDPMW8IK0,,[0.55625]
A29UAE19L171DV,,[0.71875]
A2AJA3UXBCKD9X,,[0.62658228]
A2B8JGCVGBDTL5,,[0.64150943]
A2CAMPAA7650H2,,[0.73584906]
A2E3O3O0PPX3IQ,,[0.7125]
A2FAJQUVSEXZRN,,[0.69375]
A2FN0MPGK61HW,,[0.52564103]
A2FS1WANWKDNDR,,[0.47133758]
A2GALIYUWAIPNV,,[0.63057325]
A2GXLM74C7BDI8,,[0.63461538]
A2HJDLSU95MH8Q,,[0.6625]
A2HRAAY4QRTM7S,,[0.5]
A2JBI6GEDB1856,,[0.57232704]
A2JMIAOV67CPHI,,[0.7]
A2L26DMSVUEDP6,,[0.6375]
A2LO8K013TX9FA,,[0.76875]
A2LSOY313QEZC5,,[0.6875]
A2N1SLTD9SIVLR,,[0.56862745]
A2P22X4GQWQ8Z1,,[0.66037736]
A2P7KN8RWT4MHY,,[0.54605263]
A2PE83MK76CRMI,,[0.46875]
A2QAJ9ZTN8YY89,,[0.6875]
A2QCJ7Y5ONXD91,,[0.96835443]
A2QIX7DNN0DZY6,,[0.575]
A2QPMJ4GADLUW2,,[0.67295597]
A2R1011DR8EXHQ,,[0.63815789]
A2R1LWOGQJTGRL,,[0.53164557]
A2RG00DYDHIS6Q,,[0.89873418]
A2RLY2I4U06ETD,,[0.63125]
A2SNAXBDSA5P06,,[0.47435897]
A2TV18A7NQF6I5,,[0.66875]
A2TXUNEHPTW3Z3,,[0.7875]
A2TZAXWOB3JMNV,,[0.67307692]
A2UGIX703MMNQ6,,[0.66666667]
A2V2DBS6NCSIQP,,[0.66875]
A2VN59CZEQ7P0R,,[0.74213836]
A2VNE375MVLU8J,,[0.68152866]
A2VO8C41JJIQY9,,[0.74375]
A2VSUCEXMNSUF5,,[0.63057325]
A2WQPFE3ZGE5N8,,[0.675]
A2ZEE0T533JG2X,,[0.59119497]
A2ZGAH6NOSU2PO,,[0.78125]
A2ZOHYAWFY5TQI,,[0.5]
A30GMGC1ADGYWB,,[0.65625]
A30J4IZCMCR31F,,[0.64968153]
A30SW74YXUN4UK,,[0.51898734]
A31PQA4EYWSQI4,,[0.48026316]
A32156CGIMNLBM,,[0.5125]
A322SGIJC9EPN9,,[0.71698113]
A345TDMHP3DQ3G,,[0.63125]
A34CPKFZXBX1PO,,[0.65]
A34XR21XZ4ZPMB,,[0.56603774]
A3503625JEYO1I,,[0.71875]
A363NKR14886XG,,[0.7125]
A36MQHIULG0E6C,,[0.5477707]
A36YITYE70JBQQ,,[0.575]
A37025YQUW9ACI,,[0.9875]
A376DD71XY793G,,[0.6625]
A376IFMV0UCZP2,,[0.53548387]
A397NXIY82FXXD,,[0.51612903]
A39K7LI5BVW4K8,,[0.6875]
A39MKVROUZ1UWR,,[0.7]
A39Y2UOHEAD0DT,,[0.6875]
A3A4IN69KE5N7P,,[0.6125]
A3ACSVUU6YI92U,,[0.73125]
A3APMO8WXVH1V0,,[0.675]
A3BZG57OMOXD4E,,[0.56603774]
A3C99LYQMQISUF,,[0.7]
A3CDWPBKYDDASL,,[0.50943396]
A3DR9RNUCUM0HF,,[0.74213836]
A3DUAHX5VT0ZMY,,[0.65625]
A3FH7YRKBEQ2LU,,[0.68125]
