sid,pre accu,post accu
A10FTGEV1WR18H,,[0.49375]
A1171IQSWQS0K8,,[0.50943396]
A19317A3X87NVM,,[0.48427673]
A1CQ0A0GDCNWQM,,[0.4625]
A1NUO93OHZREC3,,[0.52317881]
A1VFRCYMWGWWCZ,,[0.50657895]
A23A5GN4EU95BU,,[0.37086093]
A27KDTUI0H1KJV,,[0.50625]
A2AJA3UXBCKD9X,,[0.71518987]
A2B8JGCVGBDTL5,,[0.50314465]
A2CAMPAA7650H2,,[0.49685535]
A2GXLM74C7BDI8,,[0.52564103]
A2HJDLSU95MH8Q,,[0.4625]
A2OLSZ6DD9I239,,[0.51898734]
A2S6QOCFC3EAYH,,[0.43670886]
A2WQPFE3ZGE5N8,,[0.5375]
A2WSVHUR3V9TTJ,,[0.45625]
A2WZ71TT9AJPV,,[0.44585987]
A34CPKFZXBX1PO,,[0.5375]
A36YITYE70JBQQ,,[0.5625]
A376DD71XY793G,,[0.45]
A3CDWPBKYDDASL,,[0.49685535]
A3DUAHX5VT0ZMY,,[0.44375]
A3KKY9HXZRRAIV,,[0.48125]
A3MLNAZCS0Y2QP,,[0.4591195]
A3N62A1YVDMKS5,,[0.57718121]
A3NI2W5HH47HP6,,[0.50625]
A3O9J3V0K06IP2,,[0.45806452]
A3VPD34C23PQTQ,,[0.58389262]
A3XU8C72O6LCD,,[0.47133758]
A7G6TFAYTV2FC,,[0.4591195]
ADU7XJYUJLGNA,,[0.50955414]
AEUTD1DUJTF2I,,[0.54545455]
AH4KZU52G2WCN,,[0.4591195]
AKMQH2MGTUWO9,,[0.29559748]
AQ9CUPOYWCR7F,,[0.54375]
AV8GCOTWEB6MP,,[0.5483871]
AZT19Y8A0811M,,[0.52201258]
