,0,1,id,block
0,0.543529,0.45647106,S226,0
1,0.43732768,0.5626724,S226,0
2,0.73402506,0.26597497,S226,0
3,0.6235332,0.3764668,S226,0
4,0.6426537,0.3573463,S226,0
5,0.24130967,0.7586903,S226,0
6,0.4155391,0.5844609,S226,0
7,0.6420095,0.35799047,S226,0
8,0.5062158,0.4937842,S226,0
9,0.6814918,0.3185082,S226,0
10,0.5535405,0.44645947,S226,0
11,0.38639334,0.61360663,S226,0
12,0.4685886,0.53141135,S226,0
13,0.49328882,0.5067111,S226,0
14,0.4344364,0.56556356,S226,0
15,0.5563652,0.4436349,S226,0
16,0.2965715,0.70342845,S226,0
17,0.67568207,0.3243179,S226,0
18,0.80278957,0.19721052,S226,0
19,0.31765565,0.6823443,S226,0
20,0.48434627,0.5156538,S226,0
21,0.62034255,0.37965748,S226,0
22,0.3021272,0.69787276,S226,0
23,0.6061342,0.3938658,S226,0
24,0.81009686,0.18990315,S226,0
25,0.65905905,0.34094092,S226,0
26,0.41888756,0.58111244,S226,0
27,0.2568845,0.74311554,S226,0
28,0.7889722,0.21102776,S226,0
29,0.707715,0.29228503,S226,0
30,0.5885209,0.41147915,S226,0
31,0.4222199,0.5777801,S226,0
32,0.43019202,0.56980795,S226,0
33,0.1524811,0.84751886,S226,0
34,0.48466015,0.51533985,S226,0
35,0.83542436,0.16457559,S226,0
36,0.6654839,0.33451608,S226,0
37,0.287926,0.71207404,S226,0
38,0.6105789,0.3894211,S226,0
39,0.6086688,0.39133117,S226,0
40,0.47382927,0.5261708,S226,0
41,0.26115847,0.73884153,S226,0
42,0.45352066,0.54647934,S226,0
43,0.2807356,0.7192644,S226,0
44,0.5904991,0.40950087,S226,0
45,0.81447935,0.18552062,S226,0
46,0.56688476,0.43311515,S226,0
47,0.49198902,0.5080109,S226,0
48,0.16481869,0.8351813,S226,0
49,0.09499333,0.90500665,S226,0
50,0.15593049,0.84406954,S226,0
51,0.84108657,0.15891346,S226,0
52,0.9131865,0.0868135,S226,0
53,0.24219796,0.75780207,S226,0
54,0.80448115,0.19551884,S226,0
55,0.56913215,0.43086785,S226,0
56,0.39893666,0.60106343,S226,0
57,0.6665107,0.3334892,S226,0
58,0.679533,0.32046697,S226,0
59,0.34805557,0.6519444,S226,0
60,0.90050155,0.09949845,S226,0
61,0.7775321,0.2224679,S226,0
62,0.2564155,0.7435846,S226,0
63,0.9174705,0.08252946,S226,0
64,0.629585,0.37041497,S226,0
65,0.7703909,0.22960909,S226,0
66,0.7932052,0.2067948,S226,0
67,0.8470896,0.15291035,S226,0
68,0.74962115,0.25037882,S226,0
69,0.36635673,0.63364327,S226,0
70,0.5308282,0.46917182,S226,0
71,0.7386856,0.26131448,S226,0
72,0.22350265,0.77649736,S226,0
73,0.898418,0.101581976,S226,0
74,0.26041755,0.7395824,S226,0
75,0.54691076,0.4530892,S226,0
76,0.54120165,0.45879832,S226,0
77,0.33107403,0.668926,S226,0
78,0.7519214,0.2480786,S226,0
79,0.5551657,0.4448343,S226,0
80,0.33403635,0.6659636,S226,0
81,0.41706762,0.58293235,S226,0
82,0.68116343,0.3188366,S226,0
83,0.32338902,0.67661095,S226,0
84,0.4762218,0.5237782,S226,0
85,0.59590405,0.40409595,S226,0
86,0.548957,0.451043,S226,0
87,0.3797726,0.62022734,S226,0
88,0.36542237,0.6345777,S226,0
89,0.38362435,0.6163756,S226,0
90,0.21737045,0.78262955,S226,0
91,0.437914,0.56208605,S226,0
