id, varRNN, varRL
A10KUKZO8X00FX, -108.78173520122202, -106.10266893393454
A11LSO6D7BMY99, -126.93851940075524, -154.94720457936234
A12GURH9VA1DSL, -109.24098840237914, -110.2000624459549
A12SGLXX6B9DKR, -115.12594649504382, -222.3153207465069
A131ASOEYX40WQ, -73.23962601784704, -74.2647701205667
A13324WUZPFTSU, -112.09847462317381, -111.0372264648453
A13FTIHWW9GE8X, -114.38696110645914, -126.02908262596571
A13RB1XEBC42IB, -107.79996724495786, -107.67970356225908
A13WYZ8AXD6ODX, -110.86938665858683, -107.76697745795246
A142WDKXKIGZ2J, -110.33272222794251, -147.18159073098258
A15NB4T70DJF4A, -110.31006191031585, -110.28593369106109
A15YUDP435G6GR, -115.63525125018066, -109.37301523439982
A17UGPL6SP30TI, -110.20713381950769, -108.23630776099546
A18SI8WCQO5Y7G, -110.23746882990794, -120.92592452276325
A19AVIOBMJJFR, -119.45809287423907, -112.25325940980575
A19JWJ0ACBROIQ, -110.7773301071373, -111.1265160735442
A1A8MBDIAQT43U, -109.49733111122171, -140.49710952558922
A1AWCWWNKROZB4, -111.02447195323221, -109.78475693908007
A1AZGIX6JKKXLJ, -118.47399237962259, -111.60788038204558
A1B14CS9DW7008, -109.61779184176417, -192.37364008115756
A1B3GZ82DXB3FC, -113.48934667744838, -166.42785219926378
A1B58D405N5JMG, -107.52573551351264, -105.92702592070673
A1BHS3P43IEM0C, -109.34128177038168, -110.0735832189609
A1C6FKYJT2GANX, -108.95509800859443, -120.66263180839115
A1COS8FJCDM53I, -111.40834459254081, -111.03648871739851
A1CQ0A0GDCNWQM, -113.03012936110552, -145.25751346028508
A1CU00SW7F9TMB, -112.1725796919034, -110.32688874297791
A1CWIZ7489ITS9, -103.75157403977443, -106.99909087321507
A1DAMLBQ646F3K, -107.56801548416178, -110.25070518071851
A1DHGKBQOKC8CC, -107.89213993517639, -125.70507029097357
A1E6CS5JV5MNGI, -110.90876679447904, -121.3738549559887
A1FXGW5C0H4L3T, -114.14744195101326, -110.80463992802764
A1G1K9Y2EXBWCC, -110.61836067129568, -116.03369530240838
A1G331HUXOSJAM, -110.68850964252617, -110.91827338875872
A1G399CGVV8MYK, -110.97953095563292, -119.58109011674355
A1GZCLBFBKWFEZ, -110.79914179753429, -136.94671123811946
A1HPHTOU79BT9H, -72.83056997005836, -70.32535029016798
A1HYU54H5V004N, -111.68853633806, -200.1024787466586
A1HYX9RFPAO63W, -110.7576320469562, -110.57909940057661
A1IFIK8J49WBER, -111.77294170103416, -220.14764821537545
A1JSVBR3BE3FJP, -103.79286028770943, -104.84108800786056
A1JX9ROLDPIVTX, -119.19727550634057, -169.38376542901327
A1K21SF4UU9I89, -109.4727790815242, -107.92130334780983
A1K93WBH35CIAZ, -89.50776777015493, -89.48275996367491
A1KUHOL3DB3ON, -112.68868525002352, -111.03896873108147
A1MBOVL1252O51, -109.66379627212464, -110.78401643107725
A1MJ82C7YG7W89, -110.2199772967943, -116.76843303709568
A1MK9E61C7IV5Q, -114.05142983265597, -110.13322562829222
A1MLWVH0IE3HJ1, -109.52981946188757, -109.02885250376833
A1MOK8UVLG7FJK, -112.96157468965099, -174.91593248865385
A1MYJP0JHMTTHV, -102.48608193744927, -101.86602197701893
A1N1N35Z156GTY, -115.53654768448952, -111.16304931993014
A1NT5BBN005ZNJ, -110.87010830308465, -111.88014212039405
A1Q2Y5NFN4VVGT, -113.8932911538277, -112.67224802845382
A1QA71PIMNZWYD, -109.38655041645825, -110.16566267796082
A1QECZB49T1H3K, -109.94204828079813, -107.96675237250972
A1QVRDWVOPLMTS, -110.96825978886865, -109.49365057223758
A1RZQMVQ8FSNOS, -113.1412575775321, -109.64793609243387
A1S8AGMAWK2SZN, -111.5938350992985, -110.48501281720947
A1SX3P1H4IWKFQ, -100.37637042113572, -100.79249111890316
A1TKDVMKM4VWQ8, -112.92219823723937, -110.3252897890407
A1TSST60BO5K52, -92.10464279029193, -90.06040986611124
A1U69QDM8UIXZ5, -115.10492835451366, -166.9012092810209
A1UJ2M1AKWMNLC, -112.0464003318875, -110.64398727016713
A1ULX8TTW7ZFV7, -108.53898480358527, -109.79283822404781
A1UY31PXAQRQ5G, -110.89916173970431, -111.06989456001942
A1VCX33RL5OFNY, -109.34171241074839, -108.34537794946688
A1VHYLBRF21ZFB, -108.85913319746432, -106.37090515698979
A1W1QA5KGVZBLC, -111.15179809848604, -144.85854133355798
A1WBUS5PV9PAGR, -126.84424602078957, -109.00066028552985
A1XWKA72Z23TGA, -120.68084180602715, -110.35852952970497
A1YGJPSS0T3O6J, -128.33532444557264, -110.74620556637568
A1YK7OG66BQXVX, -95.90884531907585, -93.27158236095394
A1YQ54ZCCS1G1C, -114.29693891135882, -142.25602032687735
A1ZTWWYWQWT7NJ, -111.5236617177096, -110.83567796643025
A201524B1GJWBO, -105.32651639758572, -103.20581581130605
A20VSS4MA17WZ6, -118.66395603530863, -140.64766165511824
A2259HGMTESQVX, -111.59047160654333, -140.83412158154144
