id, varRNN, varRL
A002160837SWJFPIAI7L7, -123.90028789119236, -195.21292281437925
A10ZJQC7W1QHIO, -103.97421525117224, -171.53180890367744
A13324WUZPFTSU, -108.52474616418097, -111.0372264648453
A1342JQPZWA0IZ, -130.1840050075576, -137.06291533603374
A13I77DAQDOP0O, -101.69451054612544, -172.34763121933227
A156I0UDVISMNE, -108.16386078628236, -173.24303229725945
A157EF77UKOOXO, -97.77623372297757, -118.1408385820832
A159IA6F6H52HQ, -102.02525337666947, -107.73590771312104
A15J42M6EC7Y1K, -103.22765884737434, -168.70228974782736
A171WYHYRYMYQZ, -97.05749385015119, -150.28794242193086
A18QKM5Z69TLS, -105.83526968089363, -137.98053261690325
A19WXHQSBB6P6O, -115.02724043726606, -116.93298983111171
A1A8MBDIAQT43U, -102.24144254435815, -140.49710952558922
A1AINTCOQ7NXLX, -118.3308938389, -253.62797551937422
A1AZLJ3R5FQ9B7, -106.65364803888987, -113.36531160032372
A1B4PKGXKL7UOH, -83.8860163875771, -105.97410857356152
A1B7GQTH9YG04X, -110.20171447708746, -186.30664993952195
A1BG47GSHQ9WSU, -111.81485740126945, -274.9672881597294
A1BQRDDC1NZCST, -117.7107513935138, -229.54211249681515
A1CDDS7NQPDMTO, -112.53822443396298, -119.93579158274156
A1CIEZNXXDSO6V, -111.52871193814168, -215.3688294386896
A1COS8FJCDM53I, -97.02669994420265, -111.03648871739851
A1G9571XKHWHG3, -117.14182447577706, -110.95742486065141
A1GSEK9J872N9R, -95.7890724741406, -141.92546405018953
A1HFPDHBLO6KZW, -104.93146354345168, -113.29171679991224
A1HJV1Z4FCM0N6, -102.93887574534138, -110.7197687447843
A1HP506HGINWSV, -122.6225031441901, -177.6591057059684
A1I90G6VKLPULO, -96.48934330486463, -110.69598880985382
A1IN6VRNJ1GRRB, -115.9900816621431, -185.93881911392918
A1JM5XNB4NCZR6, -102.87967649556327, -188.2929250502279
A1K21SF4UU9I89, -106.4386503113567, -107.92130334780983
A1KIL2V6SMJBGX, -105.55173179728502, -125.18893485887808
A1KUHOL3DB3ON, -115.39206803582925, -111.03896873108147
A1L69N4ECWU93U, -104.12480749026977, -221.8159682295723
A1L7B0F8PVW1D0, -107.14221680561243, -112.83233114798298
A1LCCAV2FSJTR0, -104.74430070994315, -110.02043495363122
A1LQOCAT553X7G, -104.65826860041892, -208.01600962418385
A1MJVTR0PCKBWW, -97.24007006358634, -111.7690959231122
A1OLW2WXCHKX37, -101.40603328453477, -116.98264646822538
A1OZ1S22HC1MAC, -97.73749099247621, -110.72615149093527
A1PDF57SAMGMF0, -97.98332602993445, -110.84641191659279
A1PMK4HE9UYJ1J, -102.52887284466432, -120.83762594599067
A1PQTHY6IUEFFF, -118.45920605842758, -115.6276014740066
A1QAWECOJYKVO4, -103.11485625980711, -111.03757701501901
A1QZKSYF6GG1LK, -99.37808379866046, -161.06478506075234
A1RS4KNXAF23WF, -103.60468049244916, -143.049730412464
A1T0S48O0CMXBC, -107.12688545544096, -116.33092475537943
A1T429RLLFTG35, -128.83239577313364, -142.2250622195507
A1T4HSFG9NPJ23, -107.97924035694749, -132.21167217283485
A1UGB52LY7DEGO, -129.40478468893383, -110.66970892480593
A1UKZRDH1T231M, -96.8516900490116, -175.71599437651255
