sid,pre accu,post accu
A10KUKZO8X00FX,,[0.42857143]
A11LSO6D7BMY99,,[0.6918239]
A12GURH9VA1DSL,,[0.55974843]
A12SGLXX6B9DKR,,[0.65625]
A131ASOEYX40WQ,,[0.53773585]
A13324WUZPFTSU,,[0.49056604]
A13FTIHWW9GE8X,,[0.79874214]
A13RB1XEBC42IB,,[0.47741935]
A13WYZ8AXD6ODX,,[0.91194969]
A142WDKXKIGZ2J,,[0.52830189]
A15NB4T70DJF4A,,[0.50943396]
A15YUDP435G6GR,,[0.55414013]
A17UGPL6SP30TI,,[0.57692308]
A18SI8WCQO5Y7G,,[0.61006289]
A19AVIOBMJJFR,,[0.4625]
A19JWJ0ACBROIQ,,[0.46875]
A1A8MBDIAQT43U,,[0.55696203]
A1AWCWWNKROZB4,,[0.46202532]
A1AZGIX6JKKXLJ,,[0.5125]
A1B14CS9DW7008,,[0.59493671]
A1B3GZ82DXB3FC,,[0.60509554]
A1B58D405N5JMG,,[0.52941176]
A1BHS3P43IEM0C,,[0.42405063]
A1C6FKYJT2GANX,,[0.48125]
A1COS8FJCDM53I,,[0.55063291]
A1CQ0A0GDCNWQM,,[0.525]
A1CU00SW7F9TMB,,[0.6163522]
A1CWIZ7489ITS9,,[0.66]
A1DAMLBQ646F3K,,[0.50943396]
A1DHGKBQOKC8CC,,[0.61006289]
A1E6CS5JV5MNGI,,[0.5]
A1FXGW5C0H4L3T,,[0.49375]
A1G1K9Y2EXBWCC,,[0.65189873]
A1G331HUXOSJAM,,[0.64150943]
A1G399CGVV8MYK,,[0.52201258]
A1GZCLBFBKWFEZ,,[0.58125]
A1HPHTOU79BT9H,,[0.48514851]
A1HYU54H5V004N,,[0.6375]
A1HYX9RFPAO63W,,[0.53125]
A1IFIK8J49WBER,,[0.5875]
A1JSVBR3BE3FJP,,[0.46405229]
A1JX9ROLDPIVTX,,[0.5875]
A1K21SF4UU9I89,,[0.57142857]
A1K93WBH35CIAZ,,[0.58914729]
A1KUHOL3DB3ON,,[0.46875]
A1MBOVL1252O51,,[0.475]
A1MJ82C7YG7W89,,[0.56603774]
A1MK9E61C7IV5Q,,[0.39622642]
A1MLWVH0IE3HJ1,,[0.58598726]
A1MOK8UVLG7FJK,,[0.69375]
A1MYJP0JHMTTHV,,[0.55102041]
A1N1N35Z156GTY,,[0.575]
A1NT5BBN005ZNJ,,[0.55696203]
A1Q2Y5NFN4VVGT,,[0.725]
A1QA71PIMNZWYD,,[0.39490446]
A1QECZB49T1H3K,,[0.63291139]
A1QVRDWVOPLMTS,,[0.59493671]
A1RZQMVQ8FSNOS,,[0.61006289]
A1S8AGMAWK2SZN,,[0.53125]
A1SX3P1H4IWKFQ,,[0.8137931]
A1TKDVMKM4VWQ8,,[0.59119497]
A1TSST60BO5K52,,[0.45384615]
A1U69QDM8UIXZ5,,[0.65]
A1UJ2M1AKWMNLC,,[0.62658228]
A1ULX8TTW7ZFV7,,[0.5]
A1UY31PXAQRQ5G,,[0.53125]
A1VCX33RL5OFNY,,[0.75159236]
A1VHYLBRF21ZFB,,[0.55921053]
A1W1QA5KGVZBLC,,[0.55]
A1WBUS5PV9PAGR,,[0.46496815]
A1XWKA72Z23TGA,,[0.51572327]
A1YGJPSS0T3O6J,,[0.49375]
A1YK7OG66BQXVX,,[0.52985075]
A1YQ54ZCCS1G1C,,[0.54375]
A1ZTWWYWQWT7NJ,,[0.5]
A201524B1GJWBO,,[0.51006711]
A20VSS4MA17WZ6,,[0.6]
A2259HGMTESQVX,,[0.55625]
A237TMG0AIG9PX,,[0.49056604]
A24KZEEOBETVFU,,[0.7125]
A24Y2BHD6TDX4Z,,[0.48125]
A2509PSPWX47EP,,[0.675]
A2545UHAWSKDVH,,[0.44827586]
A25EK5Q3R4ZHE8,,[0.51875]
A25Q1B6EXDAIO4,,[0.86538462]
A261ZPN1DBO1GT,,[0.58064516]
A26U302WESU9UH,,[0.52531646]
A27EAZSYEVYSLO,,[0.50955414]
A27KDTUI0H1KJV,,[0.53125]
A27PP69MUCWV0J,,[0.48734177]
A27VDYB5VONES2,,[0.57232704]
A28JXDDPMW8IK0,,[0.54375]
A2916ZYJKILPU9,,[0.546875]
A29PKMLH38N148,,[0.78]
A2AE610UE18R8G,,[0.6163522]
A2AJA3UXBCKD9X,,[0.61392405]
A2ATG240M7SGN7,,[0.5625]
A2B3Z92VTSGCD4,,[0.50314465]
A2C3NX6FY216V5,,[0.54362416]
A2C9NR5DY668JU,,[0.46794872]
A2CVQU44JRXCKU,,[0.72955975]
A2DZV5E6PH5NC4,,[0.65]
A2FN1RVZKLEV0U,,[0.60759494]
A2FOZBO97WR4RY,,[0.56687898]
A2FS1WANWKDNDR,,[0.56687898]
A2GCBL4AZI88Y4,,[0.50943396]
A2GXLM74C7BDI8,,[0.58333333]
A2HRAAY4QRTM7S,,[0.5]
A2IAI2N9IKLCTT,,[0.66037736]
A2IUAIVTQ1DSCR,,[0.55]
A2IW4MN2YG5EUQ,,[0.5625]
A2JBI6GEDB1856,,[0.68553459]
A2JZ7JQ4JN1YMJ,,[0.59493671]
A2K6Z7C7Z6VTBF,,[0.54330709]
A2KQFLUT7652DA,,[0.5375]
A2LOLCBOJZ80DD,,[0.61184211]
A2MYP4G1RB2X2P,,[0.66451613]
A2N1WFVUYXM1F8,,[0.6375]
A2NCWQFEB8XW22,,[0.6918239]
A2OPVCG9M8CER1,,[0.57232704]
A2P7KN8RWT4MHY,,[0.59868421]
A2PE83MK76CRMI,,[0.5125]
A2QAJ9ZTN8YY89,,[0.58125]
A2QCJ7Y5ONXD91,,[0.90506329]
A2QPMJ4GADLUW2,,[0.53459119]
A2R1YTFK72WMET,,[0.52597403]
A2REKFNIBY9O9K,,[0.45]
A2RG00DYDHIS6Q,,[0.94936709]
A2SAIKFIAV81P5,,[0.5443038]
A2SIHWBR1S6TGF,,[0.5443038]
A2SNAXBDSA5P06,,[0.54487179]
A2TXUNEHPTW3Z3,,[0.55]
A2TZAKMALWU021,,[0.51875]
A2TZAXWOB3JMNV,,[0.64102564]
A2V2PDSCDL2E8N,,[0.76875]
A2V7UNVBF8SQAK,,[0.8875]
A2VN59CZEQ7P0R,,[0.66037736]
A2VSUCEXMNSUF5,,[0.76433121]
A2W02ACKYETLOA,,[0.4125]
A2WBQOFHROA9OS,,[0.525]
A2XNMAZ318NXYC,,[0.54375]
A2XWXL9TSRRALZ,,[0.5125]
A2XYIKRQ0RWBJQ,,[0.51592357]
A2Y9O62M75TPM6,,[0.73248408]
A2YNLDUCO22THM,,[0.49375]
A2YO1U4FV1N5MN,,[0.55625]
A2YUEEOJT5NQXV,,[0.675]
A30J4IZCMCR31F,,[0.49681529]
A30SW74YXUN4UK,,[0.53164557]
A313HIIUB9GB9T,,[0.59748428]
A31F4C4IVX5PFT,,[0.65333333]
A31IIDT1S31E25,,[0.54716981]
A31PQA4EYWSQI4,,[0.59868421]
A32156CGIMNLBM,,[0.5]
A322SGIJC9EPN9,,[0.67295597]
A33UTM8NL7S0D6,,[0.52980132]
A345TDMHP3DQ3G,,[0.5875]
A34CPKFZXBX1PO,,[0.50625]
A34SIGOLUGKIHJ,,[0.6125]
A34XR21XZ4ZPMB,,[0.40880503]
A3503625JEYO1I,,[0.7375]
A36MQHIULG0E6C,,[0.5477707]
A36RRKY24M6NL8,,[0.51592357]
A36YITYE70JBQQ,,[0.5875]
A37025YQUW9ACI,,[0.8875]
A376IFMV0UCZP2,,[0.50322581]
A38RC4GG8KLJI7,,[0.60126582]
A397NXIY82FXXD,,[0.76774194]
A399A8PB6ITVAG,,[0.4875]
A39Y2UOHEAD0DT,,[0.675]
A3AWZ91R5O1U08,,[0.57232704]
A3BJUCREI3NF2N,,[0.80625]
A3BK3FRTQDW1S,,[0.64150943]
A3BLT959N9AEEK,,[0.5375]
A3BZG57OMOXD4E,,[0.5408805]
A3CMN3K5YO642M,,[0.60958904]
A3DR9RNUCUM0HF,,[0.59119497]
A3E65HYKUDT1D5,,[0.51923077]
A3EGL1YQL1KIQO,,[0.58490566]
A3GEXZD5FXGMHD,,[0.59872611]
A3I4Q8EW2ZLXSU,,[0.76875]
A3IIA92PUAI331,,[0.6125]
A3IOPUZ29U29SA,,[0.46835443]
A3J2DV36CJYSXQ,,[0.625]
A3K1PM4DQVQ5PY,,[0.64238411]
A3KJHBYLVDBQVF,,[0.53548387]
A3KKY9HXZRRAIV,,[0.59375]
A3L1E2BDYZGGY5,,[0.57419355]
A3L2CJTA12YOHG,,[0.58125]
A3L8LSM7V7KX3T,,[0.64375]
A3LC8JT9NKNKN,,[0.6]
A3LO0YSRBT616U,,[0.575]
A3MA5BJ4I2JAO2,,[0.59748428]
A3N5RLYH05PY8L,,[0.5625]
A3N62A1YVDMKS5,,[0.60402685]
A3NAEEY1J3T56D,,[0.58598726]
A3NQXTG2PLSHSV,,[0.71069182]
A3O9J3V0K06IP2,,[0.58064516]
A3ON3DL1CKGN4E,,[0.5375]
A3PWRZ67TPKZPU,,[0.5625]
A3R4ZSD6YI7B7P,,[0.5625]
A3R818WN41K12K,,[0.61006289]
A3R96PU1Q81J82,,[0.66875]
A3REGSAW2MEXUE,,[0.54716981]
A3RQ6SG91VBOF8,,[0.61006289]
A3RZAUNCBSSMK4,,[0.70779221]
A3S51CYI47OM6K,,[0.73584906]
A3S5XPHDMQ2ESR,,[0.53424658]
A3STW7EL76T5YN,,[0.57961783]
A3UG24UP4WQP39,,[0.5375]
A3UYF2OT5REMG0,,[0.59235669]
A3V5O8N34LPUSG,,[0.55]
A3VPD34C23PQTQ,,[0.59731544]
A40AORVZ0PLJH,,[0.4591195]
A47UGZ5QR0VV9,,[0.65263158]
A5L8F0YF1OVY8,,[0.54716981]
A5LBQCECTTYXZ,,[0.63291139]
A5NRU6MXE2ZCC,,[0.87012987]
A5VBXI0L63405,,[0.48427673]
A5ZZAWZSH0AMK,,[0.55696203]
A7O6BHXX3BW97,,[0.5125]
A8EPYZKX470Z2,,[0.5125]
A8JKAE3S49ZB,,[0.58598726]
A9EQ4FWCUQVBL,,[0.60377358]
A9XRCLB9YQA31,,[0.96178344]
AA1Y56MOQY6X3,,[0.68152866]
AA3ARQT2KLA04,,[0.61875]
AAADOFXQJAVKR,,[0.58666667]
AALXX2P1V0A41,,[0.57232704]
AAP4Q6KBJ2NRO,,[0.6]
AAVXVUCG3TY5E,,[0.59493671]
AB9UVOKF0TQXB,,[0.55]
AB9V7IERF6S1C,,[0.525]
ACBNJC661QT03,,[0.76100629]
ACFWFOAQOBBQQ,,[0.63291139]
AD1ILDUXZHASF,,[0.59183673]
AEE6B6DGU8VBV,,[0.63522013]
AET7NEH3VZ0V9,,[0.63291139]
AEUTD1DUJTF2I,,[0.61688312]
AFE1GH96UN330,,[0.95597484]
AG6WJCYSHYMB6,,[0.66875]
AGAWW1UZMH5I4,,[0.5125]
AGHI2V890A0OH,,[0.525]
AGPRRX9GD0XJ4,,[0.63125]
AH4KZU52G2WCN,,[0.57232704]
AHEV3HZNQPO5S,,[0.66666667]
AHIEURVG73I4V,,[0.5625]
AI0K2LZWV73MB,,[0.54375]
AJE5OG666CBAC,,[0.58598726]
AKLP966YN2LVC,,[0.5620438]
AKMQH2MGTUWO9,,[0.57861635]
AKQAI78JTXXC9,,[0.6625]
AL9EM0WI8GA3P,,[0.56875]
ANO8YBLKJIO1E,,[0.67549669]
AO70JEL57377O,,[0.53164557]
AODANWH0HK3JK,,[0.71698113]
AOVK9GXJRHMGB,,[0.47096774]
APHLO6ZGGX63T,,[0.625]
APMSH8PF908NC,,[0.55063291]
AQGAWYR5DBRCP,,[0.70625]
AQK19RNVF9VCT,,[0.51572327]
AQM8U9T3H4P68,,[0.71523179]
AR2PFPOD88K62,,[0.47798742]
ARDYDFF4T0YYT,,[0.92907801]
AS70QWROQLXKE,,[0.57792208]
ASC6X59B0MBBD,,[0.49044586]
AU9LQW279ZBNK,,[0.61875]
AUFMG49X8NO0N,,[0.4875]
AUS42DYFLEAXL,,[0.60625]
AV8GCOTWEB6MP,,[0.56774194]
AVASQBFN6J692,,[0.5443038]
AWCUB17Q5I2E0,,[0.49342105]
AWN8RYDU3FO9E,,[0.51898734]
AWTY1W5ZF8DSA,,[0.60377358]
AWYJAKECMVVUX,,[0.59493671]
AX1U5YVHOTUEG,,[0.53205128]
AZ9VGP5R8E9QB,,[0.425]
AZHXFE6BIUJNV,,[0.52229299]
