sid,post accu,
A10KUKZO8X00FX,[0.47402597],0.47402597
A11LSO6D7BMY99,[0.69811321],0.69811321
A12GURH9VA1DSL,[0.56603774],0.56603774
A12SGLXX6B9DKR,[0.675],0.675
A131ASOEYX40WQ,[0.53773585],0.53773585
A13324WUZPFTSU,[0.50943396],0.50943396
A13FTIHWW9GE8X,[0.81761006],0.81761006
A13RB1XEBC42IB,[0.47741935],0.47741935
A13WYZ8AXD6ODX,[0.87421384],0.87421384
A142WDKXKIGZ2J,[0.51572327],0.51572327
A15NB4T70DJF4A,[0.54716981],0.54716981
A15YUDP435G6GR,[0.64968153],0.64968153
A17UGPL6SP30TI,[0.57051282],0.57051282
A18SI8WCQO5Y7G,[0.57232704],0.57232704
A19AVIOBMJJFR,[0.45625],0.45625
A19JWJ0ACBROIQ,[0.45],0.45
A1A8MBDIAQT43U,[0.57594937],0.57594937
A1AWCWWNKROZB4,[0.53797468],0.53797468
A1AZGIX6JKKXLJ,[0.5875],0.5875
A1B14CS9DW7008,[0.62025316],0.62025316
A1B3GZ82DXB3FC,[0.59872611],0.59872611
A1B58D405N5JMG,[0.53594771],0.53594771
A1BHS3P43IEM0C,[0.40506329],0.40506329
A1C6FKYJT2GANX,[0.50625],0.50625
A1COS8FJCDM53I,[0.63924051],0.63924051
A1CQ0A0GDCNWQM,[0.51875],0.51875
A1CU00SW7F9TMB,[0.63522013],0.63522013
A1CWIZ7489ITS9,[0.66666667],0.66666667
A1DAMLBQ646F3K,[0.53459119],0.53459119
A1DHGKBQOKC8CC,[0.65408805],0.65408805
A1E6CS5JV5MNGI,[0.4875],0.4875
A1FXGW5C0H4L3T,[0.53125],0.53125
A1G1K9Y2EXBWCC,[0.63291139],0.63291139
A1G331HUXOSJAM,[0.64779874],0.64779874
A1G399CGVV8MYK,[0.53459119],0.53459119
A1GZCLBFBKWFEZ,[0.5875],0.5875
A1HPHTOU79BT9H,[0.47524752],0.47524752
A1HYU54H5V004N,[0.64375],0.64375
A1HYX9RFPAO63W,[0.56875],0.56875
A1IFIK8J49WBER,[0.5875],0.5875
A1JSVBR3BE3FJP,[0.52287582],0.52287582
A1JX9ROLDPIVTX,[0.55625],0.55625
A1K21SF4UU9I89,[0.57142857],0.57142857
A1K93WBH35CIAZ,[0.64341085],0.64341085
A1KUHOL3DB3ON,[0.55],0.55
A1MBOVL1252O51,[0.48125],0.48125
A1MJ82C7YG7W89,[0.53459119],0.53459119
A1MK9E61C7IV5Q,[0.44025157],0.44025157
A1MLWVH0IE3HJ1,[0.60509554],0.60509554
A1MOK8UVLG7FJK,[0.725],0.725
A1MYJP0JHMTTHV,[0.50340136],0.50340136
A1N1N35Z156GTY,[0.59375],0.59375
A1NT5BBN005ZNJ,[0.53164557],0.53164557
A1Q2Y5NFN4VVGT,[0.75625],0.75625
A1QA71PIMNZWYD,[0.43312102],0.43312102
A1QECZB49T1H3K,[0.62658228],0.62658228
A1QVRDWVOPLMTS,[0.59493671],0.59493671
A1RZQMVQ8FSNOS,[0.62893082],0.62893082
A1S8AGMAWK2SZN,[0.51875],0.51875
A1SX3P1H4IWKFQ,[0.8],0.8
A1TKDVMKM4VWQ8,[0.60377358],0.60377358
A1TSST60BO5K52,[0.53076923],0.53076923
A1U69QDM8UIXZ5,[0.6625],0.6625
A1UJ2M1AKWMNLC,[0.60759494],0.60759494
A1ULX8TTW7ZFV7,[0.50625],0.50625
A1UY31PXAQRQ5G,[0.53125],0.53125
A1VCX33RL5OFNY,[0.76433121],0.76433121
A1VHYLBRF21ZFB,[0.65131579],0.65131579
A1W1QA5KGVZBLC,[0.56875],0.56875
A1WBUS5PV9PAGR,[0.5477707],0.5477707
A1XWKA72Z23TGA,[0.52201258],0.52201258
A1YGJPSS0T3O6J,[0.5125],0.5125
A1YK7OG66BQXVX,[0.56716418],0.56716418
A1YQ54ZCCS1G1C,[0.5625],0.5625
A1ZTWWYWQWT7NJ,[0.50625],0.50625
A201524B1GJWBO,[0.4966443],0.4966443
A20VSS4MA17WZ6,[0.6],0.6
A2259HGMTESQVX,[0.5625],0.5625
A237TMG0AIG9PX,[0.47798742],0.47798742
A24KZEEOBETVFU,[0.7125],0.7125
A24Y2BHD6TDX4Z,[0.4875],0.4875
A2509PSPWX47EP,[0.64375],0.64375
A2545UHAWSKDVH,[0.45517241],0.45517241
A25EK5Q3R4ZHE8,[0.475],0.475
A25Q1B6EXDAIO4,[0.83974359],0.83974359
A261ZPN1DBO1GT,[0.5483871],0.5483871
A26U302WESU9UH,[0.55696203],0.55696203
A27EAZSYEVYSLO,[0.5477707],0.5477707
A27KDTUI0H1KJV,[0.525],0.525
A27PP69MUCWV0J,[0.51898734],0.51898734
A27VDYB5VONES2,[0.57861635],0.57861635
A28JXDDPMW8IK0,[0.49375],0.49375
A2916ZYJKILPU9,[0.515625],0.515625
A29PKMLH38N148,[0.8],0.8
A2AE610UE18R8G,[0.63522013],0.63522013
A2AJA3UXBCKD9X,[0.70886076],0.70886076
A2ATG240M7SGN7,[0.55625],0.55625
A2B3Z92VTSGCD4,[0.48427673],0.48427673
A2C3NX6FY216V5,[0.54362416],0.54362416
A2C9NR5DY668JU,[0.47435897],0.47435897
A2CVQU44JRXCKU,[0.76100629],0.76100629
A2DZV5E6PH5NC4,[0.61875],0.61875
A2FN1RVZKLEV0U,[0.63291139],0.63291139
A2FOZBO97WR4RY,[0.56687898],0.56687898
A2FS1WANWKDNDR,[0.59872611],0.59872611
A2GCBL4AZI88Y4,[0.50314465],0.50314465
A2GXLM74C7BDI8,[0.58974359],0.58974359
A2HRAAY4QRTM7S,[0.575],0.575
A2IAI2N9IKLCTT,[0.66037736],0.66037736
A2IUAIVTQ1DSCR,[0.5625],0.5625
A2IW4MN2YG5EUQ,[0.59375],0.59375
A2JBI6GEDB1856,[0.72327044],0.72327044
A2JZ7JQ4JN1YMJ,[0.67721519],0.67721519
A2K6Z7C7Z6VTBF,[0.79527559],0.79527559
A2KQFLUT7652DA,[0.54375],0.54375
A2LOLCBOJZ80DD,[0.59868421],0.59868421
A2MYP4G1RB2X2P,[0.66451613],0.66451613
A2N1WFVUYXM1F8,[0.59375],0.59375
A2NCWQFEB8XW22,[0.68553459],0.68553459
A2OPVCG9M8CER1,[0.56603774],0.56603774
A2P7KN8RWT4MHY,[0.60526316],0.60526316
A2PE83MK76CRMI,[0.50625],0.50625
A2QAJ9ZTN8YY89,[0.59375],0.59375
A2QCJ7Y5ONXD91,[0.93037975],0.93037975
A2QPMJ4GADLUW2,[0.57232704],0.57232704
A2R1YTFK72WMET,[0.50649351],0.50649351
A2REKFNIBY9O9K,[0.6],0.6
A2RG00DYDHIS6Q,[0.93037975],0.93037975
A2SAIKFIAV81P5,[0.56329114],0.56329114
A2SIHWBR1S6TGF,[0.55696203],0.55696203
A2SNAXBDSA5P06,[0.54487179],0.54487179
A2TXUNEHPTW3Z3,[0.5875],0.5875
A2TZAKMALWU021,[0.53125],0.53125
A2TZAXWOB3JMNV,[0.62820513],0.62820513
A2V2PDSCDL2E8N,[0.8],0.8
A2V7UNVBF8SQAK,[0.9875],0.9875
A2VN59CZEQ7P0R,[0.64779874],0.64779874
A2VSUCEXMNSUF5,[0.76433121],0.76433121
A2W02ACKYETLOA,[0.425],0.425
A2WBQOFHROA9OS,[0.5375],0.5375
A2XNMAZ318NXYC,[0.53125],0.53125
A2XWXL9TSRRALZ,[0.5],0.5
A2XYIKRQ0RWBJQ,[0.56050955],0.56050955
A2Y9O62M75TPM6,[0.72611465],0.72611465
A2YNLDUCO22THM,[0.5375],0.5375
A2YO1U4FV1N5MN,[0.55625],0.55625
A2YUEEOJT5NQXV,[0.65625],0.65625
A30J4IZCMCR31F,[0.55414013],0.55414013
A30SW74YXUN4UK,[0.52531646],0.52531646
A313HIIUB9GB9T,[0.59119497],0.59119497
A31F4C4IVX5PFT,[0.65333333],0.65333333
A31IIDT1S31E25,[0.56603774],0.56603774
A31PQA4EYWSQI4,[0.55263158],0.55263158
A32156CGIMNLBM,[0.65],0.65
A322SGIJC9EPN9,[0.66666667],0.66666667
A33UTM8NL7S0D6,[0.53642384],0.53642384
A345TDMHP3DQ3G,[0.65625],0.65625
A34CPKFZXBX1PO,[0.5],0.5
A34SIGOLUGKIHJ,[0.63125],0.63125
A34XR21XZ4ZPMB,[0.47169811],0.47169811
A3503625JEYO1I,[0.7375],0.7375
A36MQHIULG0E6C,[0.59235669],0.59235669
A36RRKY24M6NL8,[0.49681529],0.49681529
A36YITYE70JBQQ,[0.625],0.625
A37025YQUW9ACI,[0.9875],0.9875
A376IFMV0UCZP2,[0.49677419],0.49677419
A38RC4GG8KLJI7,[0.55696203],0.55696203
A397NXIY82FXXD,[0.77419355],0.77419355
A399A8PB6ITVAG,[0.50625],0.50625
A39Y2UOHEAD0DT,[0.68125],0.68125
A3AWZ91R5O1U08,[0.53459119],0.53459119
A3BJUCREI3NF2N,[0.89375],0.89375
A3BK3FRTQDW1S,[0.66037736],0.66037736
A3BLT959N9AEEK,[0.53125],0.53125
A3BZG57OMOXD4E,[0.54716981],0.54716981
A3CMN3K5YO642M,[0.58219178],0.58219178
A3DR9RNUCUM0HF,[0.64150943],0.64150943
A3E65HYKUDT1D5,[0.52564103],0.52564103
A3EGL1YQL1KIQO,[0.55974843],0.55974843
A3GEXZD5FXGMHD,[0.63694268],0.63694268
A3I4Q8EW2ZLXSU,[0.7375],0.7375
A3IIA92PUAI331,[0.625],0.625
A3IOPUZ29U29SA,[0.50632911],0.50632911
A3J2DV36CJYSXQ,[0.73125],0.73125
A3K1PM4DQVQ5PY,[0.60927152],0.60927152
A3KJHBYLVDBQVF,[0.52903226],0.52903226
A3KKY9HXZRRAIV,[0.575],0.575
A3L1E2BDYZGGY5,[0.55483871],0.55483871
A3L2CJTA12YOHG,[0.55625],0.55625
A3L8LSM7V7KX3T,[0.66875],0.66875
A3LC8JT9NKNKN,[0.6],0.6
A3LO0YSRBT616U,[0.53125],0.53125
A3MA5BJ4I2JAO2,[0.6163522],0.6163522
A3N5RLYH05PY8L,[0.5875],0.5875
A3N62A1YVDMKS5,[0.65100671],0.65100671
A3NAEEY1J3T56D,[0.57324841],0.57324841
A3NQXTG2PLSHSV,[0.71698113],0.71698113
A3O9J3V0K06IP2,[0.58064516],0.58064516
A3ON3DL1CKGN4E,[0.58125],0.58125
A3PWRZ67TPKZPU,[0.54375],0.54375
A3R4ZSD6YI7B7P,[0.60625],0.60625
A3R818WN41K12K,[0.62264151],0.62264151
A3R96PU1Q81J82,[0.65],0.65
A3REGSAW2MEXUE,[0.5408805],0.5408805
A3RQ6SG91VBOF8,[0.6163522],0.6163522
A3RZAUNCBSSMK4,[0.68831169],0.68831169
A3S51CYI47OM6K,[0.75471698],0.75471698
A3S5XPHDMQ2ESR,[0.56164384],0.56164384
A3STW7EL76T5YN,[0.56687898],0.56687898
A3UG24UP4WQP39,[0.575],0.575
A3UYF2OT5REMG0,[0.59872611],0.59872611
A3V5O8N34LPUSG,[0.55],0.55
A3VPD34C23PQTQ,[0.59060403],0.59060403
A40AORVZ0PLJH,[0.4591195],0.4591195
A47UGZ5QR0VV9,[0.61052632],0.61052632
A5L8F0YF1OVY8,[0.55345912],0.55345912
A5LBQCECTTYXZ,[0.60126582],0.60126582
A5NRU6MXE2ZCC,[0.88311688],0.88311688
A5VBXI0L63405,[0.49056604],0.49056604
A5ZZAWZSH0AMK,[0.60759494],0.60759494
A7O6BHXX3BW97,[0.51875],0.51875
A8EPYZKX470Z2,[0.5125],0.5125
A8JKAE3S49ZB,[0.56050955],0.56050955
A9EQ4FWCUQVBL,[0.61006289],0.61006289
A9XRCLB9YQA31,[0.96815287],0.96815287
AA1Y56MOQY6X3,[0.65605096],0.65605096
AA3ARQT2KLA04,[0.65],0.65
AAADOFXQJAVKR,[0.60666667],0.60666667
AALXX2P1V0A41,[0.6163522],0.6163522
AAP4Q6KBJ2NRO,[0.575],0.575
AAVXVUCG3TY5E,[0.62658228],0.62658228
AB9UVOKF0TQXB,[0.6125],0.6125
AB9V7IERF6S1C,[0.5875],0.5875
ACBNJC661QT03,[0.72955975],0.72955975
ACFWFOAQOBBQQ,[0.65822785],0.65822785
AD1ILDUXZHASF,[0.61904762],0.61904762
AEE6B6DGU8VBV,[0.67295597],0.67295597
AET7NEH3VZ0V9,[0.65822785],0.65822785
AEUTD1DUJTF2I,[0.65584416],0.65584416
AFE1GH96UN330,[0.95597484],0.95597484
AG6WJCYSHYMB6,[0.7125],0.7125
AGAWW1UZMH5I4,[0.525],0.525
AGHI2V890A0OH,[0.50625],0.50625
AGPRRX9GD0XJ4,[0.60625],0.60625
AH4KZU52G2WCN,[0.57861635],0.57861635
AHEV3HZNQPO5S,[0.64150943],0.64150943
AHIEURVG73I4V,[0.55625],0.55625
AI0K2LZWV73MB,[0.56875],0.56875
AJE5OG666CBAC,[0.58598726],0.58598726
AKLP966YN2LVC,[0.53284672],0.53284672
AKMQH2MGTUWO9,[0.59748428],0.59748428
AKQAI78JTXXC9,[0.65],0.65
AL9EM0WI8GA3P,[0.56875],0.56875
ANO8YBLKJIO1E,[0.70860927],0.70860927
AO70JEL57377O,[0.55063291],0.55063291
