sid,pre accu,post accu
A10FTGEV1WR18H,,[0.625]
A1171IQSWQS0K8,,[0.57232704]
A12GURH9VA1DSL,,[0.57861635]
A131ASOEYX40WQ,,[0.52830189]
A13FTIHWW9GE8X,,[0.76100629]
A13WYZ8AXD6ODX,,[0.94339623]
A14S8YR2HRXVNX,,[0.95597484]
A14Y8ML89H3XFL,,[0.64375]
A17FGZ1I5P9RZA,,[0.6163522]
A17UGPL6SP30TI,,[0.73076923]
A185UIGZSN2Z0K,,[0.6125]
A18R0AUVIN6WX,,[0.75625]
A18S266M02RWZU,,[0.71875]
A19AVIOBMJJFR,,[0.55]
A19DVHPN5TEYL7,,[0.53125]
A19TD2J8506A4Y,,[0.55384615]
A1AZGIX6JKKXLJ,,[0.65625]
A1B3GZ82DXB3FC,,[0.58598726]
A1B58D405N5JMG,,[0.58823529]
A1C2T79XTDHE39,,[0.6625]
A1CQ0A0GDCNWQM,,[0.5625]
A1CWIZ7489ITS9,,[0.75333333]
A1DAMLBQ646F3K,,[0.56603774]
A1DHGKBQOKC8CC,,[0.62893082]
A1DQQ0CHG7WW3E,,[0.99367089]
A1E6CS5JV5MNGI,,[0.5375]
A1EMZIYF5ZO6JB,,[0.5875]
A1F8TOJICOEVLL,,[0.55625]
A1FDT9TI1EUTUT,,[0.72297297]
A1FXGW5C0H4L3T,,[0.48125]
A1G1K9Y2EXBWCC,,[0.61392405]
A1HKYY6XI2OHO1,,[0.58278146]
A1HPHTOU79BT9H,,[0.51485149]
A1HYX9RFPAO63W,,[0.6]
A1J1PWS99LFVPL,,[0.525]
A1J7N95EW8EGCX,,[0.58125]
A1JX9ROLDPIVTX,,[0.6]
A1K93WBH35CIAZ,,[0.6124031]
A1LKKR0ZJ9L1IP,,[0.56875]
A1MBOVL1252O51,,[0.50625]
A1MJ82C7YG7W89,,[0.59119497]
A1MLWVH0IE3HJ1,,[0.52229299]
A1MYJP0JHMTTHV,,[0.55782313]
A1N1N35Z156GTY,,[0.775]
A1O57XVTTB1PNZ,,[0.5375]
A1PUIGT83JOHH6,,[0.6375]
A1Q2Y5NFN4VVGT,,[0.7125]
A1Q8LP6TE293F4,,[0.7375]
A1QA71PIMNZWYD,,[0.51592357]
A1QCXSZJ3ZLCNY,,[0.66875]
A1QONOC90I9YMI,,[0.60625]
A1QVRDWVOPLMTS,,[0.56329114]
A1RMC2LZQUM9L6,,[0.6125]
A1SX3P1H4IWKFQ,,[0.8137931]
A1TKDVMKM4VWQ8,,[0.55974843]
A1UJ2M1AKWMNLC,,[0.70886076]
A1UY31PXAQRQ5G,,[0.45625]
A1VCX33RL5OFNY,,[0.79617834]
A1VFRCYMWGWWCZ,,[0.57894737]
A1W1QA5KGVZBLC,,[0.5875]
A1XIVB0HPSFJHG,,[0.575]
A1XUZFDVKP95VC,,[0.5625]
A1XWKA72Z23TGA,,[0.49056604]
A1YK7OG66BQXVX,,[0.55223881]
A201524B1GJWBO,,[0.53020134]
A203M04929HFP4,,[0.63291139]
A20CEJD8OX82EO,,[0.71698113]
A20VAAO3DYW5GL,,[0.52201258]
A2259HGMTESQVX,,[0.525]
A23A5GN4EU95BU,,[0.62251656]
A24KZEEOBETVFU,,[0.875]
A24Y2BHD6TDX4Z,,[0.45625]
A2531UD0IGT731,,[0.625]
A2545UHAWSKDVH,,[0.51034483]
A25EK5Q3R4ZHE8,,[0.4875]
A25LHXY3SAOVBV,,[0.65625]
A27EAZSYEVYSLO,,[0.60509554]
A27KDTUI0H1KJV,,[0.66875]
A286W816CMIZL9,,[0.59375]
A288RSAGJBLY9,,[0.64375]
A2916ZYJKILPU9,,[0.53125]
A2A0UH228PYMNX,,[0.7124183]
A2AE610UE18R8G,,[0.9245283]
A2AJA3UXBCKD9X,,[0.77848101]
A2ATG240M7SGN7,,[0.5625]
A2B3Z92VTSGCD4,,[0.55345912]
A2BY3NK0YQO891,,[0.8427673]
A2C3NX6FY216V5,,[0.62416107]
A2C54JB2A8I1YO,,[0.49677419]
A2C9NR5DY668JU,,[0.56410256]
A2CAMPAA7650H2,,[0.6918239]
A2CFWSOCEXD81T,,[0.67088608]
A2E3O3O0PPX3IQ,,[0.61875]
A2EN2JB0M007A6,,[0.58860759]
A2FAJQUVSEXZRN,,[0.5875]
A2FN1RVZKLEV0U,,[0.63924051]
A2FS1WANWKDNDR,,[0.55414013]
A2GALIYUWAIPNV,,[0.5477707]
A2GCBL4AZI88Y4,,[0.49056604]
A2GXLM74C7BDI8,,[0.62820513]
A2HJDLSU95MH8Q,,[0.64375]
A2HRAAY4QRTM7S,,[0.61875]
A2JBI6GEDB1856,,[0.8427673]
A2K6Z7C7Z6VTBF,,[0.78740157]
A2KQFLUT7652DA,,[0.525]
A2L26DMSVUEDP6,,[0.6625]
A2LO8K013TX9FA,,[0.7125]
A2LOLCBOJZ80DD,,[0.64473684]
A2MYP4G1RB2X2P,,[0.65806452]
A2P22X4GQWQ8Z1,,[0.62264151]
A2PE83MK76CRMI,,[0.4625]
A2QAJ9ZTN8YY89,,[0.65]
A2QCJ7Y5ONXD91,,[0.98734177]
A2QPMJ4GADLUW2,,[0.59748428]
A2R1011DR8EXHQ,,[0.59868421]
A2R1LWOGQJTGRL,,[0.70886076]
A2R1YTFK72WMET,,[0.56493506]
A2REKFNIBY9O9K,,[0.55625]
A2RG00DYDHIS6Q,,[0.98734177]
A2S6QOCFC3EAYH,,[0.58860759]
A2SIHWBR1S6TGF,,[0.55063291]
A2SNAXBDSA5P06,,[0.51923077]
A2TV18A7NQF6I5,,[0.64375]
A2TXUNEHPTW3Z3,,[0.66875]
A2V7UNVBF8SQAK,,[0.99375]
A2VN59CZEQ7P0R,,[0.63522013]
A2VNE375MVLU8J,,[0.63694268]
A2W02ACKYETLOA,,[0.525]
A2WH1XDJ91OSFA,,[0.62264151]
A2YNLDUCO22THM,,[0.54375]
A2YUEEOJT5NQXV,,[0.68125]
A2ZEE0T533JG2X,,[0.55974843]
A2ZOHYAWFY5TQI,,[0.5375]
A30J4IZCMCR31F,,[0.62420382]
A31IIDT1S31E25,,[0.59748428]
A31PQA4EYWSQI4,,[0.59868421]
A32156CGIMNLBM,,[0.675]
A33UTM8NL7S0D6,,[0.56953642]
A345TDMHP3DQ3G,,[0.58125]
A34CPKFZXBX1PO,,[0.6]
A34XR21XZ4ZPMB,,[0.49056604]
A3503625JEYO1I,,[0.61875]
A363NKR14886XG,,[0.6125]
A3654R5IHKA52J,,[0.53947368]
A36MQHIULG0E6C,,[0.53503185]
A36RRKY24M6NL8,,[0.49681529]
A36YITYE70JBQQ,,[0.55625]
A37025YQUW9ACI,,[0.99375]
A373LECBA7JXKD,,[0.58598726]
A376IFMV0UCZP2,,[0.56774194]
A37PNAIK1TKLVS,,[0.6875]
A37XA1JSSYORAZ,,[0.63125]
A397NXIY82FXXD,,[0.77419355]
A399A8PB6ITVAG,,[0.45625]
A39Y2UOHEAD0DT,,[0.61875]
A3ACSVUU6YI92U,,[0.59375]
A3APMO8WXVH1V0,,[0.60625]
A3CDWPBKYDDASL,,[0.47169811]
A3DR9RNUCUM0HF,,[0.66037736]
A3DUAHX5VT0ZMY,,[0.61875]
A3GEXZD5FXGMHD,,[0.56687898]
A3HHY0ZZ6PC2YW,,[0.69620253]
A3HP7L563UF5DW,,[0.63522013]
A3I4Q8EW2ZLXSU,,[0.7375]
A3IOPUZ29U29SA,,[0.48734177]
A3J2DV36CJYSXQ,,[0.85625]
A3KKY9HXZRRAIV,,[0.74375]
A3L1E2BDYZGGY5,,[0.58064516]
A3L2VS3998R77L,,[0.60759494]
A3LMVIJG7ND5UN,,[0.55625]
A3LT1TCMEGY73D,,[0.6163522]
A3M6YNC0RI36QY,,[0.94375]
A3MA5BJ4I2JAO2,,[0.62893082]
A3MF22SGH75VO3,,[0.53797468]
A3MKQ62CNO0MM8,,[0.56603774]
A3MLNAZCS0Y2QP,,[0.54716981]
A3N62A1YVDMKS5,,[0.53691275]
A3NAEEY1J3T56D,,[0.55414013]
A3NI2W5HH47HP6,,[0.64375]
A3NM4Y7V4UEMM3,,[0.51875]
A3NQUEB4PGNKZ7,,[0.47468354]
A3NQXTG2PLSHSV,,[0.8490566]
A3O9J3V0K06IP2,,[0.53548387]
A3P1BYNYNVNMNA,,[0.55063291]
A3PWRZ67TPKZPU,,[0.4875]
A3R4ZSD6YI7B7P,,[0.55]
A3R6Z6HDL5JGM6,,[0.54666667]
A3RQ6SG91VBOF8,,[0.71698113]
A3RZAUNCBSSMK4,,[0.84415584]
A3S51CYI47OM6K,,[0.88050314]
A3S5XPHDMQ2ESR,,[0.54794521]
A3STW7EL76T5YN,,[0.61146497]
A3TRNNPY5KJEUR,,[0.56153846]
A3UJAEUA1BAK8O,,[0.61875]
A3UYF2OT5REMG0,,[0.52866242]
A3V06PKJGI7OY,,[0.61875]
A3VFQR2OR8L4CU,,[0.51898734]
A3VK7AHISCDGAM,,[0.5375]
A3VPD34C23PQTQ,,[0.59731544]
A3XU8C72O6LCD,,[0.59235669]
A47UGZ5QR0VV9,,[0.62105263]
A5LBQCECTTYXZ,,[0.55696203]
A5M58F7N23SEE,,[0.6625]
A5NRU6MXE2ZCC,,[0.91558442]
A5XXFZT973KSF,,[0.6433121]
A7G6TFAYTV2FC,,[0.61006289]
A7O6BHXX3BW97,,[0.4875]
A8EPYZKX470Z2,,[0.53125]
A8JKAE3S49ZB,,[0.55414013]
A9EQ4FWCUQVBL,,[0.59119497]
A9XRCLB9YQA31,,[0.99363057]
AA1Y56MOQY6X3,,[0.63694268]
AAADOFXQJAVKR,,[0.66666667]
AALXX2P1V0A41,,[0.6918239]
AAP4Q6KBJ2NRO,,[0.575]
AAVXVUCG3TY5E,,[0.66455696]
AAW3ZDECLGIMV,,[0.57861635]
AB8PO6YYQK3YH,,[0.59119497]
AB9UVOKF0TQXB,,[0.54375]
ACBZKZ1EUIO13,,[0.45806452]
ADU7XJYUJLGNA,,[0.61783439]
AET7NEH3VZ0V9,,[0.62658228]
AEUTD1DUJTF2I,,[0.75324675]
AF1R0RDMKDNJX,,[0.65408805]
AFE1GH96UN330,,[0.98742138]
AH4KZU52G2WCN,,[0.55345912]
AHEV3HZNQPO5S,,[0.66666667]
AHIEURVG73I4V,,[0.54375]
AIS4X2NYY3V1T,,[0.59375]
AJ5P0SBP4GFY1,,[0.6]
AJE5OG666CBAC,,[0.58598726]
AJTLLYV8O5FQU,,[0.63125]
AKJAMVEVMQPHS,,[0.5875]
AKKRC4KZTELS,,[0.51315789]
AKMOBFEEKW378,,[0.59748428]
AKMQH2MGTUWO9,,[0.64150943]
AKQAI78JTXXC9,,[0.6875]
AL9EM0WI8GA3P,,[0.54375]
ALDQRWYZ8KQ9A,,[0.625]
ALRRK4B0VPPQ2,,[0.5875]
AMZW35GXJEF7U,,[0.57961783]
ANO8YBLKJIO1E,,[0.66225166]
APHLO6ZGGX63T,,[0.8125]
APP89UTQL2CHZ,,[0.66242038]
APW4V8CE0TX6O,,[0.525]
AQM8U9T3H4P68,,[0.86092715]
ARDYDFF4T0YYT,,[1.]
AS1KP4SMNONQC,,[0.5625]
AS56NGGEVTZIX,,[0.61146497]
AS70QWROQLXKE,,[0.64285714]
ASC6X59B0MBBD,,[0.59872611]
ATJVY9O4CY5EX,,[0.64779874]
AUFMG49X8NO0N,,[0.56875]
AUS6Y1VBX9YLO,,[0.60759494]
AV8GCOTWEB6MP,,[0.58064516]
AVASQBFN6J692,,[0.5443038]
AWP6CD7XCNSSU,,[0.76923077]
AWYJAKECMVVUX,,[0.6835443]
AXD66TU2VX36C,,[0.625]
AYEK5GQEE3STW,,[0.51875]
AZ9VGP5R8E9QB,,[0.525]
