sid,pre accu,post accu
A10KUKZO8X00FX,,[0.56493506]
A11LSO6D7BMY99,,[0.65408805]
A12GURH9VA1DSL,,[0.56603774]
A12SGLXX6B9DKR,,[0.7125]
A131ASOEYX40WQ,,[0.51886792]
A13324WUZPFTSU,,[0.59119497]
A13FTIHWW9GE8X,,[0.72327044]
A13RB1XEBC42IB,,[0.5483871]
A13WYZ8AXD6ODX,,[0.94339623]
A142WDKXKIGZ2J,,[0.58490566]
A15NB4T70DJF4A,,[0.59748428]
A15YUDP435G6GR,,[0.62420382]
A17UGPL6SP30TI,,[0.71794872]
A18SI8WCQO5Y7G,,[0.57861635]
A19AVIOBMJJFR,,[0.575]
A19JWJ0ACBROIQ,,[0.475]
A1A8MBDIAQT43U,,[0.59493671]
A1AWCWWNKROZB4,,[0.51265823]
A1AZGIX6JKKXLJ,,[0.5625]
A1B14CS9DW7008,,[0.62658228]
A1B3GZ82DXB3FC,,[0.65605096]
A1B58D405N5JMG,,[0.56862745]
A1BHS3P43IEM0C,,[0.4556962]
A1C6FKYJT2GANX,,[0.54375]
A1COS8FJCDM53I,,[0.58227848]
A1CQ0A0GDCNWQM,,[0.5125]
A1CU00SW7F9TMB,,[0.60377358]
A1CWIZ7489ITS9,,[0.72]
A1DAMLBQ646F3K,,[0.49685535]
A1DHGKBQOKC8CC,,[0.61006289]
A1E6CS5JV5MNGI,,[0.49375]
A1FXGW5C0H4L3T,,[0.51875]
A1G1K9Y2EXBWCC,,[0.67721519]
A1G331HUXOSJAM,,[0.7672956]
A1G399CGVV8MYK,,[0.52830189]
A1GZCLBFBKWFEZ,,[0.675]
A1HPHTOU79BT9H,,[0.47524752]
A1HYU54H5V004N,,[0.6625]
A1HYX9RFPAO63W,,[0.5375]
A1IFIK8J49WBER,,[0.66875]
A1JSVBR3BE3FJP,,[0.55555556]
A1JX9ROLDPIVTX,,[0.56875]
A1K21SF4UU9I89,,[0.58441558]
A1K93WBH35CIAZ,,[0.57364341]
A1KUHOL3DB3ON,,[0.59375]
A1MBOVL1252O51,,[0.4875]
A1MJ82C7YG7W89,,[0.60377358]
A1MK9E61C7IV5Q,,[0.49685535]
