sid,pre accu,post accu
S100,,[0.89583333 0.79166667 0.83333333 0.875     ]
S91,,[0.95833333 0.95833333 0.85416667 0.89583333]
S92,,[0.8125     0.89583333 1.         1.        ]
S93,,[0.875      0.9375     0.95833333 0.95833333]
S94,,[0.9375     0.9375     0.95833333 0.97916667]
S95,,[0.9375     0.9375     0.95833333 0.97916667]
S96,,[1. 1. 1. 1.]
S97,,[0.91666667 0.9375     0.91666667 0.95833333]
S98,,[0.9375     0.9375     0.95833333 0.97916667]
S99,,[0.89583333 0.9375     0.95833333 0.91666667]
