sid,pre accu,post accu
S100,,[0.8125     0.8125     0.83333333 0.875     ]
S91,,[0.97916667 0.9375     0.91666667 0.83333333]
S92,,[0.85416667 0.89583333 1.         1.        ]
S93,,[0.89583333 0.85416667 0.91666667 0.91666667]
S94,,[0.91666667 0.91666667 0.97916667 0.9375    ]
S95,,[0.91666667 0.91666667 0.97916667 0.97916667]
S96,,[0.97916667 1.         1.         1.        ]
S97,,[0.89583333 0.9375     0.95833333 0.95833333]
S98,,[0.91666667 0.91666667 0.97916667 0.97916667]
S99,,[0.9375     0.875      0.95833333 0.9375    ]
