sid,pre accu,post accu
S100,,[0.375]
S91,,[0.21875]
S92,,[0.44791667]
S93,,[0.33333333]
S94,,[0.35416667]
S95,,[0.34375]
S96,,[0.36458333]
S97,,[0.35416667]
S98,,[0.34375]
S99,,[0.35416667]
