sid,pre accu,post accu,,
,,,,
S100,,[0.77083333],,0.77083333
,,,,
S91,,[0.88541667],,0.88541667
,,,,
S92,,[0.92708333],,0.92708333
,,,,
S93,,[0.93229167],,0.93229167
,,,,
S94,,[0.97916667],,0.97916667
,,,,
S95,,[0.97916667],,0.97916667
,,,,
S96,,[1.],,1
,,,,
S97,,[0.9375],,0.9375
,,,,
S98,,[0.97916667],,0.97916667
,,,,
S99,,[0.88541667],,0.88541667
,,,,
,,,,0.927604168
