sid,pre accu,post accu
S226,,[0.49056604]
S227,,[0.72327044]
S228,,[0.7125]
S229,,[0.65822785]
S230,,[0.75625]
S231,,[0.75]
S232,,[0.56603774]
S233,,[0.56962025]
S234,,[0.6875]
S235,,[0.6125]
S236,,[0.56050955]
S237,,[0.59375]
S238,,[0.73125]
S239,,[0.54375]
S240,,[0.7]
S241,,[0.7875]
S242,,[0.64150943]
S243,,[0.62658228]
S244,,[0.625]
S245,,[0.70625]
S246,,[0.78125]
S247,,[0.53164557]
S248,,[0.7625]
S249,,[0.825]
S250,,[0.65605096]
S251,,[0.6918239]
S252,,[0.48101266]
S253,,[0.63924051]
S254,,[0.70440252]
S255,,[0.54411765]
S256,,[0.525]
S257,,[0.575]
