sid,pre accu,post accu
S100,,[0.875      0.85416667 0.89583333 0.91666667]
S91,,[0.9375     0.9375     0.85416667 0.89583333]
S92,,[0.83333333 0.83333333 0.97916667 1.        ]
S93,,[0.91666667 0.91666667 0.91666667 0.91666667]
S94,,[1.         1.         0.89583333 0.89583333]
S95,,[1.         1.         0.95833333 0.95833333]
S96,,[0.97916667 0.97916667 0.97916667 1.        ]
S97,,[0.875 0.875 0.875 0.875]
S98,,[1.         1.         0.95833333 0.95833333]
S99,,[0.89583333 0.89583333 0.91666667 0.91666667]
