sid,pre accu,post accu
S226,,[0.50625]
S227,,[0.55844156]
S228,,[0.79245283]
S229,,[0.5]
S230,,[0.5125]
S231,,[0.425]
S232,,[0.65408805]
S233,,[0.49056604]
S234,,[0.625]
S235,,[0.49342105]
S236,,[0.51824818]
S237,,[0.50625]
S238,,[0.575]
S239,,[0.59748428]
S240,,[0.55696203]
S241,,[0.60625]
S242,,[0.50318471]
S243,,[0.54966887]
S244,,[0.62337662]
S245,,[0.47468354]
S246,,[0.63522013]
S247,,[0.47741935]
S248,,[0.69375]
S249,,[0.37735849]
S250,,[0.68874172]
S251,,[0.68125]
S252,,[0.70625]
S253,,[0.66447368]
S254,,[0.92907801]
S255,,[0.50649351]
S256,,[0.50955414]
S257,,[0.57861635]
S258,,[0.55625]
S259,,[0.43870968]
S260,,[0.7125]
S261,,[0.56329114]
S262,,[0.64556962]
S263,,[0.70512821]
S264,,[0.47798742]
S265,,[0.53125]
S266,,[0.525]
S267,,[0.575]
S268,,[0.53459119]
S269,,[0.64779874]
