sid,pre accu,post accu
S226,,[0.51875]
S227,,[0.45454545]
S228,,[0.83018868]
S229,,[0.475]
S230,,[0.43125]
S231,,[0.49375]
S232,,[0.50943396]
S233,,[0.45283019]
S234,,[0.55625]
S235,,[0.51973684]
S236,,[0.64233577]
S237,,[0.55]
S238,,[0.56875]
S239,,[0.49056604]
S240,,[0.46202532]
S241,,[0.4875]
S242,,[0.54140127]
S243,,[0.53642384]
S244,,[0.46753247]
S245,,[0.53797468]
S246,,[0.49685535]
S247,,[0.5483871]
S248,,[0.5375]
S249,,[0.53459119]
S250,,[0.44370861]
S251,,[0.56875]
S252,,[0.4375]
S253,,[0.51315789]
S254,,[0.69503546]
S255,,[0.44805195]
S256,,[0.55414013]
S257,,[0.49685535]
S258,,[0.49375]
S259,,[0.47741935]
S260,,[0.50625]
S261,,[0.5443038]
S262,,[0.50632911]
S263,,[0.57692308]
S264,,[0.49056604]
S265,,[0.5375]
S266,,[0.4875]
S267,,[0.425]
S268,,[0.50314465]
S269,,[0.50943396]
