sid,post accu,
A104V8NZIQFN2F,[0.55345912],0.55345912
A116ZI03NFKZP2,[0.55769231],0.55769231
A12YRP4B70IFU3,[0.58860759],0.58860759
A132MSWBBVTOES,[0.65],0.65
A153HLAVH5FILS,[0.61875],0.61875
A156I0UDVISMNE,[0.56050955],0.56050955
A171WYHYRYMYQZ,[0.59375],0.59375
A197LCCJ6SC5RU,[0.62264151],0.62264151
A19TD2J8506A4Y,[0.39230769],0.39230769
A19WXHQSBB6P6O,[0.55625],0.55625
A19YM9K2W233IM,[0.63125],0.63125
A1AZLJ3R5FQ9B7,[0.60509554],0.60509554
A1B4PKGXKL7UOH,[0.4751773],0.4751773
A1B7GQTH9YG04X,[0.6625],0.6625
A1BG47GSHQ9WSU,[0.73125],0.73125
A1BS578UP5XCAR,[0.53459119],0.53459119
A1C2T79XTDHE39,[0.5625],0.5625
A1CIEZNXXDSO6V,[0.61875],0.61875
A1CR7O77ZW0QQU,[0.65625],0.65625
A1GNV8C2792XF,[0.6375],0.6375
A1GSEK9J872N9R,[0.56329114],0.56329114
A1HA5WALONI2FD,[0.65],0.65
A1HFPDHBLO6KZW,[0.575],0.575
A1HP506HGINWSV,[0.625],0.625
A1I8VAUT4V90YR,[0.59748428],0.59748428
A1J7N95EW8EGCX,[0.6625],0.6625
A1J9OZZ1LDG8VN,[0.54375],0.54375
A1KFV732TWXROL,[0.68125],0.68125
A1KIL2V6SMJBGX,[0.4556962],0.4556962
A1L7B0F8PVW1D0,[0.55625],0.55625
A1LKKR0ZJ9L1IP,[0.5],0.5
A1LSFPPDGORPB0,[0.575],0.575
A1M1E62KXCDNL0,[0.45512821],0.45512821
A1MJVTR0PCKBWW,[0.60377358],0.60377358
A1MT52IO9GBZ1M,[0.40625],0.40625
A1P3HHEXWNLJMP,[0.53125],0.53125
A1QAWECOJYKVO4,[0.5],0.5
A1QX1RYLCFXZJ9,[0.58490566],0.58490566
A1T429RLLFTG35,[0.6375],0.6375
A1T4HSFG9NPJ23,[0.5375],0.5375
A1UKZRDH1T231M,[0.625],0.625
A1V339VY5CNWLS,[0.63291139],0.63291139
A1VRBTDT3VJSIA,[0.51572327],0.51572327
A1W4IS5NDEFNFL,[0.5375],0.5375
A1WSCND5HZZV5N,[0.55],0.55
A1XE5G7H6AO5HH,[0.6],0.6
A1XU9GFZAGFJ5B,[0.65],0.65
A1XUZFDVKP95VC,[0.575],0.575
A1YCGICA8XCNBH,[0.58490566],0.58490566
A1YXTSIV0YB8RW,[0.44025157],0.44025157
A1Z2QEEPKEK1X1,[0.66875],0.66875
A1ZNMX8WJCDKQQ,[0.6125],0.6125
A20KWU6IJJX5AT,[0.65],0.65
A20VAAO3DYW5GL,[0.43396226],0.43396226
A2179410P3XBIQ,[0.55],0.55
A21HUPW67XA7UJ,[0.56875],0.56875
A21WXJDPT7I70M,[0.51875],0.51875
A21ZK49H9LSSRY,[0.525],0.525
A21ZNPDJNBKCWG,[0.56875],0.56875
A22CPS48MSR1OQ,[0.75625],0.75625
A22DDO8NILSX6O,[0.54375],0.54375
A22DVMN2Y3XHWA,[0.5375],0.5375
A22WWSTT8TU7G1,[0.575],0.575
A22ZB2132UJB6Y,[0.59375],0.59375
A22ZZCICZDCSTY,[0.58598726],0.58598726
A235ULDV4XUVDM,[0.5125],0.5125
A24CG5BTB8KQ39,[0.55345912],0.55345912
A24FB6EEAEZKA4,[0.63125],0.63125
A2531UD0IGT731,[0.6875],0.6875
A25LHXY3SAOVBV,[0.51875],0.51875
A26YJJHOW9HXUY,[0.6375],0.6375
A26Z8M2VSEWUU4,[0.725],0.725
A27ZW1CY6TMKT8,[0.6375],0.6375
A288RSAGJBLY9,[0.625],0.625
A2AWSN5CWONM8,[0.65605096],0.65605096
A2BLQ1GVEHJR8T,[0.53125],0.53125
A2CJNNTLFULCTH,[0.6474359],0.6474359
A2CWA5VQZ6IWMQ,[0.50625],0.50625
A2DOMBSKO75VV7,[0.5875],0.5875
A2DU0TGJDZWUCV,[0.71875],0.71875
A2E72ZI1VESTMR,[0.57861635],0.57861635
A2E7S35ZI3WBET,[0.57324841],0.57324841
A2FN0MPGK61HW,[0.56410256],0.56410256
A2FUQER3KRIXYJ,[0.67088608],0.67088608
A2G53Y36QD1ZGV,[0.6625],0.6625
A2GL2Y13IGLHLK,[0.52201258],0.52201258
A2GVON0W6E874S,[0.68125],0.68125
A2H0A9JR2ZDR24,[0.58860759],0.58860759
A2H6Q22X1V1FTX,[0.66875],0.66875
A2HJDLSU95MH8Q,[0.625],0.625
