sid,post accu,
A104V8NZIQFN2F,[0.67295597],0.67295597
A116ZI03NFKZP2,[0.53205128],0.53205128
A12YRP4B70IFU3,[0.70886076],0.70886076
A132MSWBBVTOES,[0.68125],0.68125
A153HLAVH5FILS,[0.75625],0.75625
A156I0UDVISMNE,[0.70700637],0.70700637
A171WYHYRYMYQZ,[0.60625],0.60625
A197LCCJ6SC5RU,[0.63522013],0.63522013
A19TD2J8506A4Y,[0.49230769],0.49230769
A19WXHQSBB6P6O,[0.6125],0.6125
A19YM9K2W233IM,[0.6125],0.6125
A1AZLJ3R5FQ9B7,[0.5477707],0.5477707
A1B4PKGXKL7UOH,[0.59574468],0.59574468
A1B7GQTH9YG04X,[0.675],0.675
A1BG47GSHQ9WSU,[0.76875],0.76875
A1BS578UP5XCAR,[0.52201258],0.52201258
A1C2T79XTDHE39,[0.68125],0.68125
A1CIEZNXXDSO6V,[0.7375],0.7375
A1CR7O77ZW0QQU,[0.775],0.775
A1GNV8C2792XF,[0.61875],0.61875
A1GSEK9J872N9R,[0.68987342],0.68987342
A1HA5WALONI2FD,[0.70625],0.70625
A1HFPDHBLO6KZW,[0.5375],0.5375
A1HP506HGINWSV,[0.6875],0.6875
A1I8VAUT4V90YR,[0.64150943],0.64150943
A1J7N95EW8EGCX,[0.69375],0.69375
A1J9OZZ1LDG8VN,[0.5625],0.5625
A1KFV732TWXROL,[0.68125],0.68125
A1KIL2V6SMJBGX,[0.70253165],0.70253165
A1L7B0F8PVW1D0,[0.55],0.55
A1LKKR0ZJ9L1IP,[0.53125],0.53125
A1LSFPPDGORPB0,[0.5875],0.5875
A1M1E62KXCDNL0,[0.56410256],0.56410256
A1MJVTR0PCKBWW,[0.76100629],0.76100629
A1MT52IO9GBZ1M,[0.46875],0.46875
A1P3HHEXWNLJMP,[0.63125],0.63125
A1QAWECOJYKVO4,[0.48734177],0.48734177
A1QX1RYLCFXZJ9,[0.63522013],0.63522013
A1T429RLLFTG35,[0.59375],0.59375
A1T4HSFG9NPJ23,[0.5625],0.5625
A1UKZRDH1T231M,[0.75625],0.75625
A1V339VY5CNWLS,[0.68987342],0.68987342
A1VRBTDT3VJSIA,[0.62893082],0.62893082
A1W4IS5NDEFNFL,[0.58125],0.58125
A1WSCND5HZZV5N,[0.6875],0.6875
A1XE5G7H6AO5HH,[0.58125],0.58125
A1XU9GFZAGFJ5B,[0.74375],0.74375
A1XUZFDVKP95VC,[0.55],0.55
A1YCGICA8XCNBH,[0.5408805],0.5408805
A1YXTSIV0YB8RW,[0.59119497],0.59119497
A1Z2QEEPKEK1X1,[0.68125],0.68125
A1ZNMX8WJCDKQQ,[0.675],0.675
A20KWU6IJJX5AT,[0.6375],0.6375
A20VAAO3DYW5GL,[0.53459119],0.53459119
A2179410P3XBIQ,[0.56875],0.56875
A21HUPW67XA7UJ,[0.69375],0.69375
A21WXJDPT7I70M,[0.675],0.675
A21ZK49H9LSSRY,[0.5375],0.5375
A21ZNPDJNBKCWG,[0.5875],0.5875
A22CPS48MSR1OQ,[0.78125],0.78125
A22DDO8NILSX6O,[0.55],0.55
A22DVMN2Y3XHWA,[0.6],0.6
A22WWSTT8TU7G1,[0.6],0.6
A22ZB2132UJB6Y,[0.575],0.575
A22ZZCICZDCSTY,[0.65605096],0.65605096
A235ULDV4XUVDM,[0.58125],0.58125
A24CG5BTB8KQ39,[0.50943396],0.50943396
