sid,pre accu,post accu
S100,,[0.4375     0.60416667 0.41666667 0.54166667]
S91,,[0.5        0.47916667 0.4375     0.5625    ]
S92,,[0.45833333 0.54166667 0.39583333 0.58333333]
S93,,[0.47916667 0.54166667 0.47916667 0.45833333]
S94,,[0.54166667 0.625      0.5        0.47916667]
S95,,[0.4375     0.72916667 0.45833333 0.52083333]
S96,,[0.66666667 0.5        0.6875     0.60416667]
S97,,[0.5        0.4375     0.625      0.47916667]
S98,,[0.64583333 0.45833333 0.60416667 0.45833333]
S99,,[0.60416667 0.35416667 0.54166667 0.39583333]
