sid,pre accu,post accu
S100,,[0.41666667 0.5625     0.54166667 0.58333333]
S91,,[0.5        0.52083333 0.35416667 0.45833333]
S92,,[0.41666667 0.6875     0.45833333 0.52083333]
S93,,[0.41666667 0.52083333 0.5        0.5       ]
S94,,[0.39583333 0.45833333 0.52083333 0.45833333]
S95,,[0.47916667 0.64583333 0.4375     0.60416667]
S96,,[0.625      0.47916667 0.70833333 0.52083333]
S97,,[0.45833333 0.45833333 0.47916667 0.4375    ]
S98,,[0.5625     0.47916667 0.64583333 0.52083333]
S99,,[0.4375     0.375      0.5        0.54166667]
