sid,pre accu,post accu,,
,,,,
S226,,[0.58598726],,0.58598726
,,,,
S227,,[0.69375],,0.69375
,,,,
S228,,[0.49333333],,0.49333333
,,,,
S229,,[0.66037736],,0.66037736
,,,,
S230,,[0.5125],,0.5125
,,,,
S231,,[0.64556962],,0.64556962
,,,,
S232,,[0.5625],,0.5625
,,,,
S233,,[0.625],,0.625
,,,,
S234,,[0.7672956],,0.7672956
,,,,
S235,,[0.65189873],,0.65189873
,,,,
S236,,[0.68027211],,0.68027211
,,,,
S237,,[0.73584906],,0.73584906
,,,,
S238,,[0.55063291],,0.55063291
,,,,
S239,,[0.71428571],,0.71428571
,,,,
S240,,[0.97484277],,0.97484277
,,,,
S241,,[0.63125],,0.63125
,,,,
S242,,[0.49375],,0.49375
,,,,
S243,,[0.6375],,0.6375
,,,,
S244,,[0.6625],,0.6625
,,,,
S245,,[0.58490566],,0.58490566
,,,,
S246,,[0.6918239],,0.6918239
,,,,
S247,,[0.49375],,0.49375
,,,,
S248,,[0.575],,0.575
,,,,
S249,,[0.50318471],,0.50318471
,,,,
S250,,[0.48175182],,0.48175182
,,,,
S251,,[0.68553459],,0.68553459
,,,,
S252,,[0.61875],,0.61875
,,,,
S253,,[0.49375],,0.49375
,,,,
S254,,[0.64238411],,0.64238411
,,,,
S255,,[0.5],,0.5
,,,,
S256,,[0.66037736],,0.66037736
,,,,
S257,,[0.41290323],,0.41290323
,,,,
S258,,[0.7625],,0.7625
,,,,
S259,,[0.57594937],,0.57594937
,,,,
S260,,[0.64375],,0.64375
,,,,
S261,,[0.42767296],,0.42767296
,,,,
S262,,[0.72847682],,0.72847682
,,,,
S263,,[0.56603774],,0.56603774
,,,,
S264,,[0.9787234],,0.9787234
,,,,
S265,,[0.56493506],,0.56493506
,,,,
S266,,[0.56050955],,0.56050955
,,,,
S267,,[0.625],,0.625
,,,,
S268,,[0.5125],,0.5125
,,,,
S269,,[0.6125],,0.6125
,,,,
S270,,[0.47096774],,0.47096774
,,,,
S271,,[0.52531646],,0.52531646
,,,,
S272,,[0.53947368],,0.53947368
,,,,
S273,,[0.5443038],,0.5443038
,,,,
S274,,[0.50943396],,0.50943396
,,,,
S275,,[0.64556962],,0.64556962
,,,,
S276,,[0.49358974],,0.49358974
,,,,
S277,,[0.43125],,0.43125
,,,,
S278,,[0.56050955],,0.56050955
,,,,
,,,,0.601927911
