sid,pre accu,post accu
S226,,[0.64968153]
S227,,[0.7]
S228,,[0.53333333]
S229,,[0.62264151]
S230,,[0.51875]
S231,,[0.64556962]
S232,,[0.49375]
S233,,[0.61875]
S234,,[0.79874214]
S235,,[0.70253165]
S236,,[0.72789116]
S237,,[0.72327044]
S238,,[0.50632911]
S239,,[0.74025974]
S240,,[0.97484277]
S241,,[0.64375]
S242,,[0.48125]
S243,,[0.625]
S244,,[0.6375]
S245,,[0.57232704]
S246,,[0.64779874]
S247,,[0.525]
S248,,[0.5875]
S249,,[0.55414013]
S250,,[0.45985401]
S251,,[0.64779874]
S252,,[0.7]
S253,,[0.5875]
S254,,[0.66225166]
S255,,[0.46202532]
S256,,[0.65408805]
S257,,[0.51612903]
S258,,[0.7125]
S259,,[0.51898734]
S260,,[0.64375]
S261,,[0.39622642]
S262,,[0.74834437]
S263,,[0.50314465]
S264,,[0.9787234]
S265,,[0.49350649]
S266,,[0.57324841]
S267,,[0.59375]
S268,,[0.5625]
S269,,[0.5625]
S270,,[0.46451613]
S271,,[0.5443038]
S272,,[0.51973684]
S273,,[0.51898734]
S274,,[0.53459119]
S275,,[0.65189873]
S276,,[0.53846154]
S277,,[0.40625]
S278,,[0.50318471]
