sid,pre accu,post accu
S100,,[0.625      0.60416667 0.4375     0.41666667]
S91,,[0.45833333 0.4375     0.5625     0.41666667]
S92,,[1.         1.         0.97916667 0.97916667]
S93,,[0.47916667 0.45833333 0.375      0.375     ]
S94,,[0.52083333 0.625      0.54166667 0.58333333]
S95,,[1. 1. 1. 1.]
S96,,[0.75       0.58333333 0.75       0.70833333]
S97,,[0.47916667 0.45833333 0.54166667 0.625     ]
S98,,[0.9375     0.83333333 0.9375     0.91666667]
S99,,[0.5625     0.72916667 0.5625     0.64583333]
