sid,pre accu,post accu
S100,,[0.6875     0.8125     0.35416667 0.8125    ]
S91,,[0.60416667 0.54166667 0.5        0.45833333]
S92,,[0.27083333 1.         0.39583333 1.        ]
S93,,[0.39583333 0.5        0.41666667 0.52083333]
S94,,[0.52083333 0.5        0.41666667 0.58333333]
S95,,[0.47916667 1.         0.39583333 1.        ]
S96,,[0.6875     0.60416667 0.60416667 0.66666667]
S97,,[0.60416667 0.39583333 0.41666667 0.4375    ]
S98,,[0.60416667 0.77083333 0.64583333 0.85416667]
S99,,[0.47916667 0.47916667 0.4375     0.41666667]
