id, varRNN, varRL
A002160837SWJFPIAI7L7, -130.14649953468546, -195.21292281437925
A10KUKZO8X00FX, -128.4039741686648, -106.10266893393454
A11BMO1JWTJHSH, -128.96654076268976, -148.04439373786622
A12GURH9VA1DSL, -143.98400255526374, -110.2000624459549
A12MZ6U9W9REX8, -111.13201745800103, -113.31811386239532
A131ASOEYX40WQ, -81.82861800920043, -74.2647701205667
A132MSWBBVTOES, -128.8203520453117, -195.40310862507357
A13RB1XEBC42IB, -114.38836567329504, -107.67970356225908
A17UGPL6SP30TI, -114.42177050915457, -108.23630776099546
A1801RSQIIDWHW, -114.46915812067101, -148.0403536422294
A182IHVF66SX19, -174.35274123914422, -111.74226548612033
A185UIGZSN2Z0K, -112.62511229335463, -142.25758226337163
A18R8GG33EVI6C, -110.25702462610172, -133.81148718234647
A19AVIOBMJJFR, -126.76865217587053, -112.25325940980575
A19DVHPN5TEYL7, -106.64389274954651, -111.06198576630923
A19IQ1X74EMI8R, -165.5447370643874, -115.11807747608205
A19WXHQSBB6P6O, -113.11767907308537, -116.93298983111171
A1AWCWWNKROZB4, -125.58915481298396, -109.78475693908007
A1AZGIX6JKKXLJ, -165.53240418436346, -111.60788038204558
A1B4PKGXKL7UOH, -108.17209763628301, -105.97410857356152
A1B58D405N5JMG, -112.61297232976749, -105.92702592070673
A1BG47GSHQ9WSU, -114.78981863292124, -274.9672881597294
A1BQRDDC1NZCST, -120.10627029464251, -229.54211249681515
A1BS578UP5XCAR, -117.45474451095917, -110.48273264081449
A1CDDS7NQPDMTO, -129.338404452384, -119.93579158274156
A1CIEZNXXDSO6V, -119.2237277302869, -215.3688294386896
A1CU00SW7F9TMB, -126.01310577986176, -110.32688874297791
A1CWIZ7489ITS9, -119.45572771689362, -106.99909087321507
A1DJK7WHFXKH7X, -133.516298360528, -111.28247393951709
A1DQQ0CHG7WW3E, -795.207514591886, -111.08545185625283
A1FXGW5C0H4L3T, -120.07315920321265, -110.80463992802764
A1G399CGVV8MYK, -107.07052260549325, -119.58109011674355
A1G9571XKHWHG3, -126.4792133531856, -110.95742486065141
A1H8R5W4VMSWTS, -131.91485717491918, -111.04267243477746
A1HP506HGINWSV, -118.36788576439649, -177.6591057059684
A1HYX9RFPAO63W, -130.9061509314375, -110.57909940057661
A1IN6VRNJ1GRRB, -136.46262142025856, -185.93881911392918
A1J1PWS99LFVPL, -129.4928747583724, -110.8755799004287
A1J9OZZ1LDG8VN, -120.95034640114207, -117.52399964635721
A1JM5XNB4NCZR6, -126.35512272095637, -188.2929250502279
A1KUHOL3DB3ON, -127.36725822340935, -111.03896873108147
A1LKKR0ZJ9L1IP, -114.06977985867395, -110.70778710692127
A1MJVTR0PCKBWW, -97.87743424959048, -111.7690959231122
A1MT52IO9GBZ1M, -128.90617006767962, -110.79364691797042
A1MYJP0JHMTTHV, -110.6140257632237, -101.86602197701893
A1N1N35Z156GTY, -127.69306652817247, -111.16304931993014
A1NT5BBN005ZNJ, -140.97074334918923, -111.88014212039405
A1OZ1S22HC1MAC, -103.17629396692399, -110.72615149093527
A1PDF57SAMGMF0, -113.72148422926985, -110.84641191659279
A1PMK4HE9UYJ1J, -114.17520283009036, -120.83762594599067
A1Q2Y5NFN4VVGT, -77.50996016407521, -112.67224802845382
A1QA71PIMNZWYD, -126.67885551005408, -110.16566267796082
A1QVRDWVOPLMTS, -107.53187422548005, -109.49365057223758
A1QZKSYF6GG1LK, -97.8217518674008, -161.06478506075234
A1RZQMVQ8FSNOS, -118.81324133395705, -109.64793609243387
A1S1K7134S2VUC, -112.23431146788937, -129.36993115455962
A1S8AGMAWK2SZN, -114.00736167638841, -110.48501281720947
A1T0S48O0CMXBC, -137.0484724768, -116.33092475537943
A1T429RLLFTG35, -132.49789820270806, -142.2250622195507
A1T4HSFG9NPJ23, -138.19927776853493, -132.21167217283485
A1TKDVMKM4VWQ8, -134.39991793563595, -110.3252897890407
A1UJ2M1AKWMNLC, -164.14186607436534, -110.64398727016713
A1ULX8TTW7ZFV7, -105.45845864570882, -109.79283822404781
A1V0HSH4Q63V5W, -113.9988876287921, -196.56937290678104
A1VCX33RL5OFNY, -55.71724523310373, -108.34537794946688
A1WBUS5PV9PAGR, -253.52076667595392, -109.00066028552985
A1WSCND5HZZV5N, -97.60197784457564, -178.2770111728851
A1X0H6VAK3AQE9, -116.3717713029116, -159.44828024886596
A1XIVB0HPSFJHG, -108.88838512025207, -111.49949731009463
A1XU9GFZAGFJ5B, -120.52061193586438, -238.9492841328082
A1XWKA72Z23TGA, -126.03267201295068, -110.35852952970497
A1YK7OG66BQXVX, -110.67075445867862, -93.27158236095394
A1Z2QEEPKEK1X1, -116.73242455293621, -113.59746326759631
A201524B1GJWBO, -111.04252129425984, -103.20581581130605
A20CEJD8OX82EO, -147.159885574887, -110.0021307598144
A20KWU6IJJX5AT, -123.76713215798303, -218.81807322235798
A216RMJ8VSR46Q, -106.50471305039784, -110.40101112649418
A21HUPW67XA7UJ, -127.45052505528442, -166.50170079075676
A21ZNPDJNBKCWG, -116.36160520563288, -134.76882343246368
A22DDO8NILSX6O, -128.32445493299505, -130.49076228637753
A22J5H2RJVHOAA, -132.53322203284537, -109.97850384327262
A24Y2BHD6TDX4Z, -123.90420977626508, -110.90261660068269
A2545UHAWSKDVH, -117.25416826366268, -104.72018490855667
A256DAIUSITOHS, -114.85328497794683, -110.79327404552741
A25EK5Q3R4ZHE8, -118.15001112873907, -110.9093618317883
A27EAZSYEVYSLO, -145.28850165678313, -110.20598883518186
A27PP69MUCWV0J, -130.60813097442306, -110.0261309959125
A27U34JQKVDTA3, -127.41767929944369, -125.77618987222505
A27ZW1CY6TMKT8, -111.599011808459, -168.07301344603349
A2916ZYJKILPU9, -88.78949183451682, -88.66428241385675
A2A0UH228PYMNX, -124.7438589703491, -113.6677405554481
A2AE610UE18R8G, -117.00017085207705, -110.09056654372708
A2APR9RN3LEJE8, -126.88375057157266, -143.96774584851218
A2AXP68AJJ3B94, -120.17565098442807, -233.94183433554358
A2C54JB2A8I1YO, -108.7196236161822, -113.63126029583728
A2C9NR5DY668JU, -126.66381993678537, -109.2129378918538
A2CISHIOILFDHN, -119.34978286337271, -307.1908287437418
A2CJNNTLFULCTH, -122.32253816979139, -157.08245981350584
A2CMGWK84LFT84, -145.41360501114397, -104.27849148787715
A2CY1TSQ3KKP5Q, -99.14159064996483, -152.75949562013204
A2E72ZI1VESTMR, -120.15591097910627, -130.5896433914961
A2ELH7YDLFNJUZ, -116.36633907296752, -187.4370059774337
A2FN1RVZKLEV0U, -139.70825664112954, -118.8153316655214
A2FS1WANWKDNDR, -105.8705000847151, -108.9120774823965
A2G7F8S617H0BB, -138.23546201848617, -157.56784613496632
A2GALIYUWAIPNV, -107.7082653290892, -117.29597893612919
A2GCBL4AZI88Y4, -133.6951164592061, -110.00886059529259
A2GDA7QID977M9, -130.9199646736877, -125.7556894669575
A2GU5RTKQWJXNA, -111.08516470670673, -107.3469313816449
