id, varRNN, varRL
A1171IQSWQS0K8, -141.63121347373885, -150.58467548481738
A13324WUZPFTSU, -122.1253347829161, -111.0372264648453
A14S8YR2HRXVNX, -231.18475779575914, -109.85140409323907
A153HLAVH5FILS, -140.49811056459976, -136.48768537480896
A156I0UDVISMNE, -123.5496487979188, -173.24303229725945
A157EF77UKOOXO, -116.59899741874253, -118.1408385820832
A159IA6F6H52HQ, -98.73924820554176, -107.73590771312104
A15NB4T70DJF4A, -104.24475781070984, -110.28593369106109
A15YUDP435G6GR, -131.86780532815584, -109.37301523439982
A171WYHYRYMYQZ, -117.08027685980406, -150.28794242193086
A177426A2F8DUY, -145.29230419078394, -128.73416933231948
A17FGZ1I5P9RZA, -131.52469944339165, -200.8381646698187
A18S266M02RWZU, -107.48120158847684, -111.44634846311918
A1983JLO9O8O3C, -119.53778680203969, -110.42282753808085
A19JWJ0ACBROIQ, -123.40685276027246, -111.1265160735442
A19TD2J8506A4Y, -91.49282959492326, -89.92296021809476
A19YM9K2W233IM, -127.67775601002228, -194.44696894892147
A1B14CS9DW7008, -122.63289812985398, -192.37364008115756
A1B3GZ82DXB3FC, -133.231030863702, -166.42785219926378
A1B7GQTH9YG04X, -122.43222039191517, -186.30664993952195
A1BHS3P43IEM0C, -125.46118216318358, -110.0735832189609
A1C6FKYJT2GANX, -109.74189311978093, -120.66263180839115
A1CQ0A0GDCNWQM, -127.67131539561488, -145.25751346028508
A1D81EKB5SHTMR, -116.48801907116534, -124.69489192688425
A1D9UUBPZPYKZS, -157.0316890764687, -205.45483831557914
A1DHGKBQOKC8CC, -99.38870589877226, -125.70507029097357
A1DP4BJKMEF6LS, -126.86783216486505, -177.80575000209416
A1E6CS5JV5MNGI, -115.00874381180223, -121.3738549559887
A1G331HUXOSJAM, -107.76459637693009, -110.91827338875872
A1HA5WALONI2FD, -126.57908408681004, -206.2274988125883
A1HFPDHBLO6KZW, -125.19627995289332, -113.29171679991224
A1HJV1Z4FCM0N6, -117.26446957072288, -110.7197687447843
A1HMUS6WQOT9MN, -115.7783326925599, -142.9017411935801
A1IFIK8J49WBER, -139.9385325777141, -220.14764821537545
A1J7N95EW8EGCX, -133.30088009181654, -150.68893446333337
A1JX9ROLDPIVTX, -154.69808132412413, -169.38376542901327
A1K21SF4UU9I89, -125.51043545626584, -107.92130334780983
A1KIL2V6SMJBGX, -128.49755987724683, -125.18893485887808
A1KWZQMPW91O8D, -150.39966353607107, -112.33682851689234
A1LF01EM2Q2GHY, -124.15354676266035, -147.8509905222963
A1LSFPPDGORPB0, -152.90291108254763, -129.90458712898675
A1MH9ISP7UBIUO, -112.04946579964779, -123.16156912812467
A1MJ82C7YG7W89, -118.47123863367818, -116.76843303709568
A1MLWVH0IE3HJ1, -105.82337239176543, -109.02885250376833
A1MZ1EU82NE0PQ, -108.31067721348725, -115.83166511875959
A1O57XVTTB1PNZ, -117.47544108883781, -150.5248111236599
A1PLQHFKRPQ188, -120.75250483971328, -116.47219409792136
A1QECZB49T1H3K, -107.85800938738946, -107.96675237250972
A1QONOC90I9YMI, -114.77653637218603, -143.27306215179377
A1QX6HVNTMQA2U, -110.24380765311454, -111.82607090994733
A1U3OIZTWRI8JD, -129.82167278531793, -122.66829811709059
A1U69QDM8UIXZ5, -146.9671097710903, -166.9012092810209
A1UGB52LY7DEGO, -252.14383687068653, -110.66970892480593
A1UY31PXAQRQ5G, -112.16872769622616, -111.06989456001942
A1V2TADVHGDHYM, -113.23070726702204, -158.3677744979807
A1W1QA5KGVZBLC, -113.83848041645611, -144.85854133355798
A1XBWSV6TWJUU8, -111.76771135806786, -121.27932476416247
A1YGJPSS0T3O6J, -132.94079258758777, -110.74620556637568
A1YQ54ZCCS1G1C, -140.3185045530691, -142.25602032687735
A1ZTWWYWQWT7NJ, -107.33024532581251, -110.83567796643025
A203M04929HFP4, -129.98525562776905, -165.0753381411638
A208A2GT4OHJOG, -112.42045034929203, -178.08863683958995
A20VAAO3DYW5GL, -111.42820056301963, -110.0391963295581
A20VSS4MA17WZ6, -160.82124082477418, -140.64766165511824
A2196WCNDZULFS, -146.64994179801332, -233.1834670220727
A21WXJDPT7I70M, -124.19674524403098, -206.08054395284398
A222R4PNCF08OF, -116.5319660516915, -119.00150997578147
A22WWSTT8TU7G1, -141.4794654116726, -142.99413946338777
A22ZZCICZDCSTY, -104.77463003453681, -150.54988412484207
A237TMG0AIG9PX, -108.09576214735276, -119.83035445091097
A24KZEEOBETVFU, -114.20315677955449, -110.8250432629918
A2531UD0IGT731, -146.61590437556032, -145.58011755380156
A26Z8M2VSEWUU4, -147.22821347808687, -172.9816165324771
A27KDTUI0H1KJV, -137.36949185450356, -192.90821373815365
A27NU7HHB8ONQN, -157.69662028871872, -109.92578261974282
A28JBDTFGFJ5NR, -130.09793348978778, -147.2999672604344
A28UKEK37QVJCG, -143.33948390465662, -231.1246802709766
A29UAE19L171DV, -114.24162167505821, -131.1190798914929
A2AJA3UXBCKD9X, -168.29055273483175, -111.690333921526
A2AWSN5CWONM8, -141.62124013106555, -138.9926063574524
A2BLQ1GVEHJR8T, -114.06573623702964, -145.203295724962
A2BWFW7YIT6SXA, -132.81304061868144, -158.13615373012092
A2C3NX6FY216V5, -104.33432118156492, -102.8342085202706
A2CAMPAA7650H2, -144.64867055514821, -223.51843673201046
A2CFWSOCEXD81T, -182.19891285322004, -109.66730824996051
A2CVQU44JRXCKU, -100.52332125483765, -107.93782482223155
A2D3UKFHTXOX68, -123.3981889246199, -198.15262702183182
A2DC6TG86OSCRK, -110.06340716622083, -175.11229059592497
A2DZV5E6PH5NC4, -137.55851399871898, -262.2486618237131
A2E7S35ZI3WBET, -112.13841706931515, -120.45686355691713
A2EGX50U9PI5JM, -135.53018601059173, -137.45940494973343
A2EN2JB0M007A6, -134.0742660501281, -110.01584812589924
A2GXLM74C7BDI8, -110.64770388755166, -143.27919797557465
A2I14UHUQIH4L0, -112.83527748633736, -165.8984079092553
A2IUAIVTQ1DSCR, -108.01887428581843, -116.99054286607485
A2J43FWL1Z0FV1, -123.50159581220704, -157.6014896039178
A2J66CSF8URI7W, -119.41629406878923, -123.84628007181597
A2JJ46H36C4R9, -141.95976476933484, -118.22028812973629
A2JMIAOV67CPHI, -137.26508797659898, -183.625883023604
A2JOUZDN5UTBNK, -116.71755648043465, -110.44872239456411
A2K6Z7C7Z6VTBF, -164.74573793636006, -88.28949869024103
A2LOLCBOJZ80DD, -112.45095659669893, -121.73955848209596
A2MYP4G1RB2X2P, -118.75357823283477, -107.35246968283161
A2N1SLTD9SIVLR, -135.69111708240032, -106.8996431390577
A2O4TQTT57L48Q, -109.30859787459853, -146.9520423226739
A2P5UFOTXOR08T, -109.97748379373651, -120.97252703262514
A2QAJ9ZTN8YY89, -167.42056777506065, -233.71483551766218
A2QIX7DNN0DZY6, -124.79146290788508, -152.80973430179793
A2R1LWOGQJTGRL, -118.29902564237196, -109.71871937800903
A2SAIKFIAV81P5, -117.04811597157293, -109.80247155612483
A2SIHWBR1S6TGF, -110.78949217620095, -111.12973164668597
A2SLEMDA17XTZ1, -121.80956774576983, -123.19036590048925
A2TV18A7NQF6I5, -134.91451212714614, -139.30841934184096
A2TZT2OMDQFLAE, -137.39187514638778, -178.18131117956523
A2UKP9VV7OULRX, -109.02007751851414, -147.26311164006594
A2V2DBS6NCSIQP, -141.47001798159397, -178.0933933511387
A2VF6506WDNXKS, -113.3887601486667, -154.55287573672518
A2VN59CZEQ7P0R, -138.37721635888107, -169.09027300839708
A2VSUCEXMNSUF5, -94.31281229188141, -109.20132938311698
A2W02ACKYETLOA, -124.01443732046947, -113.15598919278632
A2WNCSL3W1GK4M, -122.4746968737154, -108.89547017830162
A2WQPFE3ZGE5N8, -166.6051139818382, -192.9368518953676
A2WSSRWT4ZBHK3, -119.57064823402419, -144.9233980659766
A2WSVHUR3V9TTJ, -148.61864266544023, -183.4734135627253
A2WZ71TT9AJPV, -107.0248940060446, -120.59184527002954
A2XWXL9TSRRALZ, -117.60217049530281, -111.6972061743956
A2YO1U4FV1N5MN, -140.77658838086188, -141.103247691473
A2YUEEOJT5NQXV, -150.62054216837325, -194.4704884203262
A2YZVS6MBFQQPQ, -149.64810653988837, -181.1298273295907
A2ZIO0ZTIXOE9J, -131.5658589611562, -215.3269412749784
A30GMGC1ADGYWB, -105.95597173010016, -141.89288242168823
A30J4IZCMCR31F, -135.12004710170413, -128.9869420793936
A30S3NM2G8YALB, -128.21616153984743, -110.11818603227417
A30SW74YXUN4UK, -110.38856700311587, -109.35564582625425
A30Z3CWKO1B6R7, -122.06726632973879, -183.11876390375403
A30ZF45ASY02Z6, -134.5580331417776, -110.89636468314242
A31U7VGTEOY2RG, -104.70318622355468, -111.89226201829705
A321WQIFK10UV3, -139.8464700971008, -145.2422254898769
A32EDXXUOTLBPP, -109.89052999403904, -114.80367618127265
A32YT7XWI6B81S, -114.34373483541624, -112.8403725596713
A342YLIMT6THWO, -131.4315190158258, -125.97554281374646
A345TDMHP3DQ3G, -137.0673970192006, -154.42250118081242
A348UZASXTNGWR, -127.5136963480962, -128.41701549262078
A34CPKFZXBX1PO, -129.96627268063696, -192.62185182961701
A34VID9K8BKKSH, -120.88639497608027, -123.04228790466784
A34XR21XZ4ZPMB, -165.06832437253647, -113.79915366559628
A35WHLJA4H7YCM, -142.9390257336555, -171.33708509649324
A363NKR14886XG, -156.24448008246765, -182.9666996686139
A3654R5IHKA52J, -125.72458927391855, -105.69811925957558
A367QJ0PT161DX, -134.19398143803733, -128.6912745883241
A36MQHIULG0E6C, -122.9929378459801, -109.14515433145908
A3793XPPZARPS3, -137.86135114466308, -103.95831956368158
A37PNAIK1TKLVS, -133.76960994726852, -367.5942787790065
A38RC4GG8KLJI7, -111.96055046664858, -109.79322533578011
A39Y2UOHEAD0DT, -132.83379264355867, -142.0649014812775
A3ACSVUU6YI92U, -121.63715164819345, -159.47887650952836
A3B6CJ8OHWI4AU, -121.88374526951861, -145.2454522097368
A3B9QNYDDXGL9I, -140.2835064866323, -337.82032464738444
A3C2DKCZLI304P, -112.15045803996593, -89.02087890758959
A3C99LYQMQISUF, -132.18523448113308, -241.72094950225775
A3CDWPBKYDDASL, -134.7646546053151, -113.16357536958766
A3CI9V0ENNLUAT, -125.15011049609794, -144.04092189424838
A3DDYGSM8CLJW, -160.79208295767177, -136.8976182273854
A3DR9RNUCUM0HF, -162.86124012068242, -157.31079511473416
A3DUAHX5VT0ZMY, -118.45642600779303, -136.6604065986088
A3E3J0HD0G6AB5, -118.91326291248254, -130.8606898725157
A3E65HYKUDT1D5, -119.79172567243512, -110.07896380106992
A3FY6THWKRYN9M, -143.15624147443577, -166.90493541251988
A3G5IPGLH1IIZN, -116.74400510235549, -157.62441574099634
A3GEXZD5FXGMHD, -128.80982023443943, -138.48398071699998
A3GP8FXH7J96UK, -101.75533888862181, -127.32767767550541
A3HGZDLMCKGPSE, -128.26298488329738, -119.08171191535156
A3HHY0ZZ6PC2YW, -99.06889455987809, -110.49114649242087
A3JAU7FJ0JJ1IU, -134.74080350646886, -161.18053452745704
A3L2CJTA12YOHG, -149.19539057823647, -145.0873026922494
A3LC8JT9NKNKN, -146.15971766485828, -192.16785690577956
A3LCO8WBGHAI4K, -149.7500083211771, -177.96757606105368
A3LT1TCMEGY73D, -122.62571787322025, -110.70949571887678
A3M8A5YRDBHV8B, -152.17858687480592, -146.42084348350915
A3MELYYGRJ61SX, -160.206245756832, -162.6816720573639
A3MKQ62CNO0MM8, -119.02741354673357, -156.5805131275328
A3MVSM2JWY88JZ, -116.57687418149425, -134.36504975939457
A3N5RLYH05PY8L, -111.506427153252, -110.92468317052621
A3OX9C8S39U9HJ, -138.7505513656531, -105.74059170924036
A3PFU4042GIQLE, -124.62735252962872, -173.15741915726403
A3PWRZ67TPKZPU, -107.85896327133102, -111.07969839769427
A3R5P4URN7QKU8, -159.0384666222916, -111.17490025816606
A3REGSAW2MEXUE, -136.5387084993287, -121.74620964249632
A3RK6823JUAI1C, -104.95439069430134, -110.14310271766242
A3SRVRFTL8413I, -116.18770552516939, -122.48689594995172
A3STW7EL76T5YN, -107.12282628909149, -113.30462121344516
A3T8THFPERMABH, -107.66718323250312, -127.07490340144106
A3T9OPOX78GYUI, -140.93795398558018, -129.42321976051008
A3TG8FPBN2D1VT, -134.7970211739025, -187.49673704027109
A3TRNNPY5KJEUR, -111.30448578198673, -92.44383183422416
A3UD7T1L80TCR3, -173.5121413497245, -136.45879632204165
A3V5O8N34LPUSG, -148.0723566130581, -160.61332978298702
A3W4MAKNDI1SXM, -132.45779493077794, -121.06841169762167
A5FUU339LEP25, -153.26172502676786, -134.15345764052455
A5QR527E77B9D, -129.06628952929765, -110.7254064267791
A5TN0KXEPV4QP, -144.77920026411175, -215.28089236831573
A6QR4K322HT3T, -170.46110696018334, -177.08446734026631
A6RQ39L4WDLUW, -137.44873358331301, -142.66294330818096
A7P324L1TFL19, -139.28775367422602, -179.05344862122237
A7PEDAB3ALEYA, -116.5877991663074, -116.69752426177028
A8CFS7FAITHXX, -178.92023716692077, -151.48655653390387
A8UNVAKQHADKT, -127.35571576239758, -125.689700152441
A94QDTSK49SIU, -114.9823704140051, -182.30246899401408
AALXX2P1V0A41, -126.45362131199217, -156.36047365432128
AAW3ZDECLGIMV, -117.32517713320838, -138.8951412165929
ACM7GDJASVO93, -136.58008599087478, -134.33105118496113
ACOUEGRDJO7B6, -92.5173778927461, -111.27574406864554
ACSS93E03ZUGX, -108.31411356441205, -138.57723198154227
ADL6HFLKUSQOZ, -103.21181357791717, -110.08762274387452
ADU7XJYUJLGNA, -150.2444591114308, -168.44368779165816
AF24RKK9OSJNX, -104.30259949999288, -110.67147207755268
AG8PCITDPLLKU, -158.00785223541618, -238.63322655958305
AGNJKSH5LFKXZ, -164.21690994727237, -218.19401974322477
AH4GIBPZ4N1VO, -122.38147261268391, -110.77216868289037
AH4KZU52G2WCN, -114.26329752314868, -148.89422498006812
AJD65G9H2QUE9, -138.61799071278514, -170.00284185183605
AJTPDPN27UCUS, -158.0587340799339, -223.29448560907642
AK5LNLWKVISPI, -125.15843128525692, -121.27364403395048
AKMOBFEEKW378, -116.69497473191595, -129.27329468537184
ALRRK4B0VPPQ2, -113.0681893585969, -187.74978809719295
AM3HRLNKHP7QM, -155.22577952912485, -110.20171067082049
ANV3ZKKIO6IF6, -161.61717059537415, -117.74197799748988
AP0RILUOP7SW6, -147.63244042089227, -156.33265032001626
AP6WTJVPDJQPK, -174.34180631299148, -197.644106479531
APKTDTD9LK539, -116.19591035304352, -136.52011141312332
AQGAWYR5DBRCP, -128.7641821704, -125.76878667496656
AR39OP4746H4F, -113.15434566392356, -126.82805492646872
AS1KP4SMNONQC, -183.57654333843396, -119.95808830412734
AS56NGGEVTZIX, -121.50327441276848, -131.3501325875965
ATB61V8F7XVW4, -105.28160946949772, -111.20033564162298
AU1DRUXNBAJ16, -180.77261768838022, -131.78652072218048
AU954O2L5LLGJ, -134.43360831469474, -177.4480113722329
AU9LQW279ZBNK, -111.94044425747055, -213.41498092451482
AUS42DYFLEAXL, -129.58266505361738, -144.7735555222957
AUYGA5NAC1IO6, -111.11029433478457, -160.26303488397562
AVASQBFN6J692, -103.10095385325683, -108.12368252601301
AVJ7MQZ6AQF5M, -150.64483273838195, -271.0228745684112
AVUU1N5A6CH3K, -123.49095320908768, -158.9335788072263
AWB4J1GY0YL1J, -131.05439827993962, -145.38845867056406
AWVLT2L5AP873, -125.52962129829865, -129.22766710734876
AWYJAKECMVVUX, -156.9876437133762, -128.91226673118334
AX1U5YVHOTUEG, -142.25171047205149, -108.14314767271665
AYDJVEDZ1Q3DW, -109.09372717188542, -94.9138344207984
AYEK5GQEE3STW, -129.25143581119482, -135.32400966508575
AZ8NBOTCBCLKG, -121.7490937368312, -142.14006776092896
AZHXFE6BIUJNV, -113.75674807748153, -115.26763805726054
