sid,pre accu,post accu
S100,,[0.60416667 0.72916667 0.64583333 0.60416667]
S91,,[0.64583333 0.79166667 0.58333333 0.66666667]
S92,,[0.66666667 0.72916667 0.8125     0.875     ]
S93,,[0.64583333 0.72916667 0.54166667 0.72916667]
S94,,[0.8125     0.875      0.72916667 0.83333333]
S95,,[0.8125     0.875      0.85416667 0.85416667]
S96,,[0.75       0.85416667 0.8125     0.875     ]
S97,,[0.60416667 0.79166667 0.8125     0.83333333]
S98,,[0.8125     0.875      0.85416667 0.85416667]
S99,,[0.60416667 0.85416667 0.6875     0.79166667]
