sid,pre accu,post accu
S100,,[0.60416667 0.52083333 0.5        0.58333333]
S91,,[0.54166667 0.45833333 0.4375     0.52083333]
S92,,[0.52083333 0.52083333 0.58333333 0.52083333]
S93,,[0.58333333 0.52083333 0.4375     0.60416667]
S94,,[0.41666667 0.52083333 0.54166667 0.4375    ]
S95,,[0.41666667 0.52083333 0.5        0.41666667]
S96,,[0.52083333 0.45833333 0.58333333 0.52083333]
S97,,[0.45833333 0.5        0.5625     0.45833333]
S98,,[0.41666667 0.52083333 0.5        0.41666667]
S99,,[0.5        0.41666667 0.5        0.45833333]
