,0,1,id,block
0,0.52068186,0.47931808,S100,0
1,0.34405935,0.6559406,S100,0
2,0.51875144,0.48124862,S100,0
3,0.3203786,0.6796214,S100,0
4,0.071573265,0.9284268,S100,0
5,0.24849384,0.75150615,S100,0
6,0.12585446,0.8741455,S100,0
7,0.09509597,0.90490407,S100,0
8,0.07616092,0.92383903,S100,0
9,0.08145483,0.9185451,S100,0
10,0.19890694,0.8010931,S100,0
11,0.042885203,0.9571148,S100,0
12,0.07468313,0.9253169,S100,0
13,0.19621636,0.8037836,S100,0
14,0.016026545,0.98397344,S100,0
15,0.054010227,0.9459898,S100,0
16,0.14529455,0.8547055,S100,0
17,0.06350471,0.9364953,S100,0
18,0.22151263,0.7784874,S100,0
19,0.16700937,0.83299065,S100,0
20,0.70451975,0.29548022,S100,0
21,0.76400054,0.23599954,S100,0
22,0.4701441,0.5298559,S100,0
23,0.20635617,0.79364383,S100,0
24,0.46056357,0.53943646,S100,0
25,0.5326274,0.46737257,S100,0
26,0.172596,0.8274041,S100,0
27,0.20841293,0.79158705,S100,0
28,0.3798552,0.62014484,S100,0
29,0.090604804,0.9093952,S100,0
30,0.39678654,0.6032134,S100,0
31,0.15123348,0.8487665,S100,0
32,0.50655377,0.49344632,S100,0
33,0.38141364,0.6185864,S100,0
34,0.5550181,0.4449819,S100,0
35,0.64901257,0.35098746,S100,0
36,0.7832761,0.21672396,S100,0
37,0.70402306,0.29597697,S100,0
38,0.7859021,0.21409795,S100,0
39,0.14353016,0.8564698,S100,0
40,0.18180676,0.81819326,S100,0
41,0.48782945,0.5121706,S100,0
42,0.18220069,0.8177993,S100,0
43,0.3622713,0.6377287,S100,0
44,0.29263225,0.7073677,S100,0
45,0.29270852,0.7072915,S100,0
46,0.54661703,0.453383,S100,0
47,0.5066501,0.49334982,S100,0
48,0.6601632,0.33983684,S100,0
49,0.4387651,0.56123495,S100,0
50,0.11944416,0.8805558,S100,0
51,0.7570411,0.24295889,S100,0
52,0.7184963,0.28150362,S100,0
53,0.61148596,0.388514,S100,0
54,0.5682537,0.4317463,S100,0
55,0.42024684,0.5797532,S100,0
56,0.44781658,0.5521834,S100,0
57,0.5860981,0.41390193,S100,0
58,0.5387633,0.46123672,S100,0
59,0.46933782,0.5306622,S100,0
60,0.6839559,0.3160441,S100,0
61,0.30800858,0.69199145,S100,0
62,0.602295,0.39770496,S100,0
63,0.871206,0.12879406,S100,0
64,0.67018986,0.32981014,S100,0
65,0.33468494,0.6653151,S100,0
66,0.40088198,0.599118,S100,0
67,0.5136754,0.48632458,S100,0
68,0.22356696,0.77643305,S100,0
69,0.4015185,0.59848154,S100,0
70,0.15118715,0.8488129,S100,0
71,0.437632,0.56236804,S100,0
72,0.21178012,0.78821987,S100,0
73,0.43294787,0.5670522,S100,0
74,0.73802197,0.26197803,S100,0
75,0.7770902,0.22290973,S100,0
76,0.5112047,0.4887953,S100,0
77,0.8804515,0.1195485,S100,0
78,0.450408,0.54959196,S100,0
79,0.8304502,0.16954984,S100,0
80,0.75209075,0.24790926,S100,0
81,0.45574194,0.54425806,S100,0
82,0.7255698,0.2744303,S100,0
83,0.7737584,0.22624162,S100,0
84,0.17461108,0.82538897,S100,0
85,0.3616258,0.63837415,S100,0
86,0.7260599,0.27394006,S100,0
87,0.35475904,0.645241,S100,0
88,0.7597202,0.24027978,S100,0
89,0.461248,0.53875196,S100,0
90,0.23731382,0.76268613,S100,0
91,0.45108658,0.5489134,S100,0
92,0.37841704,0.6215829,S100,0
93,0.40282518,0.5971748,S100,0
94,0.37859756,0.6214024,S100,0
95,0.6604216,0.33957842,S100,0
96,0.35936764,0.6406324,S100,0
97,0.51816624,0.48183373,S100,0
98,0.3166045,0.68339556,S100,0
99,0.5340746,0.4659254,S100,0
100,0.26109,0.73891,S100,0
101,0.66388327,0.33611673,S100,0
102,0.85173225,0.14826772,S100,0
103,0.3637892,0.6362108,S100,0
104,0.8424626,0.15753743,S100,0
105,0.6716701,0.3283299,S100,0
106,0.6801063,0.31989372,S100,0
107,0.16345903,0.836541,S100,0
108,0.34066787,0.65933204,S100,0
109,0.6368732,0.36312684,S100,0
110,0.26617205,0.733828,S100,0
111,0.69898254,0.3010175,S100,0
112,0.7287069,0.2712931,S100,0
113,0.39557302,0.6044269,S100,0
114,0.5882253,0.41177472,S100,0
115,0.65885574,0.3411443,S100,0
116,0.55360895,0.4463911,S100,0
117,0.51838255,0.4816175,S100,0
118,0.39938298,0.60061693,S100,0
119,0.756004,0.24399598,S100,0
120,0.5344525,0.46554747,S100,0
121,0.6209586,0.37904137,S100,0
122,0.7568365,0.24316353,S100,0
123,0.8915144,0.10848555,S100,0
124,0.54018515,0.45981488,S100,0
125,0.7639832,0.23601681,S100,0
126,0.7212551,0.27874494,S100,0
127,0.60785514,0.3921448,S100,0
128,0.5868061,0.4131939,S100,0
129,0.5689999,0.43100014,S100,0
130,0.5921425,0.40785745,S100,0
131,0.7319753,0.26802465,S100,0
132,0.37328455,0.62671536,S100,0
133,0.44665706,0.55334294,S100,0
134,0.50674796,0.49325204,S100,0
135,0.2640104,0.73598963,S100,0
136,0.4249318,0.57506824,S100,0
137,0.31489426,0.68510574,S100,0
138,0.34702474,0.65297526,S100,0
139,0.3382214,0.66177857,S100,0
140,0.22594616,0.7740538,S100,0
141,0.18759738,0.8124026,S100,0
142,0.39489007,0.60511,S100,0
143,0.3785288,0.62147117,S100,0
144,0.5387152,0.4612848,S100,0
145,0.3642409,0.6357591,S100,0
146,0.6148495,0.38515055,S100,0
147,0.42494905,0.5750509,S100,0
148,0.37307194,0.6269281,S100,0
149,0.4802491,0.5197509,S100,0
150,0.035793364,0.9642066,S100,0
151,0.30783963,0.69216037,S100,0
152,0.24273959,0.7572604,S100,0
153,0.2143162,0.7856838,S100,0
154,0.27510318,0.7248968,S100,0
155,0.18896243,0.8110375,S100,0
156,0.11160642,0.8883935,S100,0
157,0.28562662,0.7143734,S100,0
158,0.19406505,0.80593497,S100,0
159,0.11997547,0.88002455,S100,0
160,0.26658693,0.73341304,S100,0
161,0.35011622,0.6498837,S100,0
162,0.22620495,0.773795,S100,0
163,0.24104305,0.75895697,S100,0
164,0.3784444,0.6215555,S100,0
165,0.3878577,0.61214226,S100,0
166,0.39700836,0.6029917,S100,0
167,0.5065144,0.4934857,S100,0
168,0.32451484,0.67548513,S100,0
169,0.547482,0.45251805,S100,0
170,0.43901837,0.56098163,S100,0
171,0.38818467,0.6118153,S100,0
172,0.43842793,0.561572,S100,0
173,0.37781602,0.622184,S100,0
174,0.40859166,0.5914083,S100,0
175,0.5267205,0.4732795,S100,0
176,0.33194005,0.66805995,S100,0
177,0.3939599,0.60604006,S100,0
178,0.37988153,0.6201185,S100,0
179,0.38354793,0.61645204,S100,0
180,0.37928525,0.6207148,S100,0
181,0.37911367,0.6208863,S100,0
182,0.38293692,0.61706305,S100,0
183,0.2363382,0.7636618,S100,0
184,0.503699,0.49630105,S100,0
185,0.1724687,0.82753134,S100,0
186,0.17497104,0.82502896,S100,0
187,0.4315701,0.5684299,S100,0
188,0.5404847,0.4595153,S100,0
189,0.2548073,0.74519277,S100,0
190,0.44084257,0.55915743,S100,0
191,0.4869161,0.51308393,S100,0
0,0.45986506,0.54013497,S91,0
1,0.5260488,0.4739513,S91,0
2,0.38281578,0.6171842,S91,0
3,0.3650337,0.6349664,S91,0
4,0.39121956,0.6087804,S91,0
5,0.7180682,0.28193188,S91,0
6,0.3039569,0.69604313,S91,0
7,0.562386,0.437614,S91,0
8,0.31883177,0.68116826,S91,0
9,0.45300665,0.5469934,S91,0
10,0.39018822,0.6098118,S91,0
11,0.19618385,0.8038161,S91,0
12,0.4503436,0.54965633,S91,0
