,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,id,block
0,-0.23984808,0.25551596,0.0919748,-0.45852506,0.53817517,-0.43954772,0.19885159,0.23127078,0.20782045,0.35388806,0.33640742,-0.17340088,-0.72655636,-0.055260506,0.24101141,-0.12296441,-0.53164303,-0.022415608,0.04377646,-0.5843993,-0.093350686,0.16738117,0.03725072,-0.18235148,0.28722832,-0.25705457,0.06432868,0.14170362,0.13430837,0.1328487,0.14808698,-0.08080865,-0.34075516,-0.020874962,0.1331857,-0.0664274,-0.22922857,-0.012552166,0.022792151,-0.34617037,S100,0
1,-0.66451645,0.18852596,0.087303236,-0.023779243,0.4404987,-1.011118,-0.5926794,1.054005,1.0566313,-0.79011595,0.26560584,0.7903116,-1.4897068,0.94776416,-0.015020847,0.82282424,-0.52790064,-0.017560204,-0.4271728,-0.04380184,-0.014347555,0.16697961,0.065357156,-0.01952265,0.13669097,-0.6756259,-0.5264022,0.78212714,0.5212885,-0.023517454,0.25542483,0.18333727,-0.3965484,0.4879801,-0.014839329,0.033435676,-0.0015690072,-0.011327389,-0.014321764,-0.0005415895,S100,0
2,-0.42388663,0.116014265,0.12000862,-0.26473966,0.29545358,-0.9824942,-0.18539122,0.74658036,0.9304304,-0.34644014,0.21863826,0.52327836,-1.6377876,0.685468,0.1963847,0.63349074,-0.49986246,-0.00415498,-0.22213255,-0.31432575,-0.19133052,0.06273365,0.04645391,-0.13249803,0.17998312,-0.44496286,-0.07825162,0.30508295,0.40848032,-0.14683452,0.10649757,0.18689883,-0.44057515,0.2527242,0.1282784,0.25817218,-0.24630022,-0.0024483304,-0.11387876,-0.20750529,S100,0
3,-0.4000281,0.1867738,0.16478284,-0.47576815,0.45860714,-0.95640814,0.03305058,0.55033636,0.7178204,-0.062148064,0.35089597,0.37198767,-1.8879135,0.50771683,0.30122894,0.39022255,-0.66314507,-0.0229046,-0.10984114,-0.5883044,-0.14665273,0.116613366,0.058817424,-0.1889576,0.2647358,-0.48937917,0.010909583,0.30706853,0.4200389,-0.025695244,0.14888635,0.13984284,-0.5676026,0.17932168,0.17743964,0.18550752,-0.26662946,-0.0139381215,-0.057010893,-0.36414015,S100,0
4,-0.8019069,0.12517877,0.15858681,-0.024644459,0.34514037,-1.0917281,-0.7194458,1.2315574,1.2981598,-0.9146701,0.2783259,1.3068402,-2.490498,1.4422004,-0.013422431,1.3253412,-0.65713423,-0.015545759,-0.55521953,-0.04366935,-0.017644882,0.110008284,0.119461186,-0.020485999,0.11268285,-0.709123,-0.61079836,0.8415136,0.5702295,-0.025299277,0.26702744,0.22825913,-0.42053962,0.6043062,-0.013268671,0.04094477,-0.0016703992,-0.010137847,-0.017509535,-0.000607708,S100,0
5,-1.1654116,0.051821873,0.15257454,-0.013723703,0.18553808,-1.1801143,-1.3569362,1.6566935,1.7118273,-1.1610646,0.20056364,2.1764529,-2.9583192,2.2662487,-0.018382916,2.2420402,-0.6492007,-0.013917446,-0.8225914,-0.020910136,-0.030546062,0.042556442,0.11154771,-0.011937474,0.07060454,-0.72541636,-0.8703515,0.926929,0.53743356,-0.036854014,0.19513498,0.20034687,-0.3513032,0.6793417,-0.018231304,0.03799569,-0.0025601399,-0.009467293,-0.025383862,-0.00030962264,S100,0
6,-1.4324055,-0.018410768,0.1471676,-0.018345911,-0.003480196,-1.2671701,-1.8326373,1.8031607,1.9797097,-1.1766989,0.12820178,3.039466,-3.4582996,2.971977,-0.014022684,3.1116524,-0.6419423,-0.016558535,-1.1399965,-0.033579923,-0.027475279,-0.014791127,0.09309605,-0.015892921,-0.0015259448,-0.7678616,-0.9439982,0.9447205,0.6041389,-0.046600465,0.12555374,0.13464649,-0.45991907,0.6737284,-0.013932642,0.032385714,-0.0032524078,-0.0125224795,-0.03163729,-0.0006157363,S100,0
7,-0.9542504,-0.054794118,0.1653982,-0.29836354,-0.08079072,-1.1965029,-0.9423191,1.2272139,1.579176,-0.6621299,0.082349636,2.2968843,-3.2557473,1.9500978,0.24806656,2.4201245,-0.54009616,-0.031069469,-0.74133694,-0.29421297,-0.38773564,-0.028144838,0.06375994,-0.15129212,-0.05215072,-0.4891116,-0.33553973,0.37460345,0.48765352,-0.2624186,0.041794766,0.3521169,-0.45568615,0.39948103,0.16098121,0.448959,-0.27271262,-0.019239834,-0.34111485,-0.20039947,S100,0
8,-0.6839956,-0.10498909,0.16725528,-0.30156994,-0.022619225,-1.1229527,-0.50669724,0.7546379,1.1652483,-0.26285934,0.21015778,2.1068664,-3.1904695,1.591799,0.351085,1.7148995,-0.49911046,-0.11136092,-0.34396333,-0.46808976,-0.2820106,-0.050967317,0.06999633,-0.13417408,-0.013458785,-0.49768794,-0.2038896,0.33371624,0.47363982,-0.1288853,0.10480666,0.31768328,-0.6008763,0.41584945,0.20977862,0.3824489,-0.23138157,-0.06431766,-0.17789829,-0.27790213,S100,0
9,-1.0349001,-0.13271281,0.16145377,-0.025341904,-0.14704354,-1.1384335,-1.1840742,1.3101771,1.5096848,-0.9629334,0.149102,2.9840636,-3.6775692,2.3751438,-0.00928481,2.5973496,-0.49528673,-0.035444982,-0.8174672,-0.045056596,-0.020499678,-0.11423465,0.11598821,-0.020965533,-0.053777803,-0.7419426,-0.8214442,0.8627907,0.62847584,-0.030772293,0.1454115,0.2007121,-0.46469143,0.6546755,-0.00918322,0.04605177,-0.0014822524,-0.02462577,-0.027063344,-0.00070533727,S100,0
10,-0.72395027,-0.16034336,0.21570787,-0.37419984,0.014043778,-1.1650708,-0.5407059,0.87291425,1.3068825,-0.4753396,0.2651106,2.5883942,-3.6633875,1.6616873,0.290333,1.9331666,-0.58647984,-0.15729977,-0.22946697,-0.43337113,-0.2774474,-0.081270315,0.06210548,-0.18218763,0.009487341,-0.53813237,-0.21132764,0.35160908,0.52608865,-0.22158492,0.12531514,0.26592982,-0.5743165,0.38877672,0.19907646,0.4117637,-0.3142759,-0.10733446,-0.12351683,-0.30187684,S100,0
11,-0.5267564,-0.17811896,0.18973856,-0.3686758,0.19268937,-1.1381027,-0.32948425,0.55080295,1.0578817,-0.12343973,0.4326622,2.5136025,-3.620584,1.3828602,0.39545918,1.3444419,-0.62477326,-0.27205068,0.17416832,-0.6821934,-0.21204469,-0.086220175,0.0697448,-0.16795547,0.116017446,-0.52019083,-0.136984,0.27543774,0.47960508,-0.062367868,0.20823176,0.28342757,-0.65260875,0.41596526,0.24574167,0.33780086,-0.28839123,-0.16824573,0.09111477,-0.4036092,S100,0
12,-0.8616158,-0.19107871,0.18378222,-0.026330646,0.07574372,-1.1560539,-1.0357698,1.2156866,1.4566919,-0.91248435,0.34919906,3.3665152,-4.0156016,2.186776,-0.00828344,2.2406878,-0.61910814,-0.08082918,-0.36300132,-0.05535619,-0.0180874,-0.16366054,0.13175108,-0.022033887,0.027844075,-0.7447203,-0.76968795,0.8369334,0.61982465,-0.02782299,0.3301194,0.2069441,-0.4639546,0.65901667,-0.008198523,0.045641925,-0.0017439238,-0.057142098,-0.013313609,-0.00095086783,S100,0
13,-0.6028207,-0.19793095,0.2061488,-0.3614769,0.1817416,-1.1807368,-0.47094816,0.8408296,1.271723,-0.43665317,0.43216324,2.903261,-3.9075172,1.5398433,0.2816603,1.6999753,-0.686694,-0.19564183,0.08579999,-0.44522175,-0.23550415,-0.10165208,0.05923365,-0.17442252,0.121073976,-0.53679985,-0.18982545,0.33962065,0.5191679,-0.20307012,0.19988117,0.26211834,-0.57270443,0.38348112,0.19569467,0.39699978,-0.3526728,-0.13355742,0.047543734,-0.30951774,S100,0
14,-0.41732058,-0.17551441,0.14606725,-0.31411985,0.23151071,-1.1302094,-0.24958435,0.5585681,1.0210627,-0.10658626,0.5134495,2.6086826,-3.6540709,1.2692368,0.34675524,1.2174622,-0.6229593,-0.2496462,0.26979858,-0.6250895,-0.18684833,-0.08563949,0.061379027,-0.14704162,0.13563214,-0.49072,-0.11036429,0.26457942,0.4467236,-0.050219562,0.25225112,0.33347052,-0.59583014,0.4049831,0.21182361,0.34031487,-0.27317512,-0.14795314,0.13753572,-0.37073776,S100,0
15,-0.75107956,-0.19613905,0.14043218,-0.022563092,0.06730321,-1.2456024,-1.0499463,1.2436191,1.5454001,-0.93484974,0.4081071,3.4285288,-3.9793556,2.1199298,-0.0075283786,2.118222,-0.61456645,-0.10210517,-0.16132699,-0.052600913,-0.020593738,-0.1555933,0.10576795,-0.019374246,0.023125194,-0.7492474,-0.7773906,0.8445096,0.5486926,-0.03739481,0.382053,0.17990531,-0.47473457,0.7194424,-0.0074595558,0.032407813,-0.002119993,-0.06902437,-0.0058679194,-0.0007246039,S100,0
16,-1.120357,-0.20964429,0.13519494,-0.016506007,-0.080854304,-1.1744776,-1.5670359,1.6528912,1.7667243,-1.2037323,0.316471,4.1997676,-4.190639,2.8139267,-0.01911292,3.0175045,-0.6086748,-0.030223569,-0.5227294,-0.025376856,-0.028642528,-0.1765355,0.097119205,-0.014147733,-0.033032093,-0.7357842,-0.9103169,0.9265933,0.57751113,-0.033159208,0.30163208,0.20286658,-0.33573574,0.65239173,-0.018940536,0.04621076,-0.002240759,-0.021659302,-0.020921923,-0.00044171908,S100,0
17,-0.8832949,-0.12660578,0.18332478,-0.3759519,-0.21794042,-1.1964203,-0.962109,1.2517358,1.4513141,-0.74387264,0.2940161,3.47479,-3.517735,1.8985729,0.18426012,2.3551612,-0.581928,-0.118628025,-0.0272277,-0.25834948,-0.33577946,-0.04948546,0.0536546,-0.19612026,-0.12645258,-0.44963366,-0.3938,0.35981596,0.43670422,-0.35540354,0.1540927,0.28279752,-0.575059,0.41253707,0.116863824,0.43986028,-0.26097238,-0.07567237,-0.013264209,-0.16157687,S100,0
