sid,post accu,
A002160837SWJFPIAI7L7,[0.575],0.575
A10ZJQC7W1QHIO,[0.63057325],0.63057325
A13324WUZPFTSU,[0.56603774],0.56603774
A1342JQPZWA0IZ,[0.6375],0.6375
A13I77DAQDOP0O,[0.50955414],0.50955414
A156I0UDVISMNE,[0.59235669],0.59235669
A157EF77UKOOXO,[0.45625],0.45625
A159IA6F6H52HQ,[0.49032258],0.49032258
A15J42M6EC7Y1K,[0.47798742],0.47798742
A171WYHYRYMYQZ,[0.51875],0.51875
A18QKM5Z69TLS,[0.5875],0.5875
A19WXHQSBB6P6O,[0.58125],0.58125
A1A8MBDIAQT43U,[0.51898734],0.51898734
A1AINTCOQ7NXLX,[0.63125],0.63125
A1AZLJ3R5FQ9B7,[0.46496815],0.46496815
A1B4PKGXKL7UOH,[0.45390071],0.45390071
A1B7GQTH9YG04X,[0.6],0.6
A1BG47GSHQ9WSU,[0.6875],0.6875
A1BQRDDC1NZCST,[0.59375],0.59375
A1CDDS7NQPDMTO,[0.48125],0.48125
A1CIEZNXXDSO6V,[0.5625],0.5625
A1COS8FJCDM53I,[0.51898734],0.51898734
A1G9571XKHWHG3,[0.52201258],0.52201258
A1GSEK9J872N9R,[0.55696203],0.55696203
A1HFPDHBLO6KZW,[0.51875],0.51875
A1HJV1Z4FCM0N6,[0.45],0.45
A1HP506HGINWSV,[0.6125],0.6125
A1I90G6VKLPULO,[0.55625],0.55625
A1IN6VRNJ1GRRB,[0.61006289],0.61006289
A1JM5XNB4NCZR6,[0.40880503],0.40880503
A1K21SF4UU9I89,[0.57142857],0.57142857
A1KIL2V6SMJBGX,[0.49367089],0.49367089
A1KUHOL3DB3ON,[0.54375],0.54375
A1L69N4ECWU93U,[0.5125],0.5125
A1L7B0F8PVW1D0,[0.54375],0.54375
A1LCCAV2FSJTR0,[0.49367089],0.49367089
A1LQOCAT553X7G,[0.51875],0.51875
A1MJVTR0PCKBWW,[0.59748428],0.59748428
A1OLW2WXCHKX37,[0.55063291],0.55063291
A1OZ1S22HC1MAC,[0.58125],0.58125
A1PDF57SAMGMF0,[0.475],0.475
A1PMK4HE9UYJ1J,[0.51265823],0.51265823
A1PQTHY6IUEFFF,[0.55],0.55
A1QAWECOJYKVO4,[0.47468354],0.47468354
A1QZKSYF6GG1LK,[0.58125],0.58125
A1RS4KNXAF23WF,[0.4625],0.4625
A1T0S48O0CMXBC,[0.58974359],0.58974359
A1T429RLLFTG35,[0.6625],0.6625
A1T4HSFG9NPJ23,[0.50625],0.50625
A1UGB52LY7DEGO,[0.6163522],0.6163522
A1UKZRDH1T231M,[0.5875],0.5875
A1V0HSH4Q63V5W,[0.5375],0.5375
A1V339VY5CNWLS,[0.55696203],0.55696203
A1VRBTDT3VJSIA,[0.60377358],0.60377358
A1W4IS5NDEFNFL,[0.5125],0.5125
A1WGEJVGY3DI13,[0.4591195],0.4591195
A1X0H6VAK3AQE9,[0.51875],0.51875
A1Y9D4RKC3BZQ3,[0.47468354],0.47468354
A1YCGICA8XCNBH,[0.46540881],0.46540881
A1YR0204H9JTNK,[0.47770701],0.47770701
A1Z2QEEPKEK1X1,[0.6375],0.6375
A1ZKIH8L6648NG,[0.475],0.475
A20KWU6IJJX5AT,[0.44375],0.44375
A20M7MAG6N0C4D,[0.46575342],0.46575342
A2179410P3XBIQ,[0.5625],0.5625
A2196WCNDZULFS,[0.55],0.55
A21D9YDJU8K2QI,[0.58490566],0.58490566
A21HUPW67XA7UJ,[0.60625],0.60625
A21ZK49H9LSSRY,[0.5625],0.5625
A21ZNPDJNBKCWG,[0.44375],0.44375
A22WWSTT8TU7G1,[0.6375],0.6375
A22ZB2132UJB6Y,[0.54375],0.54375
A24CG5BTB8KQ39,[0.53459119],0.53459119
A25ZOL1H79DW0P,[0.45454545],0.45454545
A261ZPN1DBO1GT,[0.6],0.6
A26YJJHOW9HXUY,[0.64375],0.64375
A27NU7HHB8ONQN,[0.43670886],0.43670886
A27PP69MUCWV0J,[0.58227848],0.58227848
A27U34JQKVDTA3,[0.65189873],0.65189873
A27VDYB5VONES2,[0.55974843],0.55974843
A27ZW1CY6TMKT8,[0.66875],0.66875
A29PKMLH38N148,[0.66666667],0.66666667
A2AG8QSD4IWEC9,[0.60759494],0.60759494
A2APR9RN3LEJE8,[0.49375],0.49375
A2BLQ1GVEHJR8T,[0.50625],0.50625
A2CVQU44JRXCKU,[0.75471698],0.75471698
A2CY1TSQ3KKP5Q,[0.56329114],0.56329114
A2DBMKJCUX09Q5,[0.36875],0.36875
A2E0X56TAIMWDQ,[0.60126582],0.60126582
A2E72ZI1VESTMR,[0.57232704],0.57232704
A2E7S35ZI3WBET,[0.61146497],0.61146497
A2ELH7YDLFNJUZ,[0.60625],0.60625
A2GU5RTKQWJXNA,[0.53548387],0.53548387
A2GVON0W6E874S,[0.5875],0.5875
A2H0A9JR2ZDR24,[0.53164557],0.53164557
A2H557RQ3T3LPX,[0.49681529],0.49681529
A2HU1HGGYUO3X6,[0.5625],0.5625
A2I3X8R5TE3REY,[0.64375],0.64375
A2I43BDUPAM00C,[0.55625],0.55625
A2IAI2N9IKLCTT,[0.67924528],0.67924528
A2INUUEUK5K065,[0.5625],0.5625
A2JBNDG0U9IA6I,[0.56875],0.56875
A2JD1QZEPKPD6L,[0.6025641],0.6025641
A2JJAEQ8LHRWNV,[0.5375],0.5375
A2JOUZDN5UTBNK,[0.47798742],0.47798742
A2K6QV9HRJ4V7B,[0.53125],0.53125
A2KW17G25L25R8,[0.62264151],0.62264151
A2LJTCHPRZLGS7,[0.55],0.55
A2MAME12503Y05,[0.66875],0.66875
A2MF0OZ7Q0J4UP,[0.56875],0.56875
A2O4TQTT57L48Q,[0.51875],0.51875
A2P8V5SKYLL5I4,[0.5408805],0.5408805
A2SEO53WD09OZP,[0.50625],0.50625
A2V2PDSCDL2E8N,[0.6125],0.6125
A2VFBBFRHFTYOW,[0.55],0.55
A2VPCWI6X1QCDF,[0.6375],0.6375
A2VSUCEXMNSUF5,[0.73248408],0.73248408
A2WKY5KL3JXJEF,[0.56875],0.56875
A2WNCSL3W1GK4M,[0.46202532],0.46202532
A2WTN1428D16MR,[0.48076923],0.48076923
A2WTNZHRALOHX8,[0.53125],0.53125
A2XU1TSQD45EB4,[0.55625],0.55625
A2Y9O62M75TPM6,[0.53503185],0.53503185
A2YCDNVHMPVFG6,[0.50625],0.50625
A2YZVS6MBFQQPQ,[0.69375],0.69375
A2Z75NJBZ46RE9,[0.53164557],0.53164557
A2ZDJLY20J6678,[0.5],0.5
A2ZL0F4X30YNMV,[0.5408805],0.5408805
A2ZZ7GUR0MNWDC,[0.5625],0.5625
A302KOFOYLD89A,[0.625],0.625
A30H28F41UBJGK,[0.525],0.525
A30VLIFQPJZ17P,[0.59119497],0.59119497
A30ZF45ASY02Z6,[0.51572327],0.51572327
A31545Y7L2F07S,[0.625],0.625
A31PXEBRLT9LW,[0.57594937],0.57594937
A32EDXXUOTLBPP,[0.58125],0.58125
A32LHQYJY0ELFS,[0.67295597],0.67295597
A342YLIMT6THWO,[0.59375],0.59375
A34CQE6RGU49L7,[0.50625],0.50625
A34DYM8J0X5VK,[0.61875],0.61875
A352HXBR7NLX96,[0.575],0.575
A35QZFRG4FKK3Z,[0.50625],0.50625
A362RXUHDXF7EA,[0.49685535],0.49685535
A36EDYMS6VYHW1,[0.5],0.5
A36PRTZFECB76C,[0.49685535],0.49685535
A36UNYMDBED99W,[0.50943396],0.50943396
A371H3PQPR2Z8J,[0.51265823],0.51265823
A377LTGWJKY2IW,[0.71875],0.71875
A3793XPPZARPS3,[0.45333333],0.45333333
