sid,pre accu,post accu
A002160837SWJFPIAI7L7,,[0.5375]
A10ZJQC7W1QHIO,,[0.52229299]
A13324WUZPFTSU,,[0.62264151]
A1342JQPZWA0IZ,,[0.61875]
A13I77DAQDOP0O,,[0.55414013]
A156I0UDVISMNE,,[0.5477707]
A157EF77UKOOXO,,[0.49375]
A159IA6F6H52HQ,,[0.52258065]
A15J42M6EC7Y1K,,[0.50314465]
A171WYHYRYMYQZ,,[0.525]
A18QKM5Z69TLS,,[0.5875]
A19WXHQSBB6P6O,,[0.5625]
A1A8MBDIAQT43U,,[0.44936709]
A1AINTCOQ7NXLX,,[0.60625]
A1AZLJ3R5FQ9B7,,[0.53503185]
A1B4PKGXKL7UOH,,[0.43971631]
A1B7GQTH9YG04X,,[0.6]
A1BG47GSHQ9WSU,,[0.68125]
A1BQRDDC1NZCST,,[0.51875]
A1CDDS7NQPDMTO,,[0.48125]
A1CIEZNXXDSO6V,,[0.50625]
A1COS8FJCDM53I,,[0.48734177]
A1G9571XKHWHG3,,[0.50943396]
A1GSEK9J872N9R,,[0.55696203]
A1HFPDHBLO6KZW,,[0.44375]
A1HJV1Z4FCM0N6,,[0.48125]
A1HP506HGINWSV,,[0.6]
A1I90G6VKLPULO,,[0.5375]
A1IN6VRNJ1GRRB,,[0.54716981]
A1JM5XNB4NCZR6,,[0.48427673]
A1K21SF4UU9I89,,[0.55844156]
A1KIL2V6SMJBGX,,[0.48101266]
A1KUHOL3DB3ON,,[0.4875]
A1L69N4ECWU93U,,[0.49375]
A1L7B0F8PVW1D0,,[0.54375]
A1LCCAV2FSJTR0,,[0.51898734]
A1LQOCAT553X7G,,[0.525]
A1MJVTR0PCKBWW,,[0.59119497]
A1OLW2WXCHKX37,,[0.48734177]
A1OZ1S22HC1MAC,,[0.55]
A1PDF57SAMGMF0,,[0.46875]
A1PMK4HE9UYJ1J,,[0.46202532]
A1PQTHY6IUEFFF,,[0.5875]
A1QAWECOJYKVO4,,[0.46202532]
A1QZKSYF6GG1LK,,[0.51875]
A1RS4KNXAF23WF,,[0.5125]
A1T0S48O0CMXBC,,[0.57692308]
A1T429RLLFTG35,,[0.65]
A1T4HSFG9NPJ23,,[0.525]
A1UGB52LY7DEGO,,[0.55974843]
A1UKZRDH1T231M,,[0.58125]
A1V0HSH4Q63V5W,,[0.525]
A1V339VY5CNWLS,,[0.50632911]
A1VRBTDT3VJSIA,,[0.54716981]
A1W4IS5NDEFNFL,,[0.50625]
A1WGEJVGY3DI13,,[0.50314465]
A1X0H6VAK3AQE9,,[0.51875]
A1Y9D4RKC3BZQ3,,[0.46202532]
A1YCGICA8XCNBH,,[0.47798742]
A1YR0204H9JTNK,,[0.47133758]
A1Z2QEEPKEK1X1,,[0.61875]
A1ZKIH8L6648NG,,[0.5375]
A20KWU6IJJX5AT,,[0.48125]
A20M7MAG6N0C4D,,[0.48630137]
A2179410P3XBIQ,,[0.525]
A2196WCNDZULFS,,[0.58125]
A21D9YDJU8K2QI,,[0.52830189]
A21HUPW67XA7UJ,,[0.5875]
A21ZK49H9LSSRY,,[0.55625]
A21ZNPDJNBKCWG,,[0.45625]
A22WWSTT8TU7G1,,[0.6375]
A22ZB2132UJB6Y,,[0.55625]
A24CG5BTB8KQ39,,[0.52830189]
A25ZOL1H79DW0P,,[0.44155844]
A261ZPN1DBO1GT,,[0.63225806]
A26YJJHOW9HXUY,,[0.56875]
A27NU7HHB8ONQN,,[0.46835443]
A27PP69MUCWV0J,,[0.52531646]
A27U34JQKVDTA3,,[0.59493671]
A27VDYB5VONES2,,[0.49685535]
A27ZW1CY6TMKT8,,[0.61875]
A29PKMLH38N148,,[0.57333333]
A2AG8QSD4IWEC9,,[0.58860759]
A2APR9RN3LEJE8,,[0.5125]
A2BLQ1GVEHJR8T,,[0.51875]
A2CVQU44JRXCKU,,[0.74213836]
A2CY1TSQ3KKP5Q,,[0.56329114]
A2DBMKJCUX09Q5,,[0.375]
A2E0X56TAIMWDQ,,[0.56962025]
A2E72ZI1VESTMR,,[0.5408805]
A2E7S35ZI3WBET,,[0.62420382]
A2ELH7YDLFNJUZ,,[0.55625]
A2GU5RTKQWJXNA,,[0.50322581]
A2GVON0W6E874S,,[0.56875]
A2H0A9JR2ZDR24,,[0.53164557]
A2H557RQ3T3LPX,,[0.49681529]
A2HU1HGGYUO3X6,,[0.60625]
A2I3X8R5TE3REY,,[0.6]
A2I43BDUPAM00C,,[0.5375]
A2IAI2N9IKLCTT,,[0.6163522]
A2INUUEUK5K065,,[0.5625]
A2JBNDG0U9IA6I,,[0.525]
A2JD1QZEPKPD6L,,[0.52564103]
A2JJAEQ8LHRWNV,,[0.4875]
A2JOUZDN5UTBNK,,[0.47169811]
A2K6QV9HRJ4V7B,,[0.54375]
A2KW17G25L25R8,,[0.52830189]
A2LJTCHPRZLGS7,,[0.5]
A2MAME12503Y05,,[0.5875]
A2MF0OZ7Q0J4UP,,[0.5625]
A2O4TQTT57L48Q,,[0.5375]
A2P8V5SKYLL5I4,,[0.52201258]
A2SEO53WD09OZP,,[0.525]
A2V2PDSCDL2E8N,,[0.625]
A2VFBBFRHFTYOW,,[0.525]
A2VPCWI6X1QCDF,,[0.5375]
A2VSUCEXMNSUF5,,[0.68152866]
A2WKY5KL3JXJEF,,[0.51875]
A2WNCSL3W1GK4M,,[0.56329114]
A2WTN1428D16MR,,[0.48717949]
A2WTNZHRALOHX8,,[0.475]
A2XU1TSQD45EB4,,[0.5875]
A2Y9O62M75TPM6,,[0.5477707]
A2YCDNVHMPVFG6,,[0.54375]
A2YZVS6MBFQQPQ,,[0.60625]
A2Z75NJBZ46RE9,,[0.40506329]
A2ZDJLY20J6678,,[0.50625]
A2ZL0F4X30YNMV,,[0.47169811]
A2ZZ7GUR0MNWDC,,[0.5625]
A302KOFOYLD89A,,[0.575]
A30H28F41UBJGK,,[0.5375]
A30VLIFQPJZ17P,,[0.51572327]
A30ZF45ASY02Z6,,[0.5408805]
A31545Y7L2F07S,,[0.5625]
A31PXEBRLT9LW,,[0.56962025]
A32EDXXUOTLBPP,,[0.6125]
A32LHQYJY0ELFS,,[0.55974843]
A342YLIMT6THWO,,[0.56875]
A34CQE6RGU49L7,,[0.46875]
A34DYM8J0X5VK,,[0.6125]
A352HXBR7NLX96,,[0.525]
A35QZFRG4FKK3Z,,[0.5]
A362RXUHDXF7EA,,[0.49056604]
A36EDYMS6VYHW1,,[0.55625]
A36PRTZFECB76C,,[0.50943396]
A36UNYMDBED99W,,[0.51572327]
A371H3PQPR2Z8J,,[0.47468354]
A377LTGWJKY2IW,,[0.64375]
A3793XPPZARPS3,,[0.48666667]
A3B2YRXL26RPVH,,[0.62264151]
A3B9QNYDDXGL9I,,[0.50625]
A3BBR5O4W6XHBV,,[0.50943396]
A3BLT959N9AEEK,,[0.51875]
A3C2DKCZLI304P,,[0.47244094]
A3C8JI69WPTKWH,,[0.425]
A3CWEN6Y21V7TL,,[0.55063291]
A3DDYGSM8CLJW,,[0.60759494]
A3E65HYKUDT1D5,,[0.49358974]
A3FJ3XMXO8UAJ0,,[0.52201258]
A3FOXS9UVYWKDP,,[0.50625]
A3G73IWKEPXRUW,,[0.50314465]
A3GHYD28ZZ3IEN,,[0.48125]
A3GMRPF5MCQVGV,,[0.5375]
A3GP8FXH7J96UK,,[0.54716981]
A3GRGGYSMH5PNI,,[0.475]
A3HSONMX6LNZR4,,[0.51572327]
A3I2PT6W0FP7BR,,[0.57594937]
A3IIA92PUAI331,,[0.41875]
A3IU2E7QCWYEZI,,[0.575]
A3JAU7FJ0JJ1IU,,[0.6625]
A3JCWV0B4T0LW9,,[0.55]
A3JDCVM1OXXOFG,,[0.60126582]
A3JPWEQUCQNQDB,,[0.53164557]
A3K5YBCBVBM3RY,,[0.57419355]
A3KTXAY9ZXOGWH,,[0.55]
A3KWYUV3VSNIZA,,[0.48427673]
A3L8LSM7V7KX3T,,[0.56875]
A3LI98SL8OEDC0,,[0.48387097]
A3MTNLK7KQ89WE,,[0.5125]
A3OHYXTHW11HS7,,[0.475]
A3OX9C8S39U9HJ,,[0.54248366]
A3PFU4042GIQLE,,[0.53548387]
A3PTOOTI7ESD5W,,[0.50625]
A3QIG18VHBXBSZ,,[0.55974843]
A3QQ2JW1N0Z49X,,[0.60625]
A3R1X7QCXV61JJ,,[0.55483871]
A3R5P4URN7QKU8,,[0.5125]
A3R7L5UI9IEWGD,,[0.55625]
A3RK6823JUAI1C,,[0.55625]
A3SOJ9C6L2U7AQ,,[0.59119497]
A3V5O8N34LPUSG,,[0.525]
A3VO1VCYS30YGW,,[0.48734177]
A5BCSSPC180AG,,[0.58125]
A5E2P5F1AXYZ1,,[0.5]
A5GMIA9XD9KKZ,,[0.47368421]
A5VBXI0L63405,,[0.53459119]
A5ZNFLOZ9UVUO,,[0.59375]
A5ZZAWZSH0AMK,,[0.51265823]
A6AU0NC2XUGW,,[0.57232704]
A827A0PSD3R10,,[0.5125]
A8E99XNOTT390,,[0.475]
A8X1YI90JPSGP,,[0.525]
AA3ARQT2KLA04,,[0.60625]
AB3L4DBGHX7PG,,[0.5]
ABF5ENVB19SC4,,[0.52201258]
ACSS93E03ZUGX,,[0.54140127]
AD1ILDUXZHASF,,[0.57823129]
ADEI2XDEX4B7Q,,[0.55]
ADL6HFLKUSQOZ,,[0.56493506]
AF24RKK9OSJNX,,[0.54716981]
AFERIASET17LW,,[0.4875]
AFNP1C7IWHEPZ,,[0.48026316]
AFSI4GMXWKC2U,,[0.50314465]
AGVDS502HYA33,,[0.4625]
AH4GIBPZ4N1VO,,[0.58227848]
AHDWS7GSL9Q7C,,[0.56875]
AIZUOHKQT14OM,,[0.52201258]
AJQGWGESKQT4Y,,[0.53797468]
AJTPDPN27UCUS,,[0.56875]
AK1PBMID4RD59,,[0.425]
AK5LNLWKVISPI,,[0.5375]
ALQEVX2DSDWEQ,,[0.54375]
AM0R6CV53UZ2C,,[0.48427673]
AM1EIZHV3K7F2,,[0.52531646]
AM3HRLNKHP7QM,,[0.53164557]
AMHVH9MFHO5DE,,[0.69426752]
ANF1RX17L0KXB,,[0.47798742]
AQX9MBXJO0NRV,,[0.5625]
AR2PFPOD88K62,,[0.47798742]
AR5QVMHIITZSZ,,[0.49375]
ARI1EMAHUA9PO,,[0.51572327]
AS4NIEQJWCG3M,,[0.47169811]
ASL9DJYE4F92C,,[0.55063291]
ATB61V8F7XVW4,,[0.48125]
ATHFMB8TXGNQD,,[0.49056604]
AU3AMYVBJ9DQ2,,[0.48427673]
AU9LQW279ZBNK,,[0.60625]
AUD7TLZZGCN7W,,[0.5375]
AV7OKGJ2PJO30,,[0.5443038]
AVJ7MQZ6AQF5M,,[0.56875]
AVMRJOB0ZA7PB,,[0.59872611]
AWKUOA7M4P8YI,,[0.61392405]
AXOJ3M1TZ7ZWI,,[0.54140127]
AY7WPVKHVNBLG,,[0.60377358]
AYDJVEDZ1Q3DW,,[0.58088235]
AYN0TD4NTSBI3,,[0.6]
AYRJKBYXBBMCJ,,[0.57324841]
AYTH0E5PUXWX8,,[0.59748428]
AZ8KL6F16ZS7G,,[0.47798742]
AZDIKC4W8GZIJ,,[0.5408805]
