,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,id,block
0,0.63307,1.8816087,-0.0032678766,-0.5994965,0.0070565157,-0.24404585,-0.039522454,0.20707893,-1.9325271,-0.01580207,0.06145363,-0.124344505,0.82134813,-0.3167912,-0.56086123,-0.8717048,0.13578928,-0.7564534,-0.00075628853,0.8554276,0.076875366,0.007026807,-0.0031792514,-0.04933756,0.0030659053,-0.21393903,-0.036932174,0.006055536,-0.07757146,-0.012392409,0.061294608,-0.0052238107,0.008100448,-0.016440941,-0.06597642,-0.66281784,0.12758379,-0.59771556,-9.486152e-06,0.044820894,A002160837SWJFPIAI7L7,0
1,1.6052302,2.8094418,-0.9811244,-0.583975,0.89220065,-1.1714528,-0.012582756,1.0633641,-2.8188796,-0.14538027,-0.88130766,-0.053099666,0.3584394,0.67185426,0.106327005,0.6733127,0.0049791015,-0.04718434,-0.41139874,0.36512017,0.6915217,0.44283772,-0.35584202,-0.52469975,0.14840922,-0.79015625,-0.004483556,0.78540796,-0.0011230608,-0.004210958,-6.669428e-05,-0.0054079816,0.2850376,0.19571133,5.054203e-05,0.58242947,0.004616166,-0.000872176,-0.37072548,0.344166,A002160837SWJFPIAI7L7,0
2,1.9297979,3.7120914,0.106340826,0.1015268,0.0011687567,-1.9167466,-0.26590693,0.98023677,-3.79239,-0.11938881,-0.7215875,-0.16304727,0.8796568,-0.08180598,-0.88548946,0.27667427,0.98362887,-0.9341491,-0.0062628463,1.0048685,0.11268488,0.0051400084,0.051146846,0.0038716227,0.00013802387,-0.112045564,-0.2592689,0.11531408,-0.03127468,-0.11046284,-0.61762446,-0.018417804,0.0014596657,-0.02495907,-0.43187058,0.2599482,0.75258666,-0.6228354,-2.5153551e-05,0.033679403,A002160837SWJFPIAI7L7,0
3,2.7320962,4.5792,0.16590767,0.9878252,0.13509546,-1.3809907,-0.013396367,0.8086722,-4.7521667,0.2759097,-0.67860234,-0.5324912,1.0123563,-0.0059755365,-1.8654773,-0.97544265,1.3283587,-0.48353767,-0.004895949,-0.2572276,0.45729217,0.062215928,0.075779386,0.055176347,0.03619012,-0.40059167,-0.013370532,0.076680504,-0.011493639,0.26102015,-0.59060687,-0.2542314,0.0003523087,-0.003571486,-0.1838021,-0.74078697,0.8525145,-0.094097234,-3.06647e-05,-0.005606397,A002160837SWJFPIAI7L7,0
4,0.3988117,5.4966683,0.028275158,0.30858248,0.95737207,-1.2133467,-0.010251797,0.027581237,-5.6871467,0.06485828,-0.63284963,-0.91169804,1.2460515,-0.0009656714,-2.346257,-1.0058889,0.49954337,-0.09412265,-0.0015856924,-0.30841705,0.06017988,0.5524097,0.02520911,0.11028344,0.7015208,-0.3744154,-0.0093889,0.00025767213,-0.0011656315,0.060125854,-0.56000465,-0.7072618,0.011517048,-8.458704e-05,-0.14000271,-0.6968391,0.40934286,-0.05062629,-3.50363e-05,-0.0151754245,A002160837SWJFPIAI7L7,0
5,0.64217365,6.4337993,-0.6195186,0.81368315,0.97486883,-1.0676861,-0.02054349,0.4246886,-6.632781,-0.011936513,-0.3966018,-0.08464489,1.8034103,0.0008888084,-3.3256533,-1.9033351,0.83560586,-0.037787564,-0.013754726,0.5048359,0.0016932711,0.29678267,-0.46795908,0.21787226,0.5743083,-0.0015008922,-0.020218868,0.06370265,-0.00044429148,-0.0018503325,-0.37700024,-0.072224535,0.0021553398,0.00025592014,-0.036327578,-0.9561428,0.6816229,-0.0011886386,-5.4955926e-05,0.4365778,A002160837SWJFPIAI7L7,0
6,0.60883737,7.323656,0.030956972,0.6682182,1.0118295,-0.9918684,-0.0058408286,-0.021446142,-7.5145807,0.034901135,-0.77005005,-0.4930788,2.4624195,0.0006433515,-3.981602,-1.4904467,0.7334458,-0.05055947,-0.0024890034,-0.84592247,0.003285536,0.48972014,0.030854527,0.5266394,0.75320846,-0.0030471666,-0.0034521401,-0.0022442772,-6.535646e-05,0.024342082,-0.6469499,-0.4558225,0.11631771,1.03988095e-05,-0.052570626,-0.8791824,0.60659707,-0.001999857,-1.3451981e-05,-0.47353685,A002160837SWJFPIAI7L7,0
7,1.5839317,8.116831,-0.99987453,0.697111,1.3969693,-1.882451,-0.18473987,0.9223782,-8.373553,-0.0029796106,-0.32751206,-0.003046667,0.38334697,0.506713,-2.406646,-0.1807831,0.07372644,-0.012038611,-0.87978035,-0.3672974,0.06390524,0.73578703,-0.008186976,0.6002324,0.09012133,-0.77706033,-0.1699222,0.7054322,-0.00011467932,-5.084633e-07,-0.00058357196,-8.170991e-05,0.017969757,0.45330566,-0.0027517683,-0.1787872,0.07321686,-2.2912002e-06,-0.5479577,-0.34748906,A002160837SWJFPIAI7L7,0
8,2.552759,8.976669,0.53499424,0.66913337,0.55045223,-2.8200974,-0.12130535,0.98438025,-9.350071,-0.000633279,-0.22440408,-0.0011568441,-0.5828034,-0.9260802,0.80299175,0.93005925,0.011976834,-0.16980152,-0.12955822,-1.0609212,0.06535731,0.034678247,0.2952824,0.57776135,0.07861937,-0.97058684,-0.017116748,0.72839177,-0.0037050545,-4.0830238e-07,-0.000116471674,-3.39805e-06,-0.11973999,-0.50407755,0.0019912198,0.72958034,0.010092371,-0.0027451215,-0.07969384,-0.7761904,A002160837SWJFPIAI7L7,0
9,3.2456217,8.64428,0.9803271,1.6334181,0.020977886,-3.3353522,-0.73165715,0.98366225,-10.230811,-0.080224134,-0.21108532,-0.0002582462,-0.4740374,-1.8213835,0.88191015,0.73713136,-0.3077553,-0.99611634,-0.2116884,0.965384,0.025678795,0.0537678,0.46976885,0.022628339,0.0021802504,-0.94428426,-0.6078548,0.6477645,-0.9571035,-0.0047785672,-0.024943558,-7.213775e-08,-0.0059654694,-0.7808398,0.012795979,0.62731695,-0.24999863,-0.6535936,-0.059228215,0.73533773,A002160837SWJFPIAI7L7,0
10,3.035447,9.598922,0.13223164,1.8941301,0.5946633,-2.910675,-0.011973783,0.70144325,-11.221716,0.9737658,-0.21263853,-0.039643783,0.44715104,-0.2052278,-0.86336803,-0.97712386,0.06449026,-1.5135124,-0.008778779,0.16770996,0.0256389,0.017414838,0.1313443,0.031119592,0.3780347,-0.61964077,-0.011707882,0.17027968,-0.29227078,0.7502854,-0.20465335,-0.0007557539,0.0025139926,-0.0016835167,-6.5026084e-05,-0.75164986,0.062535845,-0.87605953,-0.0005048371,0.13832003,A002160837SWJFPIAI7L7,0
11,1.9028779,10.527529,0.47349566,1.1882625,0.99344176,-2.792435,-0.0011014928,0.4685371,-12.128703,-0.30763742,-0.9536985,0.88128704,1.15021,-0.012251498,-1.1894495,-1.24426,0.016905371,-0.08969806,-0.0068167723,-0.7092045,0.14021082,0.1221481,0.43991,0.41078743,0.7371884,-0.04040941,-0.00087721145,0.17816518,-0.008471191,-0.2975971,-0.7412257,0.69239205,0.0041434662,-0.0002953625,-0.0015408162,-0.8450314,0.013183366,-0.03967264,-0.00015363946,-0.58131677,A002160837SWJFPIAI7L7,0
12,1.88307,11.024691,-0.62088114,1.4083024,-0.51277673,-2.42384,-0.02036439,0.34825587,-12.685807,-0.037945975,-0.84055936,-0.36046058,1.6238294,-0.76619786,-2.1132784,-1.0985836,-0.9062123,-0.03666605,-0.61967146,-0.050922286,0.5825186,0.67631066,-0.018505013,0.49386922,-0.17596418,-0.23538542,-0.020077588,0.01083715,-0.04445702,-0.0031196675,-0.6326735,-0.24446288,0.011698024,-0.6360576,-0.25572595,-0.7197871,-0.70722854,-0.0007738335,-0.2226024,-0.0067480253,A002160837SWJFPIAI7L7,0
13,0.8166948,11.736629,-0.4435549,0.9407936,0.5820786,-2.531695,-0.32208624,0.4984146,-13.482355,-0.011918507,-1.3935356,-0.22244638,0.6482982,0.9561639,-0.14296323,0.91115946,-0.439527,-0.0471847,-0.82114804,-0.7059686,0.01242552,0.8160676,-0.38821808,0.7091353,0.5219215,-0.84942347,-0.16464458,0.34506032,-0.006945938,-0.00020071991,-0.00044826357,-0.10664171,0.3494618,0.20471025,-0.00031050734,0.71310973,-0.40438625,-0.011788551,-0.42752862,-0.5807159,A002160837SWJFPIAI7L7,0
14,1.7403548,12.073381,0.38021642,0.75813216,0.20969346,-3.217947,-0.7256963,0.85494214,-14.384372,-0.0013605612,-1.371501,-0.0072139725,-0.48454416,-0.5559828,0.35757056,0.894368,-0.26789525,-0.34127653,0.119851016,-1.1923342,0.0008551244,0.0035324395,0.34974575,0.5306605,0.1691209,-0.9653369,-0.06670049,0.58092576,-0.15555274,-4.702984e-06,-0.0033763275,-8.308715e-05,-0.015878294,-0.4122699,0.004158479,0.71337456,-0.18622433,-0.0667157,0.008887086,-0.8157952,A002160837SWJFPIAI7L7,0
15,2.2424645,11.940677,0.046421148,0.9805932,0.023288907,-3.0614018,-0.19241187,0.53508687,-15.309101,-0.0531912,-1.3235964,-0.0009974239,-0.10658005,-1.3963245,0.8182785,0.7275519,-0.35804242,-0.64163977,0.34935328,-1.4416777,0.14689852,0.013194174,0.03058159,0.14020856,0.004202667,-0.99526775,-0.12730078,0.110566385,-0.8595923,-0.008040038,-0.0033457342,-5.584239e-07,-0.0041589024,-0.700061,0.010585325,0.61943734,-0.18845846,-0.45382145,0.24878666,-0.4656436,A002160837SWJFPIAI7L7,0
16,3.185865,12.120382,0.42102367,1.8670461,0.003515592,-3.85671,-0.08177412,1.0008818,-16.220964,-0.9678666,-0.57607496,-0.0003295011,-0.3229511,-1.4691968,0.7248164,0.860032,-0.4118913,-0.9937572,-0.39302143,0.06676317,0.20209405,0.002529472,0.029663254,0.1278166,0.00020295235,-0.994902,-0.0809404,0.6612195,-0.59912914,-0.71161705,-0.0026870074,-6.321068e-08,-0.0030782784,-0.7797074,0.011974314,0.6958522,-0.38001078,-0.24612112,-0.28377542,0.023730827,A002160837SWJFPIAI7L7,0
17,1.5374221,12.337695,0.0028794613,1.5914484,0.040334355,-3.5097046,-0.046146654,0.6808839,-17.148966,0.547868,-0.54093283,-0.035332713,-0.12952301,-1.8539732,-0.15766856,-0.9273277,0.20995045,-1.7292724,0.19779189,0.153394,0.008368663,0.0116639435,0.0027189248,0.05231132,0.022197828,-0.97652274,-0.04192695,0.04538098,-0.75513744,0.48119062,-0.10291046,-0.00053814385,-0.039092228,-0.48387507,-0.006514566,-0.70852405,0.19074087,-0.8944292,0.09916447,0.014564249,A002160837SWJFPIAI7L7,0
18,2.1283948,13.087331,0.0064003714,2.413551,0.9041318,-3.1897302,-0.0067401314,0.9712906,-17.972431,0.1911792,-0.38625988,0.67297393,-0.5115384,-0.26979718,-0.7725732,-0.9701154,-0.006216798,-0.5507634,-0.32732445,-0.6555939,0.208585,0.050219,0.005314778,0.55455804,0.6344433,-0.9388155,-0.004590203,0.2729019,-0.034983963,0.18882522,-0.3089991,0.39485836,-0.021671934,-0.07569554,-0.009162006,-0.7410258,-0.0039025457,-0.15636057,-0.21700315,-0.12889086,A002160837SWJFPIAI7L7,0
19,2.6598241,13.703627,-0.9057451,3.1445358,0.6844906,-3.3850875,-0.07297156,0.9770558,-18.745226,-0.19908278,0.15691519,-0.12750377,-0.109110855,-0.30004945,-1.6008145,-1.5993507,-0.12818295,-0.53126746,-0.2299885,0.9391621,0.0347882,0.23666176,-0.3883215,0.2603912,0.2999852,-0.037549436,-0.07124515,0.49697983,-0.011781484,-0.08264602,0.14918266,-0.036407955,-0.001446515,-0.14294459,-0.013991185,-0.9204677,-0.124897964,-0.016028631,-0.033163175,0.6472383,A002160837SWJFPIAI7L7,0
20,3.2920623,13.925368,-0.89645606,3.153528,-0.42442432,-3.9491208,-0.073526524,-0.10538365,-19.222145,-0.7672662,0.29245442,-0.3977815,-0.18718751,0.025888436,-2.5716355,-1.8912448,0.1481795,-0.7122177,-0.21458945,-0.4793207,0.047053475,0.2893709,-0.18184951,0.4544035,-0.13359094,-0.02635366,-0.07016953,-0.028237317,-0.00055870414,-0.5663513,0.26654476,-0.16017076,-0.049547955,0.0068905833,-0.8194043,-0.7460405,0.1466699,-0.008059397,-0.06830194,-0.06720747,A002160837SWJFPIAI7L7,0
21,3.144619,13.894014,-0.9586687,3.1588836,0.93190944,-4.3928556,-0.025970347,0.5214421,-19.86256,-0.06007143,0.6490966,-0.2778071,-1.0792366,0.020981718,-3.547215,-1.649287,0.15355456,-0.3938331,0.042925872,-0.87698954,0.0075757965,0.2262285,-0.6375182,0.11545436,0.66016716,-0.0087847365,-0.020002116,0.39644438,-0.0011726916,-0.0024000332,0.56836677,-0.10487688,-0.42363524,0.0037499212,-0.5733277,-0.88644606,0.14701514,-0.04602222,0.002074762,-0.67710114,A002160837SWJFPIAI7L7,0
