sid,pre accu,post accu
A002160837SWJFPIAI7L7,,[0.65]
A10KUKZO8X00FX,,[0.5]
A11BMO1JWTJHSH,,[0.575]
A12GURH9VA1DSL,,[0.53459119]
A12MZ6U9W9REX8,,[0.64556962]
A131ASOEYX40WQ,,[0.51886792]
A132MSWBBVTOES,,[0.58125]
A13RB1XEBC42IB,,[0.55483871]
A17UGPL6SP30TI,,[0.58333333]
A1801RSQIIDWHW,,[0.5375]
A182IHVF66SX19,,[0.79375]
A185UIGZSN2Z0K,,[0.59375]
A18R8GG33EVI6C,,[0.59493671]
A19AVIOBMJJFR,,[0.46875]
A19DVHPN5TEYL7,,[0.54375]
A19IQ1X74EMI8R,,[0.825]
A19WXHQSBB6P6O,,[0.625]
A1AWCWWNKROZB4,,[0.51898734]
A1AZGIX6JKKXLJ,,[0.575]
A1B4PKGXKL7UOH,,[0.57446809]
A1B58D405N5JMG,,[0.54901961]
A1BG47GSHQ9WSU,,[0.6125]
A1BQRDDC1NZCST,,[0.6]
A1BS578UP5XCAR,,[0.57232704]
A1CDDS7NQPDMTO,,[0.5875]
A1CIEZNXXDSO6V,,[0.51875]
A1CU00SW7F9TMB,,[0.49056604]
A1CWIZ7489ITS9,,[0.50666667]
A1DJK7WHFXKH7X,,[0.5875]
A1DQQ0CHG7WW3E,,[1.]
A1FXGW5C0H4L3T,,[0.5625]
A1G399CGVV8MYK,,[0.50943396]
A1G9571XKHWHG3,,[0.56603774]
A1H8R5W4VMSWTS,,[0.57861635]
A1HP506HGINWSV,,[0.625]
A1HYX9RFPAO63W,,[0.50625]
A1IN6VRNJ1GRRB,,[0.60377358]
A1J1PWS99LFVPL,,[0.48125]
A1J9OZZ1LDG8VN,,[0.7125]
A1JM5XNB4NCZR6,,[0.67924528]
A1KUHOL3DB3ON,,[0.55]
A1LKKR0ZJ9L1IP,,[0.55]
A1MJVTR0PCKBWW,,[0.57861635]
A1MT52IO9GBZ1M,,[0.46875]
A1MYJP0JHMTTHV,,[0.61904762]
A1N1N35Z156GTY,,[0.50625]
A1NT5BBN005ZNJ,,[0.56329114]
A1OZ1S22HC1MAC,,[0.51875]
A1PDF57SAMGMF0,,[0.525]
A1PMK4HE9UYJ1J,,[0.62658228]
A1Q2Y5NFN4VVGT,,[0.70625]
A1QA71PIMNZWYD,,[0.48407643]
A1QVRDWVOPLMTS,,[0.51265823]
A1QZKSYF6GG1LK,,[0.55]
A1RZQMVQ8FSNOS,,[0.58490566]
A1S1K7134S2VUC,,[0.50625]
A1S8AGMAWK2SZN,,[0.45625]
A1T0S48O0CMXBC,,[0.59615385]
A1T429RLLFTG35,,[0.54375]
A1T4HSFG9NPJ23,,[0.64375]
A1TKDVMKM4VWQ8,,[0.5408805]
A1UJ2M1AKWMNLC,,[0.6835443]
A1ULX8TTW7ZFV7,,[0.54375]
A1V0HSH4Q63V5W,,[0.60625]
A1VCX33RL5OFNY,,[0.77070064]
A1WBUS5PV9PAGR,,[0.78980892]
A1WSCND5HZZV5N,,[0.59375]
A1X0H6VAK3AQE9,,[0.5375]
A1XIVB0HPSFJHG,,[0.58125]
A1XU9GFZAGFJ5B,,[0.56875]
A1XWKA72Z23TGA,,[0.52830189]
A1YK7OG66BQXVX,,[0.54477612]
A1Z2QEEPKEK1X1,,[0.66875]
A201524B1GJWBO,,[0.46979866]
A20CEJD8OX82EO,,[0.68553459]
A20KWU6IJJX5AT,,[0.61875]
A216RMJ8VSR46Q,,[0.575]
A21HUPW67XA7UJ,,[0.63125]
A21ZNPDJNBKCWG,,[0.5]
A22DDO8NILSX6O,,[0.5125]
A22J5H2RJVHOAA,,[0.59119497]
A24Y2BHD6TDX4Z,,[0.53125]
A2545UHAWSKDVH,,[0.48275862]
A256DAIUSITOHS,,[0.50943396]
A25EK5Q3R4ZHE8,,[0.45]
A27EAZSYEVYSLO,,[0.61783439]
A27PP69MUCWV0J,,[0.5]
A27U34JQKVDTA3,,[0.56962025]
A27ZW1CY6TMKT8,,[0.625]
A2916ZYJKILPU9,,[0.4765625]
A2A0UH228PYMNX,,[0.67320261]
A2AE610UE18R8G,,[0.47798742]
A2APR9RN3LEJE8,,[0.55]
A2AXP68AJJ3B94,,[0.5625]
A2C54JB2A8I1YO,,[0.50322581]
A2C9NR5DY668JU,,[0.46794872]
A2CISHIOILFDHN,,[0.5625]
A2CJNNTLFULCTH,,[0.6025641]
A2CMGWK84LFT84,,[0.51006711]
A2CY1TSQ3KKP5Q,,[0.56962025]
A2E72ZI1VESTMR,,[0.58490566]
A2ELH7YDLFNJUZ,,[0.6]
A2FN1RVZKLEV0U,,[0.53164557]
A2FS1WANWKDNDR,,[0.58598726]
A2G7F8S617H0BB,,[0.64375]
A2GALIYUWAIPNV,,[0.55414013]
A2GCBL4AZI88Y4,,[0.44654088]
A2GDA7QID977M9,,[0.67088608]
A2GU5RTKQWJXNA,,[0.50322581]
A2GVON0W6E874S,,[0.5875]
A2H0A9JR2ZDR24,,[0.61392405]
A2H0P2FI0JD5Y0,,[0.61875]
A2H6Q22X1V1FTX,,[0.5625]
A2HJDLSU95MH8Q,,[0.61875]
A2I43BDUPAM00C,,[0.6625]
A2J51BI7XS5ZYU,,[0.96875]
A2JBI6GEDB1856,,[0.57861635]
A2JBNDG0U9IA6I,,[0.60625]
A2JZ7JQ4JN1YMJ,,[0.79746835]
A2KPJU4WY80ZG4,,[0.59375]
A2KQFLUT7652DA,,[0.53125]
A2L26DMSVUEDP6,,[0.5375]
A2LJTCHPRZLGS7,,[0.55625]
A2M9JNCHRKMCC4,,[0.55625]
A2MEFJWLG046O8,,[0.44966443]
A2MF0OZ7Q0J4UP,,[0.53125]
A2NCWQFEB8XW22,,[0.72955975]
A2P7KN8RWT4MHY,,[0.61842105]
A2PE83MK76CRMI,,[0.4]
A2QCJ7Y5ONXD91,,[0.98734177]
A2REKFNIBY9O9K,,[0.56875]
A2RG00DYDHIS6Q,,[0.99367089]
A2RLY2I4U06ETD,,[0.60625]
A2SEO53WD09OZP,,[0.6]
A2THYJKAEJ0XG4,,[0.575]
A2U5E76S0CBA69,,[0.53503185]
A2UAHW3Q7S45JP,,[0.60377358]
A2V2PDSCDL2E8N,,[0.925]
A2V7UNVBF8SQAK,,[1.]
A2VEI3RK4JX0DJ,,[0.53459119]
A2VGFS03KCCR1Q,,[0.575]
A2VO8C41JJIQY9,,[0.6]
A2WKY5KL3JXJEF,,[0.575]
A2WTN1428D16MR,,[0.55769231]
A2XYIKRQ0RWBJQ,,[0.51592357]
A2YNLDUCO22THM,,[0.55625]
A2YYITZ8LPNJX1,,[0.67721519]
A2Z0DI2L5GV87Y,,[0.63125]
A302KOFOYLD89A,,[0.6125]
A30H28F41UBJGK,,[0.63125]
A313HIIUB9GB9T,,[0.4591195]
A31PQA4EYWSQI4,,[0.63157895]
A32156CGIMNLBM,,[0.5875]
A32LHQYJY0ELFS,,[0.65408805]
A32W24TWSWXW,,[0.55625]
A34CQE6RGU49L7,,[0.6375]
A3503625JEYO1I,,[0.56875]
A36PRTZFECB76C,,[0.49685535]
A36RRKY24M6NL8,,[0.51592357]
A36YITYE70JBQQ,,[0.54375]
A37025YQUW9ACI,,[1.]
A371H3PQPR2Z8J,,[0.69620253]
A373LECBA7JXKD,,[0.56050955]
A376IFMV0UCZP2,,[0.46451613]
A38038BF5S70T7,,[0.3875]
A38RHRTIP0PYNU,,[0.81875]
A399A8PB6ITVAG,,[0.525]
A39HRVAJ5ISRL7,,[0.55625]
A39MKVROUZ1UWR,,[0.5625]
A3APMO8WXVH1V0,,[0.5375]
A3BOU4ZZPTFC82,,[0.55128205]
A3BZG57OMOXD4E,,[0.49685535]
A3CGQOJC28OVGN,,[0.53797468]
A3CWEN6Y21V7TL,,[0.67721519]
A3FCZU2071L63S,,[0.69677419]
A3FQ0QLNSBUSTD,,[0.58125]
A3I4Q8EW2ZLXSU,,[0.75625]
A3IKFI142RM8LE,,[0.58490566]
A3IOPUZ29U29SA,,[0.4556962]
A3JCWV0B4T0LW9,,[0.55]
A3K1PM4DQVQ5PY,,[0.62251656]
A3KJHBYLVDBQVF,,[0.54193548]
A3KWYUV3VSNIZA,,[0.59748428]
A3L1E2BDYZGGY5,,[0.54193548]
A3L2VS3998R77L,,[0.49367089]
A3L8LSM7V7KX3T,,[0.60625]
A3LMVIJG7ND5UN,,[0.6]
A3LO0YSRBT616U,,[0.5625]
A3M6YNC0RI36QY,,[0.875]
A3MTNLK7KQ89WE,,[0.625]
A3N62A1YVDMKS5,,[0.56375839]
A3NAEEY1J3T56D,,[0.52229299]
A3NQXTG2PLSHSV,,[0.48427673]
A3O9J3V0K06IP2,,[0.61290323]
A3PM587EFO3U7K,,[0.60625]
A3PRQ2GSU42718,,[0.5408805]
A3QIG18VHBXBSZ,,[0.50943396]
A3R4ZSD6YI7B7P,,[0.50625]
A3R6Z6HDL5JGM6,,[0.45333333]
A3R818WN41K12K,,[0.5408805]
A3R96PU1Q81J82,,[0.6875]
A3RQ6SG91VBOF8,,[0.69811321]
A3RQYEUBI0TVBL,,[0.53125]
A3RZAUNCBSSMK4,,[0.84415584]
A3S5XPHDMQ2ESR,,[0.62328767]
A3UYF2OT5REMG0,,[0.53503185]
