,0,1,id,block
0,0.44787142,0.55212855,A002160837SWJFPIAI7L7,0
1,0.47784305,0.52215695,A002160837SWJFPIAI7L7,0
2,0.48330662,0.5166933,A002160837SWJFPIAI7L7,0
3,0.6499967,0.35000324,A002160837SWJFPIAI7L7,0
4,0.512978,0.48702204,A002160837SWJFPIAI7L7,0
5,0.55757344,0.4424266,A002160837SWJFPIAI7L7,0
6,0.6063408,0.39365914,A002160837SWJFPIAI7L7,0
7,0.74626553,0.25373444,A002160837SWJFPIAI7L7,0
8,0.6210534,0.37894657,A002160837SWJFPIAI7L7,0
9,0.5262494,0.47375056,A002160837SWJFPIAI7L7,0
10,0.39058182,0.6094182,A002160837SWJFPIAI7L7,0
11,0.3259569,0.6740431,A002160837SWJFPIAI7L7,0
12,0.44509035,0.55490965,A002160837SWJFPIAI7L7,0
13,0.44456676,0.5554333,A002160837SWJFPIAI7L7,0
14,0.26926997,0.73073,A002160837SWJFPIAI7L7,0
15,0.6948097,0.30519032,A002160837SWJFPIAI7L7,0
16,0.6041909,0.3958091,A002160837SWJFPIAI7L7,0
17,0.5759422,0.4240578,A002160837SWJFPIAI7L7,0
18,0.35981318,0.6401868,A002160837SWJFPIAI7L7,0
19,0.44105202,0.55894804,A002160837SWJFPIAI7L7,0
20,0.39035606,0.60964394,A002160837SWJFPIAI7L7,0
21,0.42341447,0.57658553,A002160837SWJFPIAI7L7,0
22,0.31098267,0.6890173,A002160837SWJFPIAI7L7,0
23,0.5961021,0.40389788,A002160837SWJFPIAI7L7,0
24,0.38604292,0.6139571,A002160837SWJFPIAI7L7,0
25,0.4847979,0.5152021,A002160837SWJFPIAI7L7,0
26,0.5381817,0.4618183,A002160837SWJFPIAI7L7,0
27,0.3342911,0.66570884,A002160837SWJFPIAI7L7,0
28,0.46202692,0.53797305,A002160837SWJFPIAI7L7,0
29,0.23893118,0.7610688,A002160837SWJFPIAI7L7,0
30,0.19251342,0.80748653,A002160837SWJFPIAI7L7,0
31,0.3551597,0.64484036,A002160837SWJFPIAI7L7,0
32,0.090183645,0.9098164,A002160837SWJFPIAI7L7,0
33,0.23258798,0.76741207,A002160837SWJFPIAI7L7,0
34,0.44251677,0.5574832,A002160837SWJFPIAI7L7,0
35,0.16315329,0.83684665,A002160837SWJFPIAI7L7,0
