sid,post accu,
A002160837SWJFPIAI7L7,[0.60625],0.60625
A10KUKZO8X00FX,[0.5],0.5
A11BMO1JWTJHSH,[0.7375],0.7375
A12GURH9VA1DSL,[0.54716981],0.54716981
A12MZ6U9W9REX8,[0.66455696],0.66455696
A131ASOEYX40WQ,[0.53773585],0.53773585
A132MSWBBVTOES,[0.6375],0.6375
A13RB1XEBC42IB,[0.56129032],0.56129032
A17UGPL6SP30TI,[0.66666667],0.66666667
A1801RSQIIDWHW,[0.61875],0.61875
A182IHVF66SX19,[0.83125],0.83125
A185UIGZSN2Z0K,[0.6875],0.6875
A18R8GG33EVI6C,[0.58860759],0.58860759
A19AVIOBMJJFR,[0.475],0.475
A19DVHPN5TEYL7,[0.56875],0.56875
A19IQ1X74EMI8R,[0.85],0.85
A19WXHQSBB6P6O,[0.6625],0.6625
A1AWCWWNKROZB4,[0.51265823],0.51265823
A1AZGIX6JKKXLJ,[0.61875],0.61875
A1B4PKGXKL7UOH,[0.53191489],0.53191489
A1B58D405N5JMG,[0.55555556],0.55555556
A1BG47GSHQ9WSU,[0.6875],0.6875
A1BQRDDC1NZCST,[0.65],0.65
A1BS578UP5XCAR,[0.63522013],0.63522013
A1CDDS7NQPDMTO,[0.6125],0.6125
A1CIEZNXXDSO6V,[0.65625],0.65625
A1CU00SW7F9TMB,[0.62264151],0.62264151
A1CWIZ7489ITS9,[0.56666667],0.56666667
A1DJK7WHFXKH7X,[0.56875],0.56875
A1DQQ0CHG7WW3E,[0.98101266],0.98101266
A1FXGW5C0H4L3T,[0.525],0.525
A1G399CGVV8MYK,[0.49056604],0.49056604
A1G9571XKHWHG3,[0.58490566],0.58490566
A1H8R5W4VMSWTS,[0.61006289],0.61006289
A1HP506HGINWSV,[0.71875],0.71875
A1HYX9RFPAO63W,[0.59375],0.59375
A1IN6VRNJ1GRRB,[0.72955975],0.72955975
A1J1PWS99LFVPL,[0.56875],0.56875
A1J9OZZ1LDG8VN,[0.7125],0.7125
A1JM5XNB4NCZR6,[0.72955975],0.72955975
A1KUHOL3DB3ON,[0.5875],0.5875
A1LKKR0ZJ9L1IP,[0.58125],0.58125
A1MJVTR0PCKBWW,[0.60377358],0.60377358
A1MT52IO9GBZ1M,[0.58125],0.58125
A1MYJP0JHMTTHV,[0.66666667],0.66666667
A1N1N35Z156GTY,[0.6375],0.6375
A1NT5BBN005ZNJ,[0.65822785],0.65822785
A1OZ1S22HC1MAC,[0.5125],0.5125
A1PDF57SAMGMF0,[0.56875],0.56875
A1PMK4HE9UYJ1J,[0.62025316],0.62025316
A1Q2Y5NFN4VVGT,[0.75],0.75
A1QA71PIMNZWYD,[0.55414013],0.55414013
A1QVRDWVOPLMTS,[0.55063291],0.55063291
A1QZKSYF6GG1LK,[0.6625],0.6625
A1RZQMVQ8FSNOS,[0.67295597],0.67295597
A1S1K7134S2VUC,[0.5],0.5
A1S8AGMAWK2SZN,[0.5],0.5
A1T0S48O0CMXBC,[0.64102564],0.64102564
A1T429RLLFTG35,[0.625],0.625
A1T4HSFG9NPJ23,[0.6625],0.6625
A1TKDVMKM4VWQ8,[0.56603774],0.56603774
A1UJ2M1AKWMNLC,[0.67721519],0.67721519
A1ULX8TTW7ZFV7,[0.55625],0.55625
A1V0HSH4Q63V5W,[0.675],0.675
A1VCX33RL5OFNY,[0.81528662],0.81528662
A1WBUS5PV9PAGR,[0.94904459],0.94904459
A1WSCND5HZZV5N,[0.64375],0.64375
A1X0H6VAK3AQE9,[0.65625],0.65625
A1XIVB0HPSFJHG,[0.6125],0.6125
A1XU9GFZAGFJ5B,[0.71875],0.71875
A1XWKA72Z23TGA,[0.55345912],0.55345912
A1YK7OG66BQXVX,[0.57462687],0.57462687
A1Z2QEEPKEK1X1,[0.71875],0.71875
A201524B1GJWBO,[0.52348993],0.52348993
A20CEJD8OX82EO,[0.64779874],0.64779874
A20KWU6IJJX5AT,[0.6875],0.6875
A216RMJ8VSR46Q,[0.59375],0.59375
A21HUPW67XA7UJ,[0.6375],0.6375
A21ZNPDJNBKCWG,[0.58125],0.58125
A22DDO8NILSX6O,[0.55625],0.55625
A22J5H2RJVHOAA,[0.55345912],0.55345912
A24Y2BHD6TDX4Z,[0.4875],0.4875
A2545UHAWSKDVH,[0.54482759],0.54482759
A256DAIUSITOHS,[0.5408805],0.5408805
A25EK5Q3R4ZHE8,[0.5],0.5
A27EAZSYEVYSLO,[0.58598726],0.58598726
A27PP69MUCWV0J,[0.53164557],0.53164557
A27U34JQKVDTA3,[0.65822785],0.65822785
A27ZW1CY6TMKT8,[0.6625],0.6625
A2916ZYJKILPU9,[0.4453125],0.4453125
A2A0UH228PYMNX,[0.7124183],0.7124183
A2AE610UE18R8G,[0.7672956],0.7672956
A2APR9RN3LEJE8,[0.6],0.6
A2AXP68AJJ3B94,[0.7],0.7
A2C54JB2A8I1YO,[0.5483871],0.5483871
A2C9NR5DY668JU,[0.56410256],0.56410256
A2CISHIOILFDHN,[0.73125],0.73125
A2CJNNTLFULCTH,[0.66025641],0.66025641
A2CMGWK84LFT84,[0.56375839],0.56375839
A2CY1TSQ3KKP5Q,[0.62658228],0.62658228
A2E72ZI1VESTMR,[0.66666667],0.66666667
A2ELH7YDLFNJUZ,[0.7125],0.7125
A2FN1RVZKLEV0U,[0.68987342],0.68987342
A2FS1WANWKDNDR,[0.55414013],0.55414013
A2G7F8S617H0BB,[0.65625],0.65625
A2GALIYUWAIPNV,[0.57961783],0.57961783
A2GCBL4AZI88Y4,[0.46540881],0.46540881
A2GDA7QID977M9,[0.6835443],0.6835443
A2GU5RTKQWJXNA,[0.51612903],0.51612903
A2GVON0W6E874S,[0.675],0.675
A2H0A9JR2ZDR24,[0.58860759],0.58860759
A2H0P2FI0JD5Y0,[0.75625],0.75625
A2H6Q22X1V1FTX,[0.675],0.675
A2HJDLSU95MH8Q,[0.7125],0.7125
A2I43BDUPAM00C,[0.66875],0.66875
A2J51BI7XS5ZYU,[0.9875],0.9875
A2JBI6GEDB1856,[0.74842767],0.74842767
A2JBNDG0U9IA6I,[0.68125],0.68125
A2JZ7JQ4JN1YMJ,[0.75949367],0.75949367
A2KPJU4WY80ZG4,[0.69375],0.69375
A2KQFLUT7652DA,[0.56875],0.56875
A2L26DMSVUEDP6,[0.65],0.65
A2LJTCHPRZLGS7,[0.60625],0.60625
A2M9JNCHRKMCC4,[0.675],0.675
A2MEFJWLG046O8,[0.59731544],0.59731544
A2MF0OZ7Q0J4UP,[0.61875],0.61875
A2NCWQFEB8XW22,[0.6918239],0.6918239
A2P7KN8RWT4MHY,[0.63815789],0.63815789
A2PE83MK76CRMI,[0.54375],0.54375
A2QCJ7Y5ONXD91,[0.98101266],0.98101266
A2REKFNIBY9O9K,[0.5625],0.5625
A2RG00DYDHIS6Q,[0.98734177],0.98734177
A2RLY2I4U06ETD,[0.65],0.65
A2SEO53WD09OZP,[0.675],0.675
A2THYJKAEJ0XG4,[0.68125],0.68125
A2U5E76S0CBA69,[0.5477707],0.5477707
A2UAHW3Q7S45JP,[0.62893082],0.62893082
A2V2PDSCDL2E8N,[0.94375],0.94375
A2V7UNVBF8SQAK,[0.98125],0.98125
A2VEI3RK4JX0DJ,[0.64779874],0.64779874
A2VGFS03KCCR1Q,[0.55],0.55
A2VO8C41JJIQY9,[0.69375],0.69375
A2WKY5KL3JXJEF,[0.6375],0.6375
A2WTN1428D16MR,[0.6025641],0.6025641
A2XYIKRQ0RWBJQ,[0.55414013],0.55414013
A2YNLDUCO22THM,[0.5625],0.5625
A2YYITZ8LPNJX1,[0.67088608],0.67088608
A2Z0DI2L5GV87Y,[0.7125],0.7125
