sid,pre accu,post accu,,
,,,,
S100,,[0.81770833],,0.81770833
,,,,
S91,,[0.5],,0.5
,,,,
S92,,[0.99479167],,0.99479167
,,,,
S93,,[0.53125],,0.53125
,,,,
S94,,[0.46354167],,0.46354167
,,,,
S95,,[0.99479167],,0.99479167
,,,,
S96,,[0.69791667],,0.69791667
,,,,
S97,,[0.61979167],,0.61979167
,,,,
S98,,[0.93229167],,0.93229167
,,,,
S99,,[0.59895833],,0.59895833
,,,,
,,,,0.715104168
