sid,pre accu,post accu,,
,,,,
S226,,[0.6433121],,0.6433121
,,,,
S227,,[0.48427673],,0.48427673
,,,,
S228,,[0.65408805],,0.65408805
,,,,
S229,,[0.58125],,0.58125
,,,,
S230,,[0.7133758],,0.7133758
,,,,
S231,,[0.75625],,0.75625
,,,,
S232,,[0.75471698],,0.75471698
,,,,
S233,,[0.71875],,0.71875
,,,,
S234,,[0.69620253],,0.69620253
,,,,
S235,,[0.52531646],,0.52531646
,,,,
S236,,[0.69375],,0.69375
,,,,
S237,,[0.62658228],,0.62658228
,,,,
S238,,[0.5],,0.5
,,,,
S239,,[0.4625],,0.4625
,,,,
S240,,[0.64375],,0.64375
,,,,
S241,,[0.52866242],,0.52866242
,,,,
S242,,[0.43125],,0.43125
,,,,
S243,,[0.63057325],,0.63057325
,,,,
S244,,[0.68553459],,0.68553459
,,,,
,,,,0.617375852
