sid,pre accu,post accu
A10FTGEV1WR18H,,[0.6125]
A1171IQSWQS0K8,,[0.58490566]
A12GURH9VA1DSL,,[0.5408805]
A131ASOEYX40WQ,,[0.54716981]
A13FTIHWW9GE8X,,[0.71698113]
A13WYZ8AXD6ODX,,[0.88050314]
A14S8YR2HRXVNX,,[0.95597484]
A14Y8ML89H3XFL,,[0.61875]
A17FGZ1I5P9RZA,,[0.63522013]
A17UGPL6SP30TI,,[0.59615385]
A185UIGZSN2Z0K,,[0.61875]
A18R0AUVIN6WX,,[0.70625]
A18S266M02RWZU,,[0.7]
A19AVIOBMJJFR,,[0.48125]
A19DVHPN5TEYL7,,[0.54375]
A19TD2J8506A4Y,,[0.48461538]
A1AZGIX6JKKXLJ,,[0.5625]
A1B3GZ82DXB3FC,,[0.58598726]
A1B58D405N5JMG,,[0.54248366]
A1C2T79XTDHE39,,[0.65]
A1CQ0A0GDCNWQM,,[0.50625]
A1CWIZ7489ITS9,,[0.66666667]
A1DAMLBQ646F3K,,[0.53459119]
A1DHGKBQOKC8CC,,[0.61006289]
A1DQQ0CHG7WW3E,,[1.]
A1E6CS5JV5MNGI,,[0.5]
A1EMZIYF5ZO6JB,,[0.525]
A1F8TOJICOEVLL,,[0.63125]
A1FDT9TI1EUTUT,,[0.77702703]
A1FXGW5C0H4L3T,,[0.55625]
A1G1K9Y2EXBWCC,,[0.61392405]
A1HKYY6XI2OHO1,,[0.62913907]
A1HPHTOU79BT9H,,[0.55445545]
A1HYX9RFPAO63W,,[0.55]
A1J1PWS99LFVPL,,[0.5375]
A1J7N95EW8EGCX,,[0.61875]
A1JX9ROLDPIVTX,,[0.6]
A1K93WBH35CIAZ,,[0.48062016]
A1LKKR0ZJ9L1IP,,[0.51875]
A1MBOVL1252O51,,[0.51875]
A1MJ82C7YG7W89,,[0.56603774]
A1MLWVH0IE3HJ1,,[0.62420382]
A1MYJP0JHMTTHV,,[0.55102041]
A1N1N35Z156GTY,,[0.64375]
A1O57XVTTB1PNZ,,[0.64375]
A1PUIGT83JOHH6,,[0.64375]
A1Q2Y5NFN4VVGT,,[0.65625]
A1Q8LP6TE293F4,,[0.66875]
A1QA71PIMNZWYD,,[0.4522293]
A1QCXSZJ3ZLCNY,,[0.6625]
A1QONOC90I9YMI,,[0.58125]
A1QVRDWVOPLMTS,,[0.49367089]
A1RMC2LZQUM9L6,,[0.625]
A1SX3P1H4IWKFQ,,[0.75862069]
A1TKDVMKM4VWQ8,,[0.52830189]
A1UJ2M1AKWMNLC,,[0.57594937]
A1UY31PXAQRQ5G,,[0.46875]
A1VCX33RL5OFNY,,[0.72611465]
A1VFRCYMWGWWCZ,,[0.50657895]
A1W1QA5KGVZBLC,,[0.56875]
A1XIVB0HPSFJHG,,[0.63125]
A1XUZFDVKP95VC,,[0.6375]
A1XWKA72Z23TGA,,[0.53459119]
A1YK7OG66BQXVX,,[0.50746269]
A201524B1GJWBO,,[0.44966443]
A203M04929HFP4,,[0.6835443]
A20CEJD8OX82EO,,[0.64779874]
A20VAAO3DYW5GL,,[0.54716981]
A2259HGMTESQVX,,[0.53125]
A23A5GN4EU95BU,,[0.63576159]
A24KZEEOBETVFU,,[0.6375]
A24Y2BHD6TDX4Z,,[0.5]
A2531UD0IGT731,,[0.64375]
A2545UHAWSKDVH,,[0.53793103]
A25EK5Q3R4ZHE8,,[0.48125]
A25LHXY3SAOVBV,,[0.68125]
A27EAZSYEVYSLO,,[0.57324841]
A27KDTUI0H1KJV,,[0.6375]
A286W816CMIZL9,,[0.50625]
A288RSAGJBLY9,,[0.60625]
A2916ZYJKILPU9,,[0.4921875]
A2A0UH228PYMNX,,[0.66013072]
A2AE610UE18R8G,,[0.68553459]
A2AJA3UXBCKD9X,,[0.70886076]
A2ATG240M7SGN7,,[0.60625]
A2B3Z92VTSGCD4,,[0.5408805]
A2BY3NK0YQO891,,[0.81132075]
A2C3NX6FY216V5,,[0.59060403]
A2C54JB2A8I1YO,,[0.52258065]
A2C9NR5DY668JU,,[0.5]
A2CAMPAA7650H2,,[0.66666667]
A2CFWSOCEXD81T,,[0.60126582]
A2E3O3O0PPX3IQ,,[0.5625]
A2EN2JB0M007A6,,[0.61392405]
A2FAJQUVSEXZRN,,[0.6625]
A2FN1RVZKLEV0U,,[0.62658228]
A2FS1WANWKDNDR,,[0.55414013]
A2GALIYUWAIPNV,,[0.59872611]
A2GCBL4AZI88Y4,,[0.4591195]
A2GXLM74C7BDI8,,[0.65384615]
A2HJDLSU95MH8Q,,[0.6625]
A2HRAAY4QRTM7S,,[0.525]
A2JBI6GEDB1856,,[0.71069182]
A2K6Z7C7Z6VTBF,,[0.73228346]
A2KQFLUT7652DA,,[0.575]
A2L26DMSVUEDP6,,[0.6125]
A2LO8K013TX9FA,,[0.69375]
A2LOLCBOJZ80DD,,[0.60526316]
A2MYP4G1RB2X2P,,[0.63225806]
A2P22X4GQWQ8Z1,,[0.63522013]
A2PE83MK76CRMI,,[0.4875]
A2QAJ9ZTN8YY89,,[0.65625]
A2QCJ7Y5ONXD91,,[0.98101266]
A2QPMJ4GADLUW2,,[0.62893082]
A2R1011DR8EXHQ,,[0.57236842]
A2R1LWOGQJTGRL,,[0.63291139]
A2R1YTFK72WMET,,[0.48051948]
A2REKFNIBY9O9K,,[0.60625]
A2RG00DYDHIS6Q,,[0.98734177]
A2S6QOCFC3EAYH,,[0.53164557]
A2SIHWBR1S6TGF,,[0.57594937]
A2SNAXBDSA5P06,,[0.48717949]
A2TV18A7NQF6I5,,[0.625]
A2TXUNEHPTW3Z3,,[0.68125]
A2V7UNVBF8SQAK,,[1.]
A2VN59CZEQ7P0R,,[0.70440252]
A2VNE375MVLU8J,,[0.58598726]
A2W02ACKYETLOA,,[0.58125]
A2WH1XDJ91OSFA,,[0.6163522]
A2YNLDUCO22THM,,[0.5]
A2YUEEOJT5NQXV,,[0.63125]
A2ZEE0T533JG2X,,[0.56603774]
A2ZOHYAWFY5TQI,,[0.4625]
A30J4IZCMCR31F,,[0.63057325]
A31IIDT1S31E25,,[0.56603774]
A31PQA4EYWSQI4,,[0.63157895]
A32156CGIMNLBM,,[0.61875]
A33UTM8NL7S0D6,,[0.51655629]
A345TDMHP3DQ3G,,[0.63125]
A34CPKFZXBX1PO,,[0.65625]
A34XR21XZ4ZPMB,,[0.55345912]
A3503625JEYO1I,,[0.64375]
A363NKR14886XG,,[0.65625]
A3654R5IHKA52J,,[0.53289474]
A36MQHIULG0E6C,,[0.56050955]
A36RRKY24M6NL8,,[0.53503185]
A36YITYE70JBQQ,,[0.60625]
A37025YQUW9ACI,,[1.]
A373LECBA7JXKD,,[0.54140127]
A376IFMV0UCZP2,,[0.5483871]
A37PNAIK1TKLVS,,[0.70625]
A37XA1JSSYORAZ,,[0.64375]
A397NXIY82FXXD,,[0.72258065]
A399A8PB6ITVAG,,[0.49375]
A39Y2UOHEAD0DT,,[0.65625]
A3ACSVUU6YI92U,,[0.61875]
A3APMO8WXVH1V0,,[0.6125]
A3CDWPBKYDDASL,,[0.50314465]
A3DR9RNUCUM0HF,,[0.66666667]
A3DUAHX5VT0ZMY,,[0.575]
A3GEXZD5FXGMHD,,[0.57961783]
A3HHY0ZZ6PC2YW,,[0.62658228]
A3HP7L563UF5DW,,[0.64150943]
A3I4Q8EW2ZLXSU,,[0.65]
A3IOPUZ29U29SA,,[0.51265823]
A3J2DV36CJYSXQ,,[0.7875]
A3KKY9HXZRRAIV,,[0.68125]
A3L1E2BDYZGGY5,,[0.53548387]
A3L2VS3998R77L,,[0.58860759]
A3LMVIJG7ND5UN,,[0.60625]
A3LT1TCMEGY73D,,[0.60377358]
A3M6YNC0RI36QY,,[0.79375]
A3MA5BJ4I2JAO2,,[0.64779874]
A3MF22SGH75VO3,,[0.56962025]
A3MKQ62CNO0MM8,,[0.56603774]
A3MLNAZCS0Y2QP,,[0.63522013]
A3N62A1YVDMKS5,,[0.58389262]
A3NAEEY1J3T56D,,[0.56050955]
A3NI2W5HH47HP6,,[0.675]
A3NM4Y7V4UEMM3,,[0.525]
A3NQUEB4PGNKZ7,,[0.44303797]
A3NQXTG2PLSHSV,,[0.67924528]
A3O9J3V0K06IP2,,[0.54193548]
A3P1BYNYNVNMNA,,[0.61392405]
A3PWRZ67TPKZPU,,[0.43125]
A3R4ZSD6YI7B7P,,[0.59375]
A3R6Z6HDL5JGM6,,[0.54]
A3RQ6SG91VBOF8,,[0.69811321]
A3RZAUNCBSSMK4,,[0.84415584]
A3S51CYI47OM6K,,[0.69811321]
A3S5XPHDMQ2ESR,,[0.57534247]
A3STW7EL76T5YN,,[0.60509554]
A3TRNNPY5KJEUR,,[0.52307692]
A3UJAEUA1BAK8O,,[0.54375]
A3UYF2OT5REMG0,,[0.55414013]
A3V06PKJGI7OY,,[0.54375]
A3VFQR2OR8L4CU,,[0.43670886]
A3VK7AHISCDGAM,,[0.44375]
A3VPD34C23PQTQ,,[0.62416107]
A3XU8C72O6LCD,,[0.67515924]
A47UGZ5QR0VV9,,[0.61052632]
A5LBQCECTTYXZ,,[0.48101266]
A5M58F7N23SEE,,[0.65]
A5NRU6MXE2ZCC,,[0.82467532]
A5XXFZT973KSF,,[0.63057325]
A7G6TFAYTV2FC,,[0.6163522]
A7O6BHXX3BW97,,[0.4625]
A8EPYZKX470Z2,,[0.5]
A8JKAE3S49ZB,,[0.50955414]
A9EQ4FWCUQVBL,,[0.57861635]
