sid,pre accu,post accu
S226,,[0.51898734]
S227,,[0.61038961]
S228,,[0.73584906]
S229,,[0.725]
S230,,[0.62264151]
S231,,[0.66875]
S232,,[0.64779874]
S233,,[0.6125]
S234,,[0.70063694]
S235,,[0.55625]
S236,,[0.72955975]
S237,,[0.7375]
S238,,[0.7]
S239,,[0.7125]
S240,,[0.71875]
S241,,[0.53797468]
S242,,[0.825]
S243,,[0.675]
S244,,[0.63522013]
S245,,[0.59748428]
S246,,[0.65822785]
S247,,[0.44230769]
S248,,[0.65441176]
S249,,[0.63125]
S250,,[0.64779874]
S251,,[0.63694268]
