sid,pre accu,post accu,,
,,,,
S226,,[0.61146497],,0.61146497
,,,,
S227,,[0.50943396],,0.50943396
,,,,
S228,,[0.7125],,0.7125
,,,,
S229,,[0.53459119],,0.53459119
,,,,
S230,,[0.79375],,0.79375
,,,,
S231,,[0.66666667],,0.66666667
,,,,
S232,,[0.59119497],,0.59119497
,,,,
S233,,[0.70886076],,0.70886076
,,,,
S234,,[0.54375],,0.54375
,,,,
S235,,[0.5408805],,0.5408805
,,,,
S236,,[0.59119497],,0.59119497
,,,,
S237,,[0.65625],,0.65625
,,,,
S238,,[0.7375],,0.7375
,,,,
S239,,[0.60126582],,0.60126582
,,,,
S240,,[0.775],,0.775
,,,,
S241,,[0.67515924],,0.67515924
,,,,
S242,,[0.73417722],,0.73417722
,,,,
S243,,[0.68789809],,0.68789809
,,,,
S244,,[0.62893082],,0.62893082
,,,,
S245,,[0.56617647],,0.56617647
,,,,
S246,,[0.6],,0.6
,,,,
S247,,[0.5477707],,0.5477707
,,,,
S248,,[0.72955975],,0.72955975
,,,,
S249,,[0.59748428],,0.59748428
,,,,
S250,,[0.55974843],,0.55974843
,,,,
,,,,0.636048352
