sid,pre accu,post accu
S226,,[0.56050955]
S227,,[0.50943396]
S228,,[0.70625]
S229,,[0.54716981]
S230,,[0.8]
S231,,[0.67295597]
S232,,[0.55974843]
S233,,[0.73417722]
S234,,[0.5625]
S235,,[0.55974843]
S236,,[0.58490566]
S237,,[0.64375]
S238,,[0.71875]
S239,,[0.57594937]
S240,,[0.75625]
S241,,[0.65605096]
S242,,[0.70253165]
S243,,[0.69426752]
S244,,[0.62893082]
S245,,[0.625]
S246,,[0.63125]
S247,,[0.56687898]
S248,,[0.70440252]
S249,,[0.56603774]
S250,,[0.51572327]
