sid,pre accu,post accu
S226,,[0.64968153]
S227,,[0.47798742]
S228,,[0.68125]
S229,,[0.48427673]
S230,,[0.7]
S231,,[0.65408805]
S232,,[0.5408805]
S233,,[0.70253165]
S234,,[0.46875]
S235,,[0.57861635]
S236,,[0.54716981]
S237,,[0.65]
S238,,[0.6875]
S239,,[0.62658228]
S240,,[0.7125]
S241,,[0.66878981]
S242,,[0.68987342]
S243,,[0.68152866]
S244,,[0.65408805]
S245,,[0.625]
S246,,[0.575]
S247,,[0.62420382]
S248,,[0.66037736]
S249,,[0.5408805]
S250,,[0.57232704]
