sid,pre accu,post accu
A10KUKZO8X00FX,,[0.57142857]
A11LSO6D7BMY99,,[0.54716981]
A12GURH9VA1DSL,,[0.60377358]
A12SGLXX6B9DKR,,[0.55]
A131ASOEYX40WQ,,[0.47169811]
A13324WUZPFTSU,,[0.45283019]
A13FTIHWW9GE8X,,[0.72955975]
A13RB1XEBC42IB,,[0.48387097]
A13WYZ8AXD6ODX,,[0.08176101]
A142WDKXKIGZ2J,,[0.50314465]
A15NB4T70DJF4A,,[0.56603774]
A15YUDP435G6GR,,[0.4522293]
A17UGPL6SP30TI,,[0.44871795]
A18SI8WCQO5Y7G,,[0.49685535]
A19AVIOBMJJFR,,[0.53125]
A19JWJ0ACBROIQ,,[0.5125]
A1A8MBDIAQT43U,,[0.48734177]
A1AWCWWNKROZB4,,[0.53797468]
A1AZGIX6JKKXLJ,,[0.49375]
A1B14CS9DW7008,,[0.5]
A1B3GZ82DXB3FC,,[0.49681529]
A1B58D405N5JMG,,[0.50326797]
A1BHS3P43IEM0C,,[0.53797468]
A1C6FKYJT2GANX,,[0.48125]
A1COS8FJCDM53I,,[0.50632911]
A1CQ0A0GDCNWQM,,[0.4875]
A1CU00SW7F9TMB,,[0.53459119]
A1CWIZ7489ITS9,,[0.50666667]
A1DAMLBQ646F3K,,[0.52201258]
A1DHGKBQOKC8CC,,[0.40880503]
A1E6CS5JV5MNGI,,[0.4875]
A1FXGW5C0H4L3T,,[0.53125]
A1G1K9Y2EXBWCC,,[0.55696203]
A1G331HUXOSJAM,,[0.35220126]
A1G399CGVV8MYK,,[0.44654088]
A1GZCLBFBKWFEZ,,[0.45625]
A1HPHTOU79BT9H,,[0.57425743]
A1HYU54H5V004N,,[0.475]
A1HYX9RFPAO63W,,[0.625]
A1IFIK8J49WBER,,[0.48125]
A1JSVBR3BE3FJP,,[0.48366013]
A1JX9ROLDPIVTX,,[0.50625]
A1K21SF4UU9I89,,[0.41558442]
A1K93WBH35CIAZ,,[0.37984496]
A1KUHOL3DB3ON,,[0.51875]
A1MBOVL1252O51,,[0.5625]
A1MJ82C7YG7W89,,[0.44025157]
A1MK9E61C7IV5Q,,[0.6163522]
A1MLWVH0IE3HJ1,,[0.43949045]
A1MOK8UVLG7FJK,,[0.41875]
A1MYJP0JHMTTHV,,[0.46258503]
A1N1N35Z156GTY,,[0.45625]
A1NT5BBN005ZNJ,,[0.53797468]
A1Q2Y5NFN4VVGT,,[0.31875]
A1QA71PIMNZWYD,,[0.53503185]
A1QECZB49T1H3K,,[0.39873418]
A1QVRDWVOPLMTS,,[0.43037975]
A1RZQMVQ8FSNOS,,[0.47169811]
A1S8AGMAWK2SZN,,[0.53125]
A1SX3P1H4IWKFQ,,[0.2]
A1TKDVMKM4VWQ8,,[0.49685535]
A1TSST60BO5K52,,[0.50769231]
A1U69QDM8UIXZ5,,[0.53125]
A1UJ2M1AKWMNLC,,[0.65189873]
A1ULX8TTW7ZFV7,,[0.44375]
A1UY31PXAQRQ5G,,[0.44375]
A1VCX33RL5OFNY,,[0.19745223]
A1VHYLBRF21ZFB,,[0.57236842]
A1W1QA5KGVZBLC,,[0.48125]
A1WBUS5PV9PAGR,,[0.53503185]
A1XWKA72Z23TGA,,[0.50943396]
A1YGJPSS0T3O6J,,[0.53125]
A1YK7OG66BQXVX,,[0.55970149]
A1YQ54ZCCS1G1C,,[0.60625]
A1ZTWWYWQWT7NJ,,[0.45625]
A201524B1GJWBO,,[0.44295302]
A20VSS4MA17WZ6,,[0.55625]
A2259HGMTESQVX,,[0.49375]
A237TMG0AIG9PX,,[0.46540881]
A24KZEEOBETVFU,,[0.525]
A24Y2BHD6TDX4Z,,[0.54375]
A2509PSPWX47EP,,[0.5375]
A2545UHAWSKDVH,,[0.56551724]
A25EK5Q3R4ZHE8,,[0.5]
A25Q1B6EXDAIO4,,[0.21794872]
A261ZPN1DBO1GT,,[0.45806452]
A26U302WESU9UH,,[0.47468354]
A27EAZSYEVYSLO,,[0.58598726]
A27KDTUI0H1KJV,,[0.5]
A27PP69MUCWV0J,,[0.49367089]
A27VDYB5VONES2,,[0.47169811]
A28JXDDPMW8IK0,,[0.50625]
A2916ZYJKILPU9,,[0.46875]
A29PKMLH38N148,,[0.54]
A2AE610UE18R8G,,[0.48427673]
A2AJA3UXBCKD9X,,[0.64556962]
A2ATG240M7SGN7,,[0.35625]
A2B3Z92VTSGCD4,,[0.50314465]
A2C3NX6FY216V5,,[0.31543624]
A2C9NR5DY668JU,,[0.5]
A2CVQU44JRXCKU,,[0.22012579]
