sid,pre accu,post accu
A104V8NZIQFN2F,,[0.7672956]
A116ZI03NFKZP2,,[0.51923077]
A12YRP4B70IFU3,,[0.6835443]
A132MSWBBVTOES,,[0.74375]
A153HLAVH5FILS,,[0.69375]
A156I0UDVISMNE,,[0.66242038]
A171WYHYRYMYQZ,,[0.70625]
A197LCCJ6SC5RU,,[0.75471698]
A19TD2J8506A4Y,,[0.48461538]
A19WXHQSBB6P6O,,[0.625]
A19YM9K2W233IM,,[0.65]
A1AZLJ3R5FQ9B7,,[0.59872611]
A1B4PKGXKL7UOH,,[0.60992908]
A1B7GQTH9YG04X,,[0.74375]
A1BG47GSHQ9WSU,,[0.80625]
A1BS578UP5XCAR,,[0.53459119]
A1C2T79XTDHE39,,[0.70625]
A1CIEZNXXDSO6V,,[0.775]
A1CR7O77ZW0QQU,,[0.725]
A1GNV8C2792XF,,[0.60625]
A1GSEK9J872N9R,,[0.67088608]
A1HA5WALONI2FD,,[0.7375]
A1HFPDHBLO6KZW,,[0.5625]
A1HP506HGINWSV,,[0.7]
A1I8VAUT4V90YR,,[0.67924528]
A1J7N95EW8EGCX,,[0.69375]
A1J9OZZ1LDG8VN,,[0.55]
A1KFV732TWXROL,,[0.5875]
A1KIL2V6SMJBGX,,[0.60126582]
A1L7B0F8PVW1D0,,[0.5375]
A1LKKR0ZJ9L1IP,,[0.5375]
A1LSFPPDGORPB0,,[0.58125]
A1M1E62KXCDNL0,,[0.53205128]
A1MJVTR0PCKBWW,,[0.6918239]
A1MT52IO9GBZ1M,,[0.45625]
A1P3HHEXWNLJMP,,[0.6375]
A1QAWECOJYKVO4,,[0.56962025]
A1QX1RYLCFXZJ9,,[0.72327044]
A1T429RLLFTG35,,[0.7375]
A1T4HSFG9NPJ23,,[0.5625]
A1UKZRDH1T231M,,[0.725]
A1V339VY5CNWLS,,[0.7278481]
A1VRBTDT3VJSIA,,[0.55345912]
A1W4IS5NDEFNFL,,[0.66875]
A1WSCND5HZZV5N,,[0.6375]
A1XE5G7H6AO5HH,,[0.6125]
A1XU9GFZAGFJ5B,,[0.78125]
A1XUZFDVKP95VC,,[0.60625]
A1YCGICA8XCNBH,,[0.61006289]
