sid,pre accu,post accu
S100,,[0.64583333 0.625      0.83333333 0.79166667]
S91,,[0.89583333 0.89583333 0.75       0.77083333]
S92,,[0.83333333 0.85416667 0.97916667 1.        ]
S93,,[0.875      0.85416667 0.85416667 0.875     ]
S94,,[1.         1.         0.91666667 0.91666667]
S95,,[1.         1.         0.97916667 0.97916667]
S96,,[1.         1.         0.97916667 1.        ]
S97,,[0.875      0.89583333 0.91666667 0.95833333]
S98,,[1.         1.         0.97916667 0.97916667]
S99,,[0.875      0.875      0.89583333 0.91666667]
