sid,pre accu,post accu
S100,,[0.625      0.66666667 0.79166667 0.79166667]
S91,,[0.8125     0.85416667 0.70833333 0.75      ]
S92,,[0.83333333 0.8125     1.         1.        ]
S93,,[0.85416667 0.85416667 0.83333333 0.83333333]
S94,,[0.97916667 0.95833333 0.85416667 0.83333333]
S95,,[0.97916667 0.95833333 0.95833333 0.95833333]
S96,,[0.95833333 0.9375     1.         1.        ]
S97,,[0.875      0.875      0.875      0.89583333]
S98,,[0.97916667 0.95833333 0.95833333 0.95833333]
S99,,[0.875      0.875      0.875      0.89583333]
