sid,pre accu,post accu
S100,,[0.58333333 0.625      0.72916667 0.72916667]
S91,,[0.89583333 0.9375     0.77083333 0.8125    ]
S92,,[0.83333333 0.83333333 1.         1.        ]
S93,,[0.77083333 0.77083333 0.8125     0.8125    ]
S94,,[0.97916667 1.         0.91666667 0.91666667]
S95,,[0.97916667 1.         0.95833333 0.95833333]
S96,,[0.9375 0.9375 1.     1.    ]
S97,,[0.89583333 0.8125     0.89583333 0.91666667]
S98,,[0.97916667 1.         0.95833333 0.95833333]
S99,,[0.875      0.85416667 0.89583333 0.9375    ]
